iteration,t_M,tau_M,field,measure,quantile,median,deviation_cutoff,vertices,selected_measure_fraction,long_axis_fraction,polar_fraction,origin,axis_source
9632,18.8125,0.1875,abs_npsigma,fejer,0.9,0.1852671656053479,0.25364962930131385,1109,0.10003189046273833,0.0,1.0,reused_B3,frozen_B2
9632,18.8125,0.1875,abs_npsigma,fejer,0.95,0.1852671656053479,0.3089514403345922,820,0.05000040519445437,0.0,1.0,reused_B3,frozen_B2
9632,18.8125,0.1875,abs_npsigma,fejer,0.98,0.1852671656053479,0.3445870366356923,533,0.020027310898466037,0.0,1.0,reused_B3,frozen_B2
9664,18.875,0.25,repsi2,fejer,0.9,-1.0448122576527945,1.6111158273444275,61,0.10027206921616759,1.0,0.0,reused_B3,frozen_B2
9664,18.875,0.25,repsi2,fejer,0.95,-1.0448122576527945,1.8369793184413727,30,0.05091953593141527,1.0,0.0,reused_B3,frozen_B2
9664,18.875,0.25,repsi2,fejer,0.98,-1.0448122576527945,2.1096374341635062,12,0.020615159160902372,1.0,0.0,reused_B3,frozen_B2
9664,18.875,0.25,impsi2,fejer,0.9,-1.4459352004288525e-15,0.35953818486144123,958,0.10005082448503294,0.2897262299490851,0.8176871456566522,reused_B3,frozen_B2
9664,18.875,0.25,impsi2,fejer,0.95,-1.4459352004288525e-15,0.38562209668348474,757,0.05007106891873907,0.12221952830148565,0.8777804716985143,reused_B3,frozen_B2
9664,18.875,0.25,impsi2,fejer,0.98,-1.4459352004288525e-15,0.4131361510181398,521,0.020070184387371345,0.0,1.0,reused_B3,frozen_B2
9664,18.875,0.25,abs_npsigma,fejer,0.9,0.18403097679318503,0.24141496890672948,1093,0.10011899365290908,0.0,1.0,reused_B3,frozen_B2
9664,18.875,0.25,abs_npsigma,fejer,0.95,0.18403097679318503,0.2963078192676808,805,0.05001216102356934,0.0,1.0,reused_B3,frozen_B2
9664,18.875,0.25,abs_npsigma,fejer,0.98,0.18403097679318503,0.32892149692374584,525,0.02007245652481246,0.0,1.0,reused_B3,frozen_B2
9696,18.9375,0.3125,repsi2,fejer,0.9,-1.0015985522638495,1.5705585837514497,62,0.10089583987297919,1.0,0.0,reused_B3,frozen_B2
9696,18.9375,0.3125,repsi2,fejer,0.95,-1.0015985522638495,1.8020279364916003,31,0.051568715037414725,1.0,0.0,reused_B3,frozen_B2
9696,18.9375,0.3125,repsi2,fejer,0.98,-1.0015985522638495,2.0793730889945374,12,0.02012238185091057,1.0,0.0,reused_B3,frozen_B2
9696,18.9375,0.3125,impsi2,fejer,0.9,2.0910961486763173e-15,0.3632063788620688,935,0.10105611671030548,0.32217604119035803,0.8235969031386825,reused_B3,frozen_B2
9696,18.9375,0.3125,impsi2,fejer,0.95,2.0910961486763173e-15,0.38733773303617997,747,0.050054770481513744,0.11949458478028005,0.88050541521972,reused_B3,frozen_B2
9696,18.9375,0.3125,impsi2,fejer,0.98,2.0910961486763173e-15,0.4141131871054145,513,0.020017286713299727,0.0,1.0,reused_B3,frozen_B2
9696,18.9375,0.3125,abs_npsigma,fejer,0.9,0.18350874777003584,0.23281648373787217,1080,0.10006095944526268,0.0,1.0,reused_B3,frozen_B2
9696,18.9375,0.3125,abs_npsigma,fejer,0.95,0.18350874777003584,0.28486375308899153,795,0.050124154097019494,0.0,1.0,reused_B3,frozen_B2
9696,18.9375,0.3125,abs_npsigma,fejer,0.98,0.18350874777003584,0.3156331235180333,516,0.02006456109271416,0.0,1.0,reused_B3,frozen_B2
9728,19.0,0.375,repsi2,fejer,0.9,-0.9834387781146319,1.4746128992457193,63,0.10158285631786919,1.0,0.0,new_B4,native_AH1_AH2_gp
9728,19.0,0.375,repsi2,fejer,0.95,-0.9834387781146319,1.7656797009676435,31,0.05108282606351464,1.0,0.0,new_B4,native_AH1_AH2_gp
9728,19.0,0.375,repsi2,fejer,0.98,-0.9834387781146319,2.0602056417907257,13,0.02155238805983413,1.0,0.0,new_B4,native_AH1_AH2_gp
9728,19.0,0.375,impsi2,fejer,0.9,2.438101844419338e-17,0.3568963832741818,965,0.100087038414198,0.22531396437641912,0.8813183817000626,new_B4,native_AH1_AH2_gp
9728,19.0,0.375,impsi2,fejer,0.95,2.438101844419338e-17,0.38481403537701203,762,0.050654683537421114,0.05772914609847701,0.9422708539015229,new_B4,native_AH1_AH2_gp
9728,19.0,0.375,impsi2,fejer,0.98,2.438101844419338e-17,0.41389322475703866,507,0.020068687380730713,0.0,1.0,new_B4,native_AH1_AH2_gp
9728,19.0,0.375,abs_npsigma,fejer,0.9,0.18297675352725165,0.22466895651298455,1068,0.10000212226220653,0.0,1.0,new_B4,native_AH1_AH2_gp
9728,19.0,0.375,abs_npsigma,fejer,0.95,0.18297675352725165,0.27283698572977,785,0.05002539870556366,0.0,1.0,new_B4,native_AH1_AH2_gp
9728,19.0,0.375,abs_npsigma,fejer,0.98,0.18297675352725165,0.3046047170660455,508,0.020023618423896945,0.0,1.0,new_B4,native_AH1_AH2_gp
9760,19.0625,0.4375,repsi2,fejer,0.9,-0.9339933487434837,1.5058504125208227,64,0.10017321848815777,0.9785045491359203,0.0,new_B4,native_AH1_AH2_gp
9760,19.0625,0.4375,repsi2,fejer,0.95,-0.9339933487434837,1.7873492287094315,32,0.05073804014265729,0.9575610628661516,0.0,new_B4,native_AH1_AH2_gp
9760,19.0625,0.4375,repsi2,fejer,0.98,-0.9339933487434837,2.048443071009901,13,0.02132468804728704,1.0,0.0,new_B4,native_AH1_AH2_gp
9760,19.0625,0.4375,impsi2,fejer,0.9,4.650153727824973e-16,0.3596435787591081,958,0.10011501695075364,0.22066123969152612,0.8837336375817395,new_B4,native_AH1_AH2_gp
9760,19.0625,0.4375,impsi2,fejer,0.95,4.650153727824973e-16,0.3844759492376977,769,0.050087709694713864,0.0,1.0,new_B4,native_AH1_AH2_gp
9760,19.0625,0.4375,impsi2,fejer,0.98,4.650153727824973e-16,0.41389755779124554,501,0.020027317850903004,0.0,1.0,new_B4,native_AH1_AH2_gp
9760,19.0625,0.4375,abs_npsigma,fejer,0.9,0.18244676487219966,0.21733243240950087,1056,0.10009105683816504,0.0,1.0,new_B4,native_AH1_AH2_gp
9760,19.0625,0.4375,abs_npsigma,fejer,0.95,0.18244676487219966,0.26461354911664936,776,0.050022330058916716,0.0,1.0,new_B4,native_AH1_AH2_gp
9760,19.0625,0.4375,abs_npsigma,fejer,0.98,0.18244676487219966,0.29349896317750734,502,0.02008597988698501,0.0,1.0,new_B4,native_AH1_AH2_gp
9792,19.125,0.5,repsi2,fejer,0.9,-0.9246700068189314,1.4951839767593826,65,0.10045216650258741,0.978329836140685,0.0,new_B4,native_AH1_AH2_gp
9792,19.125,0.5,repsi2,fejer,0.95,-0.9246700068189314,1.725366456468847,32,0.05038094559294822,0.9567928929774003,0.0,new_B4,native_AH1_AH2_gp
9792,19.125,0.5,repsi2,fejer,0.98,-0.9246700068189314,2.010102915229763,14,0.021517303981412796,0.8988342168696103,0.0,new_B4,native_AH1_AH2_gp
9792,19.125,0.5,impsi2,fejer,0.9,-3.196514325049332e-16,0.3615125830213008,950,0.10013445617057398,0.21616871927091394,0.8860759095869567,new_B4,native_AH1_AH2_gp
9792,19.125,0.5,impsi2,fejer,0.95,-3.196514325049332e-16,0.38662872520066116,761,0.050083313385686674,0.0,1.0,new_B4,native_AH1_AH2_gp
9792,19.125,0.5,impsi2,fejer,0.98,-3.196514325049332e-16,0.4153597283093763,496,0.02005013931591172,0.0,1.0,new_B4,native_AH1_AH2_gp
9792,19.125,0.5,abs_npsigma,fejer,0.9,0.18176951275010259,0.21004589028415985,1046,0.10012669612573652,0.0,1.0,new_B4,native_AH1_AH2_gp
9792,19.125,0.5,abs_npsigma,fejer,0.95,0.18176951275010259,0.25687107130227516,767,0.05007909273756755,0.0,1.0,new_B4,native_AH1_AH2_gp
9792,19.125,0.5,abs_npsigma,fejer,0.98,0.18176951275010259,0.2845214681440257,495,0.02000076624991282,0.0,1.0,new_B4,native_AH1_AH2_gp
9824,19.1875,0.5625,repsi2,fejer,0.9,-0.9126664714601279,1.524750713652662,66,0.10022003677827308,0.9780462074592075,0.0,new_B4,native_AH1_AH2_gp
9824,19.1875,0.5625,repsi2,fejer,0.95,-0.9126664714601279,1.7116536994555673,32,0.050277629280302855,1.0,0.0,new_B4,native_AH1_AH2_gp
9824,19.1875,0.5625,repsi2,fejer,0.98,-0.9126664714601279,1.9462286229751502,13,0.020832333535879016,1.0,0.0,new_B4,native_AH1_AH2_gp
9824,19.1875,0.5625,impsi2,fejer,0.9,8.745953196705582e-16,0.3616598764369043,965,0.10089636396066357,0.16954070446904063,0.9298760862897286,new_B4,native_AH1_AH2_gp
9824,19.1875,0.5625,impsi2,fejer,0.95,8.745953196705582e-16,0.38774994067197843,755,0.050085414513606194,0.0,1.0,new_B4,native_AH1_AH2_gp
9824,19.1875,0.5625,impsi2,fejer,0.98,8.745953196705582e-16,0.4171722479205473,490,0.020008500462393428,0.0,1.0,new_B4,native_AH1_AH2_gp
9824,19.1875,0.5625,abs_npsigma,fejer,0.9,0.18083024455961763,0.20355899879800857,1037,0.100102400491328,0.0,1.0,new_B4,native_AH1_AH2_gp
9824,19.1875,0.5625,abs_npsigma,fejer,0.95,0.18083024455961763,0.2484475372329811,758,0.05003150136551318,0.0,1.0,new_B4,native_AH1_AH2_gp
9824,19.1875,0.5625,abs_npsigma,fejer,0.98,0.18083024455961763,0.27556999027884943,490,0.020027104050706505,0.0,1.0,new_B4,native_AH1_AH2_gp
9856,19.25,0.625,repsi2,fejer,0.9,-0.8786488675194567,1.4091942833115083,67,0.10118224775317018,1.0,0.0,new_B4,native_AH1_AH2_gp
9856,19.25,0.625,repsi2,fejer,0.95,-0.8786488675194567,1.6960955567721485,33,0.05145988942255293,1.0,0.0,new_B4,native_AH1_AH2_gp
9856,19.25,0.625,repsi2,fejer,0.98,-0.8786488675194567,1.9400805687557607,13,0.02031096429365166,1.0,0.0,new_B4,native_AH1_AH2_gp
9856,19.25,0.625,impsi2,fejer,0.9,-2.939264886810106e-15,0.3646089680827082,958,0.10003246110610084,0.15797179130357736,0.9439882972945102,new_B4,native_AH1_AH2_gp
9856,19.25,0.625,impsi2,fejer,0.95,-2.939264886810106e-15,0.3891922722769004,749,0.05005508304651378,0.0,1.0,new_B4,native_AH1_AH2_gp
9856,19.25,0.625,impsi2,fejer,0.98,-2.939264886810106e-15,0.41900901120304684,485,0.020015421812285036,0.0,1.0,new_B4,native_AH1_AH2_gp
9856,19.25,0.625,abs_npsigma,fejer,0.9,0.17827732167814583,0.1991608032622478,1028,0.10007276256806356,0.0,1.0,new_B4,native_AH1_AH2_gp
9856,19.25,0.625,abs_npsigma,fejer,0.95,0.17827732167814583,0.24287209914222765,750,0.05001921637772093,0.0,1.0,new_B4,native_AH1_AH2_gp
9856,19.25,0.625,abs_npsigma,fejer,0.98,0.17827732167814583,0.26941031364401713,485,0.02004343218525329,0.0,1.0,new_B4,native_AH1_AH2_gp
9888,19.3125,0.6875,repsi2,fejer,0.9,-0.8668449198894164,1.3866858600664742,67,0.10027227854645333,1.0,0.0,new_B4,native_AH1_AH2_gp
9888,19.3125,0.6875,repsi2,fejer,0.95,-0.8668449198894164,1.6708041137996898,33,0.05088757892796696,1.0,0.0,new_B4,native_AH1_AH2_gp
9888,19.3125,0.6875,repsi2,fejer,0.98,-0.8668449198894164,1.9317597236770812,13,0.020206586118748614,1.0,0.0,new_B4,native_AH1_AH2_gp
9888,19.3125,0.6875,impsi2,fejer,0.9,7.804186583672533e-16,0.3676871133926853,950,0.10003014940364732,0.1552264495609116,0.9450158669817985,new_B4,native_AH1_AH2_gp
9888,19.3125,0.6875,impsi2,fejer,0.95,7.804186583672533e-16,0.39221000989296834,742,0.0501055074487005,0.0,1.0,new_B4,native_AH1_AH2_gp
9888,19.3125,0.6875,impsi2,fejer,0.98,7.804186583672533e-16,0.4208228702977833,481,0.020079073642020703,0.0,1.0,new_B4,native_AH1_AH2_gp
9888,19.3125,0.6875,abs_npsigma,fejer,0.9,0.17490637812766446,0.1956144880836515,1021,0.10001700754347609,0.0,1.0,new_B4,native_AH1_AH2_gp
9888,19.3125,0.6875,abs_npsigma,fejer,0.95,0.17490637812766446,0.23845045339455384,743,0.05003015364425183,0.0,1.0,new_B4,native_AH1_AH2_gp
9888,19.3125,0.6875,abs_npsigma,fejer,0.98,0.17490637812766446,0.2650505864491765,480,0.020022275831807487,0.0,1.0,new_B4,native_AH1_AH2_gp
9920,19.375,0.75,repsi2,fejer,0.9,-0.8692772963596054,1.3818665262165186,68,0.10124687611369236,1.0,0.0,new_B4,native_AH1_AH2_gp
9920,19.375,0.75,repsi2,fejer,0.95,-0.8692772963596054,1.6302662277208875,33,0.050327220088942776,1.0,0.0,new_B4,native_AH1_AH2_gp
9920,19.375,0.75,repsi2,fejer,0.98,-0.8692772963596054,1.868104178847249,13,0.0201027059498052,1.0,0.0,new_B4,native_AH1_AH2_gp
9920,19.375,0.75,impsi2,fejer,0.9,5.639985013939062e-16,0.3683158896331682,967,0.1001554692573576,0.09842241499239483,0.9516241198215881,new_B4,native_AH1_AH2_gp
9920,19.375,0.75,impsi2,fejer,0.95,5.639985013939062e-16,0.3955667155837268,735,0.05008843736889321,0.0,1.0,new_B4,native_AH1_AH2_gp
9920,19.375,0.75,impsi2,fejer,0.98,5.639985013939062e-16,0.42313315614164015,476,0.020016931172042354,0.0,1.0,new_B4,native_AH1_AH2_gp
9920,19.375,0.75,abs_npsigma,fejer,0.9,0.17165818046082362,0.19208692810509673,1014,0.10020141726971854,0.0,1.0,new_B4,native_AH1_AH2_gp
9920,19.375,0.75,abs_npsigma,fejer,0.95,0.17165818046082362,0.2343395679443642,736,0.05002445301475683,0.0,1.0,new_B4,native_AH1_AH2_gp
9920,19.375,0.75,abs_npsigma,fejer,0.98,0.17165818046082362,0.25993842557380964,476,0.02005298371160295,0.0,1.0,new_B4,native_AH1_AH2_gp
9952,19.4375,0.8125,repsi2,fejer,0.9,-0.8553850348158961,1.3719787744521015,68,0.10009656397119482,1.0,0.0,new_B4,native_AH1_AH2_gp
9952,19.4375,0.8125,repsi2,fejer,0.95,-0.8553850348158961,1.62025223590289,33,0.050001293934579846,1.0,0.0,new_B4,native_AH1_AH2_gp
9952,19.4375,0.8125,repsi2,fejer,0.98,-0.8553850348158961,1.8620757387028424,14,0.021399496458852522,1.0,0.0,new_B4,native_AH1_AH2_gp
9952,19.4375,0.8125,impsi2,fejer,0.9,3.80004754415524e-15,0.37136596987602244,959,0.10004048610325672,0.09685745787266757,0.9031425421273324,new_B4,native_AH1_AH2_gp
9952,19.4375,0.8125,impsi2,fejer,0.95,3.80004754415524e-15,0.3979187814108073,729,0.05011664385635275,0.0,1.0,new_B4,native_AH1_AH2_gp
9952,19.4375,0.8125,impsi2,fejer,0.98,3.80004754415524e-15,0.4243573159876296,472,0.02002045197887479,0.0,1.0,new_B4,native_AH1_AH2_gp
9952,19.4375,0.8125,abs_npsigma,fejer,0.9,0.16912925852695798,0.18947813990170398,1007,0.10005789004490659,0.0,1.0,new_B4,native_AH1_AH2_gp
9952,19.4375,0.8125,abs_npsigma,fejer,0.95,0.16912925852695798,0.22947057568178852,730,0.050014735660326534,0.0,1.0,new_B4,native_AH1_AH2_gp
9952,19.4375,0.8125,abs_npsigma,fejer,0.98,0.16912925852695798,0.2548400259718975,472,0.02002045197887479,0.0,1.0,new_B4,native_AH1_AH2_gp
9984,19.5,0.875,repsi2,fejer,0.9,-0.8424961403038518,1.336790589892769,69,0.10004911434407154,1.0,0.0,new_B4,native_AH1_AH2_gp
9984,19.5,0.875,repsi2,fejer,0.95,-0.8424961403038518,1.5915732122830053,34,0.050307981055813175,1.0,0.0,new_B4,native_AH1_AH2_gp
9984,19.5,0.875,repsi2,fejer,0.98,-0.8424961403038518,1.849586776279375,14,0.021207831398926652,1.0,0.0,new_B4,native_AH1_AH2_gp
9984,19.5,0.875,impsi2,fejer,0.9,-1.1341942329039664e-15,0.37145618841076794,971,0.10017830464418818,0.04849686097623856,0.9515031390237614,new_B4,native_AH1_AH2_gp
9984,19.5,0.875,impsi2,fejer,0.95,-1.1341942329039664e-15,0.40082083287429593,722,0.050106834793656456,0.0,1.0,new_B4,native_AH1_AH2_gp
9984,19.5,0.875,impsi2,fejer,0.98,-1.1341942329039664e-15,0.42594531952256476,468,0.020030075804606366,0.0,1.0,new_B4,native_AH1_AH2_gp
9984,19.5,0.875,abs_npsigma,fejer,0.9,0.168313311586723,0.184522582312404,1001,0.10015449297602932,0.0,1.0,new_B4,native_AH1_AH2_gp
9984,19.5,0.875,abs_npsigma,fejer,0.95,0.168313311586723,0.22343177333834993,725,0.0501228500597511,0.0,1.0,new_B4,native_AH1_AH2_gp
9984,19.5,0.875,abs_npsigma,fejer,0.98,0.168313311586723,0.24768581666035303,469,0.020086782807649355,0.0,1.0,new_B4,native_AH1_AH2_gp
10016,19.5625,0.9375,repsi2,fejer,0.9,-0.8305508331225844,1.3047163809188969,70,0.10017048450637826,1.0,0.0,new_B4,native_AH1_AH2_gp
10016,19.5625,0.9375,repsi2,fejer,0.95,-0.8305508331225844,1.5769787187554605,34,0.05009950364076121,1.0,0.0,new_B4,native_AH1_AH2_gp
10016,19.5625,0.9375,repsi2,fejer,0.98,-0.8305508331225844,1.8190867723272608,14,0.02102616015821827,1.0,0.0,new_B4,native_AH1_AH2_gp
10016,19.5625,0.9375,impsi2,fejer,0.9,6.810893076118394e-16,0.3747781158012749,964,0.10005151406476964,0.047794246447938976,0.9522057535520609,new_B4,native_AH1_AH2_gp
10016,19.5625,0.9375,impsi2,fejer,0.95,6.810893076118394e-16,0.40273432861398384,717,0.05010531957621434,0.0,1.0,new_B4,native_AH1_AH2_gp
10016,19.5625,0.9375,impsi2,fejer,0.98,6.810893076118394e-16,0.4270946612053741,465,0.02007978014979344,0.0,1.0,new_B4,native_AH1_AH2_gp
10016,19.5625,0.9375,abs_npsigma,fejer,0.9,0.16721057613225487,0.18131877857434853,994,0.10003836221375172,0.0,1.0,new_B4,native_AH1_AH2_gp
10016,19.5625,0.9375,abs_npsigma,fejer,0.95,0.16721057613225487,0.21783001209836333,720,0.050157416976449876,0.0,1.0,new_B4,native_AH1_AH2_gp
10016,19.5625,0.9375,abs_npsigma,fejer,0.98,0.16721057613225487,0.24159864240242368,465,0.020019687932463448,0.0,1.0,new_B4,native_AH1_AH2_gp
10048,19.625,1.0,repsi2,fejer,0.9,-0.8435603772611282,1.2693746612122725,71,0.10119643817605299,1.0,0.0,new_B4,native_AH1_AH2_gp
10048,19.625,1.0,repsi2,fejer,0.95,-0.8435603772611282,1.5359147237537094,35,0.051300519782397906,1.0,0.0,new_B4,native_AH1_AH2_gp
10048,19.625,1.0,repsi2,fejer,0.98,-0.8435603772611282,1.7757181003906548,14,0.020566278712753086,1.0,0.0,new_B4,native_AH1_AH2_gp
10048,19.625,1.0,impsi2,fejer,0.9,4.1080130877034615e-15,0.3772795100697403,957,0.10067328220723806,0.05876198404701309,0.941238015952987,new_B4,native_AH1_AH2_gp
10048,19.625,1.0,impsi2,fejer,0.95,4.1080130877034615e-15,0.40530952621577115,711,0.05010348669683326,0.0,1.0,new_B4,native_AH1_AH2_gp
10048,19.625,1.0,impsi2,fejer,0.98,4.1080130877034615e-15,0.42843479977401006,461,0.020028131384622873,0.0,1.0,new_B4,native_AH1_AH2_gp
10048,19.625,1.0,abs_npsigma,fejer,0.9,0.1649678689373129,0.1797399320541765,988,0.10011543305503415,0.0,1.0,new_B4,native_AH1_AH2_gp
10048,19.625,1.0,abs_npsigma,fejer,0.95,0.1649678689373129,0.21371646210303918,715,0.0500357239907044,0.0,1.0,new_B4,native_AH1_AH2_gp
10048,19.625,1.0,abs_npsigma,fejer,0.98,0.1649678689373129,0.23664018274206988,462,0.020050630033934626,0.0,1.0,new_B4,native_AH1_AH2_gp
10080,19.6875,1.0625,repsi2,fejer,0.9,-0.8250449773313119,1.290533173856927,72,0.10078274472024144,1.0,0.0,new_B4,native_AH1_AH2_gp
10080,19.6875,1.0625,repsi2,fejer,0.95,-0.8250449773313119,1.5251356170985964,35,0.0505919828390596,1.0,0.0,new_B4,native_AH1_AH2_gp
10080,19.6875,1.0625,repsi2,fejer,0.98,-0.8250449773313119,1.7376593246365224,14,0.020837931057735466,1.0,0.0,new_B4,native_AH1_AH2_gp
10080,19.6875,1.0625,impsi2,fejer,0.9,9.464687973274438e-17,0.380373694732606,949,0.1005702619993773,0.05901249869027125,0.940987501309729,new_B4,native_AH1_AH2_gp
10080,19.6875,1.0625,impsi2,fejer,0.95,9.464687973274438e-17,0.4072698603325272,706,0.050018536823026656,0.0,1.0,new_B4,native_AH1_AH2_gp
10080,19.6875,1.0625,impsi2,fejer,0.98,9.464687973274438e-17,0.4302116867663542,458,0.020039871862941105,0.0,1.0,new_B4,native_AH1_AH2_gp
10080,19.6875,1.0625,abs_npsigma,fejer,0.9,0.16346521877793108,0.17589795934448432,982,0.1001109931835343,0.0,1.0,new_B4,native_AH1_AH2_gp
10080,19.6875,1.0625,abs_npsigma,fejer,0.95,0.16346521877793108,0.20854513633418426,710,0.0500647794290831,0.0,1.0,new_B4,native_AH1_AH2_gp
10080,19.6875,1.0625,abs_npsigma,fejer,0.98,0.16346521877793108,0.23144425541775487,459,0.020043099280193766,0.0,1.0,new_B4,native_AH1_AH2_gp
10112,19.75,1.125,repsi2,fejer,0.9,-0.8199556773948657,1.2857173800180464,73,0.10128748351660823,1.0,0.0,new_B4,native_AH1_AH2_gp
10112,19.75,1.125,repsi2,fejer,0.95,-0.8199556773948657,1.5011288721955767,35,0.050261483432090345,1.0,0.0,new_B4,native_AH1_AH2_gp
10112,19.75,1.125,repsi2,fejer,0.98,-0.8199556773948657,1.7154670387615263,14,0.020342684639910767,1.0,0.0,new_B4,native_AH1_AH2_gp
10112,19.75,1.125,impsi2,fejer,0.9,3.138313408601182e-15,0.3832009420798797,946,0.10023279455514444,0.04703378152356475,0.9529662184764351,new_B4,native_AH1_AH2_gp
10112,19.75,1.125,impsi2,fejer,0.95,3.138313408601182e-15,0.4095105526973839,700,0.050077608653644703,0.0,1.0,new_B4,native_AH1_AH2_gp
10112,19.75,1.125,impsi2,fejer,0.98,3.138313408601182e-15,0.432035447723983,455,0.020028613746401858,0.0,1.0,new_B4,native_AH1_AH2_gp
