iteration,t_M,tau_M,field,L,weighted_mean,weighted_variance,R2,residual_RMS,residual_RMS_over_original_SD,squared_residual_norm,original_mask_area,residual_mask_area,intersection_area,dice,jaccard,original_mask_recall,residual_squared_norm_fraction_in_original_mask,residual_concentration_over_area,residual_RMS_inside_original_mask,residual_RMS_outside_original_mask,residual_weighted_median,residual_mask_cutoff
9632,18.8125,0.1875,impsi2,4,-2.6523410447358423e-11,0.05347275021565281,0.9019996458240913,0.07239025113849153,0.3130500825361794,0.0052403484598938736,0.05056910612506413,0.05168817178082008,0.010783794158304286,0.21091494667459268,0.11788983775956371,0.21324866078578744,0.12517003400834126,2.4752273393715742,0.1138905341798125,0.06948806672185633,1.5151022294720068e-10,0.14895053036140124
9632,18.8125,0.1875,abs_npsigma,4,0.21041242261939916,0.023092449565368028,0.9946507002372932,0.011114334662063324,0.07313890731140857,0.00012352843498034227,0.05000040519445437,0.05120127164116513,0.0,0.0,0.0,0.0,0.018140813363083482,0.3628133270627077,0.006694606969947328,0.011299165336103227,0.00042363895286276487,0.026287998019247798
9632,18.8125,0.1875,repsi2,6,-1.2036768362968742,0.9378533232467181,0.9934682015413094,0.07826793015827559,0.08081954255432612,0.0061258688912607055,0.05005739668519439,0.050452197128234594,0.007185013410745753,0.1429716933108483,0.07698950672741703,0.14353549897793394,0.0835723538854913,1.669530567301949,0.10113023961824598,0.07687484571157638,-0.005244279597042822,0.12753355045127618
9632,18.8125,0.1875,impsi2,6,-2.6523410447358423e-11,0.05347275021565281,0.9749553218205331,0.036595188488680305,0.15825510475010537,0.0013392078205220394,0.05056910612506413,0.05099620692968675,0.010783794158304286,0.21235191098147962,0.11878843061223983,0.21324866078578744,0.12098419365143204,2.3924526835064484,0.05660381033093775,0.03521199658315557,3.700879418741164e-11,0.08022751386494319
9632,18.8125,0.1875,abs_npsigma,6,0.21041242261939916,0.023092449565368028,0.9977100046819894,0.007271973692615192,0.047853895536419444,5.288160138608743e-05,0.05000040519445437,0.050207483309890465,0.0,0.0,0.0,0.0,0.012914425155706307,0.2582864099897068,0.003695754182371878,0.007412556073573822,0.0004824634636833858,0.014379108894292322
9632,18.8125,0.1875,repsi2,8,-1.2036768362968742,0.9378533232467181,0.9967981833860305,0.0547981236160313,0.05658459696745658,0.0030028343518378473,0.05005739668519439,0.05075476588776021,0.0,0.0,0.0,0.0,0.017074235461380736,0.34109315689664754,0.032003847404742915,0.055741334829044566,-0.0002932024770753716,0.07653174287721837
9632,18.8125,0.1875,impsi2,8,-2.6523410447358423e-11,0.05347275021565281,0.9938990898492758,0.018061905895497752,0.07810832318469148,0.0003262324445778165,0.05056910612506413,0.05100061012794545,0.010783794158304286,0.21234270521031912,0.1187826692673225,0.21324866078578744,0.08359993639939939,1.6531820078576358,0.023223298812947733,0.017744936555022243,-5.374204030405819e-10,0.035675006123456074
9632,18.8125,0.1875,abs_npsigma,8,0.21041242261939916,0.023092449565368028,0.9990909299156755,0.0045817742277036826,0.03015078911611695,2.0992655073649674e-05,0.05000040519445437,0.05138016527585139,3.342968126945074e-05,0.0006594889161576034,0.0003298532253518409,0.0006685882072243383,0.011518687381758744,0.23037188072700462,0.002199117420869102,0.004673650223744118,0.00018008064837232718,0.008935103400567081
9664,18.875,0.25,repsi2,2,-1.1769466654033944,0.8870098258590982,0.9053124486828323,0.289808192439181,0.30771342401196555,0.08398878840486536,0.05091953593141527,0.05002149569397591,0.04782045227252393,0.9474928381947496,0.9002245994883481,0.9391376295521316,0.2669241868117803,5.24207815191613,0.6635328120771808,0.25470272217956846,0.05010788200827321,0.556819892605049
9664,18.875,0.25,impsi2,2,-2.514715371599804e-11,0.05471297836754899,0.8372470421171941,0.09436471302291216,0.403426521045414,0.008904699063896567,0.05007106891873907,0.0500540410100684,0.006119662424799468,0.12224031372651209,0.06509901912374334,0.12221952830148565,0.052418375280124274,1.0468794937290968,0.0965512653869539,0.09424805171883156,4.160006821773616e-11,0.19828714506791473
9664,18.875,0.25,abs_npsigma,2,0.20683399773948613,0.021584287971018974,0.9748888900883914,0.02328101002113243,0.15846485386863735,0.0005420054276040687,0.05001216102356934,0.05096414330632014,0.008711188820905767,0.17253926807315748,0.0944147609077406,0.1741814119329982,0.1233285998219228,2.465972221512313,0.03655913467767716,0.022364604077543454,0.0041803474011936625,0.05230841128121076
9664,18.875,0.25,repsi2,4,-1.1769466654033944,0.8870098258590982,0.9845182600706178,0.11718555985597018,0.12442564016062854,0.01373245543875717,0.05091953593141527,0.05062061333189788,0.031119426724599487,0.6129482170427153,0.44190723415954214,0.6111490640157243,0.23614383918437554,4.637588203915355,0.2523598093072142,0.10513041411103935,-0.0012369814008100222,0.23522882256877004
9664,18.875,0.25,impsi2,4,-2.514715371599804e-11,0.05471297836754899,0.9130253990951941,0.06898289250119086,0.29491456543345895,0.004758639457830853,0.05007106891873907,0.05095357773670968,0.006119662424799468,0.12115186991291307,0.0644819919038893,0.12221952830148565,0.0937337914872099,1.8720149881228136,0.09438349637586,0.06737887210467777,1.2224945483882176e-10,0.14164984477681108
9664,18.875,0.25,abs_npsigma,4,0.20683399773948613,0.021584287971018974,0.9950800087904872,0.01030507191052083,0.07014264900552847,0.00010619450708100542,0.05001216102356934,0.050079879967733734,0.0,0.0,0.0,0.0,0.017058334654645804,0.3410837345462174,0.006018406688109741,0.010482282890807831,0.0006068524055793459,0.024697770317559438
9664,18.875,0.25,repsi2,6,-1.1769466654033944,0.8870098258590982,0.9960273293780733,0.059361585866204374,0.06302912518769951,0.0035237978765507547,0.05091953593141527,0.05114347516358588,0.007087096503475535,0.13887688453319885,0.07461993426392224,0.13918226813813292,0.12687469412506003,2.4916702755490654,0.09370241419539002,0.05693669650825683,0.0017702225138502836,0.12286092405294768
9664,18.875,0.25,impsi2,6,-2.514715371599804e-11,0.05471297836754899,0.977794540155949,0.03485580072368212,0.14901496516810311,0.0012149268440890392,0.05007106891873907,0.05137909052246184,0.006119662424799468,0.12064372216874314,0.06419417307502961,0.12221952830148565,0.09790481564499906,1.9553170675043896,0.048739790664471906,0.033966882494847375,5.3007043507890594e-11,0.07872510849228115
9664,18.875,0.25,abs_npsigma,6,0.20683399773948613,0.021584287971018974,0.9978421787232998,0.006824590524440876,0.04645235491016753,4.65750358262882e-05,0.05001216102356934,0.05028559030335533,0.0,0.0,0.0,0.0,0.011550095359355054,0.23094573645621544,0.0032796807694311877,0.006961373053691119,0.0002708364857584855,0.012918555207988583
9664,18.875,0.25,repsi2,8,-1.1769466654033944,0.8870098258590982,0.9987510805709667,0.03328368677383594,0.03534005417416961,0.0011078038052588215,0.05091953593141527,0.050359669701648714,0.0,0.0,0.0,0.0,0.04534552065273148,0.8905328735479529,0.03140916595556933,0.03338128238564438,0.00029189417423491903,0.06762873997986718
9664,18.875,0.25,impsi2,8,-2.514715371599804e-11,0.05471297836754899,0.9944880817797013,0.017365870618857585,0.07424229401290539,0.00030157346235090113,0.05007106891873907,0.051387391697286865,0.006119662424799468,0.12063385128539657,0.06418858367109802,0.12221952830148565,0.06942277827291717,1.3864848458814454,0.020448154818210933,0.017188073913820205,-3.272934523599392e-10,0.0321715175000112
9664,18.875,0.25,abs_npsigma,8,0.20683399773948613,0.021584287971018974,0.9991327668171296,0.004326500983138538,0.02944882311520158,1.8718610757098734e-05,0.05001216102356934,0.05019464612729652,0.0,0.0,0.0,0.0,0.010415824434079193,0.20826583416722394,0.0019744485518186435,0.004415746717493423,0.00016731055523977467,0.008553771508470226
9696,18.9375,0.3125,repsi2,2,-1.1507304196760983,0.8346723786562655,0.9039104706278076,0.2832018291696734,0.3099831114305945,0.08020327604504887,0.051568715037414725,0.05036997917160054,0.04687417169710199,0.9196541521513139,0.8512590241195809,0.9089652837596071,0.2729369972886965,5.292685634898448,0.6515295288744978,0.2479585804399551,0.05640451942335134,0.5679705062126719
9696,18.9375,0.3125,impsi2,2,-2.273103684379235e-11,0.055883384988611416,0.8508958691856303,0.09128221921980043,0.38614004041845973,0.008332443545691702,0.050054770481513744,0.05050956413491578,0.005981274014960704,0.11895418067994701,0.06323832171347411,0.11949458478028005,0.05386785338320997,1.0761782116872252,0.094695270177487,0.09109883145888363,4.773905372996756e-11,0.20107035854786823
9696,18.9375,0.3125,abs_npsigma,2,0.203594149753814,0.020314785577825508,0.974963788061234,0.02255227875885332,0.15822835377632546,0.0005086052772170267,0.050124154097019494,0.05008734268528715,0.010085702470885142,0.2012883310743219,0.11190694681741069,0.20121441753138458,0.12970064590980035,2.5875877258447875,0.03627755191060532,0.021586952678015473,0.004483894791792092,0.04992120040757156
9696,18.9375,0.3125,repsi2,4,-1.1507304196760983,0.8346723786562655,0.9840933484642744,0.11522518246364544,0.1261215744261288,0.013276842673780383,0.051568715037414725,0.05057580848026555,0.03374108032052703,0.6606537317624622,0.49326581738404707,0.6542936021587277,0.2297311154610238,4.454854368474115,0.24320033014951706,0.10384023116007808,0.001741449985851684,0.23548132381705345
9696,18.9375,0.3125,impsi2,4,-2.273103684379235e-11,0.055883384988611416,0.9219520410876295,0.06604229050748714,0.27937064790770433,0.004361584135475326,0.050054770481513744,0.051593100000752484,0.005981274014960704,0.11768616472893474,0.06252207390909773,0.11949458478028005,0.09257568351885767,1.8494877237135225,0.0898147889520722,0.06454729556150127,1.1801212716135526e-10,0.137723188283382
9696,18.9375,0.3125,abs_npsigma,4,0.203594149753814,0.020314785577825508,0.9954168208018866,0.009649160723836175,0.06769918166501966,9.310630267442266e-05,0.050124154097019494,0.05002803356257068,0.0,0.0,0.0,0.0,0.01675996614576614,0.3343690571480932,0.005579593770140591,0.009817160579343401,0.0005494231798152463,0.022062502370242633
9696,18.9375,0.3125,repsi2,6,-1.1507304196760983,0.8346723786562655,0.995653014485934,0.06023544420862027,0.0659316730719463,0.0036283087390098054,0.051568715037414725,0.050598010676507425,0.006996304564398968,0.136958574633964,0.07351343495062404,0.13566955390148713,0.11146011394922341,2.161390173642209,0.0885561452155408,0.05830256284116396,-0.0008152268132778362,0.1144606106820748
9696,18.9375,0.3125,impsi2,6,-2.273103684379235e-11,0.055883384988611416,0.980070566400007,0.033372506805353634,0.1411716458783171,0.0011137242104733746,0.050054770481513744,0.05141371406356382,0.005981274014960704,0.11789422187149176,0.06263953027588127,0.11949458478028005,0.09457534971364814,1.8894372864735594,0.04587278114652217,0.032581097105641804,-1.6404551751606593e-11,0.07043124746163448
9696,18.9375,0.3125,abs_npsigma,6,0.203594149753814,0.020314785577825508,0.997956277755198,0.00644342914788276,0.04520754632582944,4.151777918378516e-05,0.050124154097019494,0.05025053589400794,0.0,0.0,0.0,0.0,0.011087337033550054,0.22119748918035775,0.003030450216023652,0.006574498100749257,0.00017334061005702672,0.013633868023418438
9696,18.9375,0.3125,repsi2,8,-1.1507304196760983,0.8346723786562655,0.9983182125131975,0.03746653923174278,0.04100960237313235,0.001403741562003721,0.051568715037414725,0.051081298274264664,0.0035143707561049948,0.06847287482436466,0.035450123341207736,0.06814927914250352,0.03583575722076767,0.6949127430219602,0.031232641568492675,0.03777601605461936,0.0010159202209085727,0.06442606309882182
9696,18.9375,0.3125,impsi2,8,-2.273103684379235e-11,0.055883384988611416,0.9949831945859816,0.016743836727719858,0.07082941065700323,0.0002803560683645405,0.050054770481513744,0.05048224848999005,0.005981274014960704,0.11898650021950691,0.06325659025487705,0.11949458478028005,0.06846036826686391,1.3677091635481124,0.01958176610417209,0.0165808337800952,-3.113657686185485e-10,0.03564824132367886
9696,18.9375,0.3125,abs_npsigma,8,0.203594149753814,0.020314785577825508,0.9991698062567259,0.004106727149770975,0.02881308284918708,1.686520788266604e-05,0.050124154097019494,0.0513686338018422,0.0,0.0,0.0,0.0,0.01022747162363125,0.20404277753665673,0.0018550536003340433,0.004192085434998756,0.00014782621616554747,0.008025977999044578
9728,19.0,0.375,repsi2,2,-1.1300914093547945,0.7944807342943427,0.9017012548443185,0.2794574372449198,0.31352630695953004,0.07809645923149827,0.05108282606351464,0.05161357138591934,0.04948402558336568,0.9636954520771929,0.9299345969375957,0.9687018005197859,0.2690103148023735,5.266159598685774,0.6413021272421656,0.24527717926209572,0.03664649367643755,0.5543740960406297
9728,19.0,0.375,impsi2,2,-2.0098239443357472e-11,0.05703404343673348,0.8623018852587827,0.08861986378519714,0.37107696606124346,0.007853480257306896,0.050654683537421114,0.05149430130641174,0.002924251626503902,0.05725463901524912,0.029470995100576398,0.05772914609847701,0.02980410324439829,0.5883780366011078,0.06797657901277318,0.08958776226021502,5.128747560705442e-11,0.20413465075182585
9728,19.0,0.375,abs_npsigma,2,0.20056965231429869,0.019213184138079695,0.9750002417274131,0.02191631718831187,0.15811311859737304,0.00048032495909869436,0.05002539870556366,0.0500418885359301,0.008713287314157193,0.1741485665166339,0.09537937387621545,0.17417726873985173,0.13519000895073044,2.702427415849762,0.03602836851683999,0.02091086168331853,0.0037939201285981036,0.050417167022373054
