iteration,t_M,field,L,ell,m,part,coefficient
9536,18.625,repsi2,2,0,0,real,-1.8031143420505722
9536,18.625,repsi2,2,1,0,real,7.126210732621985e-10
9536,18.625,repsi2,2,1,1,cos,3.1017593074899543e-11
9536,18.625,repsi2,2,1,1,sin,9.795051834803253e-09
9536,18.625,repsi2,2,2,0,real,2.577279866784524
9536,18.625,repsi2,2,2,1,cos,3.2203059020541516e-09
9536,18.625,repsi2,2,2,1,sin,9.265946466809048e-09
9536,18.625,repsi2,2,2,2,cos,-2.3605159945705885
9536,18.625,repsi2,2,2,2,sin,-1.4691636348893875
9536,18.625,impsi2,2,0,0,real,-2.3555556100170947e-09
9536,18.625,impsi2,2,1,0,real,0.8534860059799823
9536,18.625,impsi2,2,1,1,cos,1.4034872076192854e-10
9536,18.625,impsi2,2,1,1,sin,3.312634186279405e-09
9536,18.625,impsi2,2,2,0,real,5.339250791984739e-09
9536,18.625,impsi2,2,2,1,cos,1.841223973429176e-09
9536,18.625,impsi2,2,2,1,sin,2.099567026627675e-09
9536,18.625,impsi2,2,2,2,cos,5.954028484767059e-09
9536,18.625,impsi2,2,2,2,sin,2.137713845934293e-09
9536,18.625,abs_npsigma,2,0,0,real,1.2497308765090591
9536,18.625,abs_npsigma,2,1,0,real,7.0206503943737175e-09
9536,18.625,abs_npsigma,2,1,1,cos,-3.496907209414755e-09
9536,18.625,abs_npsigma,2,1,1,sin,4.1067510371140895e-09
9536,18.625,abs_npsigma,2,2,0,real,0.5773274554887247
9536,18.625,abs_npsigma,2,2,1,cos,1.5648884627053253e-11
9536,18.625,abs_npsigma,2,2,1,sin,-1.6886513356326533e-08
9536,18.625,abs_npsigma,2,2,2,cos,-0.2128452113756091
9536,18.625,abs_npsigma,2,2,2,sin,-0.26920952411424376
9536,18.625,repsi2,4,0,0,real,-2.0591125270138493
9536,18.625,repsi2,4,1,0,real,-9.099636599785299e-10
9536,18.625,repsi2,4,1,1,cos,1.0331642463073306e-09
9536,18.625,repsi2,4,1,1,sin,1.4656574389794401e-08
9536,18.625,repsi2,4,2,0,real,2.106494372488853
9536,18.625,repsi2,4,2,1,cos,5.065131051519707e-09
9536,18.625,repsi2,4,2,1,sin,1.3157248675900541e-08
9536,18.625,repsi2,4,2,2,cos,-2.1657721270638315
9536,18.625,repsi2,4,2,2,sin,-1.149408292678465
9536,18.625,repsi2,4,3,0,real,1.0517429488771133e-08
9536,18.625,repsi2,4,3,1,cos,1.1248106028843965e-08
9536,18.625,repsi2,4,3,1,sin,-1.4074479176615314e-08
9536,18.625,repsi2,4,3,2,cos,1.9158485102826886e-08
9536,18.625,repsi2,4,3,2,sin,-2.24767136955502e-09
9536,18.625,repsi2,4,3,3,cos,1.275781665535431e-08
9536,18.625,repsi2,4,3,3,sin,-1.3054797457437605e-08
9536,18.625,repsi2,4,4,0,real,-0.5175164125475238
9536,18.625,repsi2,4,4,1,cos,8.873156507719489e-09
9536,18.625,repsi2,4,4,1,sin,-2.5924734788458654e-08
9536,18.625,repsi2,4,4,2,cos,0.5745527834472856
9536,18.625,repsi2,4,4,2,sin,0.3000001128832978
9536,18.625,repsi2,4,4,3,cos,1.7526232742855603e-08
9536,18.625,repsi2,4,4,3,sin,-2.5278292837236915e-08
9536,18.625,repsi2,4,4,4,cos,-0.00871403926607253
9536,18.625,repsi2,4,4,4,sin,-0.5083357814682874
9536,18.625,impsi2,4,0,0,real,-4.891327462738046e-09
9536,18.625,impsi2,4,1,0,real,0.8012999824748881
9536,18.625,impsi2,4,1,1,cos,-5.448019185598906e-10
9536,18.625,impsi2,4,1,1,sin,8.157856372545257e-09
9536,18.625,impsi2,4,2,0,real,4.438308061942657e-09
9536,18.625,impsi2,4,2,1,cos,8.322839747560378e-10
9536,18.625,impsi2,4,2,1,sin,7.852916435560186e-09
9536,18.625,impsi2,4,2,2,cos,9.413390976074115e-09
9536,18.625,impsi2,4,2,2,sin,5.813899997908063e-09
9536,18.625,impsi2,4,3,0,real,-0.08551929109005194
9536,18.625,impsi2,4,3,1,cos,4.503494822819362e-09
9536,18.625,impsi2,4,3,1,sin,-5.2440504553107e-09
9536,18.625,impsi2,4,3,2,cos,0.09065814876214051
9536,18.625,impsi2,4,3,2,sin,-0.25298653914963143
9536,18.625,impsi2,4,3,3,cos,6.685379095914856e-09
9536,18.625,impsi2,4,3,3,sin,-5.760644503152937e-09
9536,18.625,impsi2,4,4,0,real,-1.0902109785641238e-09
9536,18.625,impsi2,4,4,1,cos,4.457080456403098e-09
9536,18.625,impsi2,4,4,1,sin,-1.2388224054629638e-08
9536,18.625,impsi2,4,4,2,cos,4.156916184113984e-09
9536,18.625,impsi2,4,4,2,sin,-5.891165280131272e-09
9536,18.625,impsi2,4,4,3,cos,9.857366278840589e-09
9536,18.625,impsi2,4,4,3,sin,-1.1073533859738195e-08
9536,18.625,impsi2,4,4,4,cos,-4.0939632923547015e-11
9536,18.625,impsi2,4,4,4,sin,-9.98439327663699e-09
9536,18.625,abs_npsigma,4,0,0,real,1.2373181575881227
9536,18.625,abs_npsigma,4,1,0,real,1.831105733707261e-08
9536,18.625,abs_npsigma,4,1,1,cos,-6.456707871812551e-09
9536,18.625,abs_npsigma,4,1,1,sin,-1.8561812920671809e-09
9536,18.625,abs_npsigma,4,2,0,real,0.5613918622373357
9536,18.625,abs_npsigma,4,2,1,cos,4.6327800993402914e-09
9536,18.625,abs_npsigma,4,2,1,sin,-3.3449871276780893e-08
9536,18.625,abs_npsigma,4,2,2,cos,-0.18556004768124967
9536,18.625,abs_npsigma,4,2,2,sin,-0.2971930436864567
9536,18.625,abs_npsigma,4,3,0,real,1.5290763763576145e-09
9536,18.625,abs_npsigma,4,3,1,cos,1.0984734868923837e-08
9536,18.625,abs_npsigma,4,3,1,sin,-4.860115233993035e-08
9536,18.625,abs_npsigma,4,3,2,cos,-1.7706372587657452e-08
9536,18.625,abs_npsigma,4,3,2,sin,-2.8587083990120836e-09
9536,18.625,abs_npsigma,4,3,3,cos,1.501597378997383e-08
9536,18.625,abs_npsigma,4,3,3,sin,-9.273603339084288e-10
9536,18.625,abs_npsigma,4,4,0,real,-0.05685639313970944
9536,18.625,abs_npsigma,4,4,1,cos,1.0131146312369707e-08
9536,18.625,abs_npsigma,4,4,1,sin,-3.463151017743975e-08
9536,18.625,abs_npsigma,4,4,2,cos,-0.014951042090631615
9536,18.625,abs_npsigma,4,4,2,sin,0.002886364676436655
9536,18.625,abs_npsigma,4,4,3,cos,-5.443430724098876e-09
9536,18.625,abs_npsigma,4,4,3,sin,1.2662876264668055e-08
9536,18.625,abs_npsigma,4,4,4,cos,-0.06388699775549742
9536,18.625,abs_npsigma,4,4,4,sin,0.0381373337153922
9536,18.625,repsi2,6,0,0,real,-2.0441694676847972
9536,18.625,repsi2,6,1,0,real,-3.344340360200704e-09
9536,18.625,repsi2,6,1,1,cos,-2.8307796050306613e-09
9536,18.625,repsi2,6,1,1,sin,1.5870868070611675e-08
9536,18.625,repsi2,6,2,0,real,2.1654136262765333
9536,18.625,repsi2,6,2,1,cos,1.069661691956274e-09
9536,18.625,repsi2,6,2,1,sin,1.3248947556766305e-08
9536,18.625,repsi2,6,2,2,cos,-2.230256014186401
9536,18.625,repsi2,6,2,2,sin,-1.1986773116270706
9536,18.625,repsi2,6,3,0,real,1.1553075363352072e-08
9536,18.625,repsi2,6,3,1,cos,1.1539866500556676e-08
9536,18.625,repsi2,6,3,1,sin,-6.349404139820843e-09
9536,18.625,repsi2,6,3,2,cos,2.5320635514423635e-08
9536,18.625,repsi2,6,3,2,sin,7.115397313427121e-09
9536,18.625,repsi2,6,3,3,cos,2.427383277690514e-08
9536,18.625,repsi2,6,3,3,sin,-1.0639863608111422e-08
9536,18.625,repsi2,6,4,0,real,-0.40093903097127864
9536,18.625,repsi2,6,4,1,cos,1.0767400401306432e-08
9536,18.625,repsi2,6,4,1,sin,-2.021984697076882e-08
9536,18.625,repsi2,6,4,2,cos,0.40373150792561047
9536,18.625,repsi2,6,4,2,sin,0.3060688103508323
9536,18.625,repsi2,6,4,3,cos,3.356438213053125e-08
9536,18.625,repsi2,6,4,3,sin,-2.0863947344865805e-08
9536,18.625,repsi2,6,4,4,cos,0.056807479860285295
9536,18.625,repsi2,6,4,4,sin,-0.3485790654678177
9536,18.625,repsi2,6,5,0,real,-2.441633640891187e-08
9536,18.625,repsi2,6,5,1,cos,-4.734889320605441e-09
9536,18.625,repsi2,6,5,1,sin,-1.2518697371022959e-08
9536,18.625,repsi2,6,5,2,cos,-1.4942960622808378e-08
9536,18.625,repsi2,6,5,2,sin,-2.8117610370076426e-08
9536,18.625,repsi2,6,5,3,cos,7.781863701741003e-10
9536,18.625,repsi2,6,5,3,sin,-2.66222951045097e-08
9536,18.625,repsi2,6,5,4,cos,-6.73286802493405e-09
9536,18.625,repsi2,6,5,4,sin,-3.727597688630653e-08
9536,18.625,repsi2,6,5,5,cos,-1.6726226015180044e-08
9536,18.625,repsi2,6,5,5,sin,-1.4516594567426339e-08
9536,18.625,repsi2,6,6,0,real,0.1524389428550785
9536,18.625,repsi2,6,6,1,cos,-2.191300452018786e-08
9536,18.625,repsi2,6,6,1,sin,1.9138430869185635e-08
9536,18.625,repsi2,6,6,2,cos,-0.24171783872639052
9536,18.625,repsi2,6,6,2,sin,0.029902855487647255
9536,18.625,repsi2,6,6,3,cos,-2.8552614903099822e-08
9536,18.625,repsi2,6,6,3,sin,-1.505690087997732e-08
9536,18.625,repsi2,6,6,4,cos,0.18416119586231933
9536,18.625,repsi2,6,6,4,sin,0.10039697047956399
9536,18.625,repsi2,6,6,5,cos,-3.7428327652284976e-08
9536,18.625,repsi2,6,6,5,sin,-2.509950051899761e-08
9536,18.625,repsi2,6,6,6,cos,0.0031928507845640193
9536,18.625,repsi2,6,6,6,sin,-0.2680006540770957
9536,18.625,impsi2,6,0,0,real,-3.5906368532702355e-09
9536,18.625,impsi2,6,1,0,real,0.8578808849899735
9536,18.625,impsi2,6,1,1,cos,-1.6502591128069663e-09
9536,18.625,impsi2,6,1,1,sin,7.2622431341383234e-09
9536,18.625,impsi2,6,2,0,real,3.913500822328352e-09
9536,18.625,impsi2,6,2,1,cos,6.451543461385972e-11
9536,18.625,impsi2,6,2,1,sin,6.094193824258198e-09
9536,18.625,impsi2,6,2,2,cos,7.2601406173325146e-09
9536,18.625,impsi2,6,2,2,sin,7.017860569038471e-09
9536,18.625,impsi2,6,3,0,real,0.010230867222545193
9536,18.625,impsi2,6,3,1,cos,5.03871151718421e-09
9536,18.625,impsi2,6,3,1,sin,-2.809210646848436e-09
9536,18.625,impsi2,6,3,2,cos,-0.0378274847456106
9536,18.625,impsi2,6,3,2,sin,-0.2046663842539484
9536,18.625,impsi2,6,3,3,cos,1.0997736300043949e-08
9536,18.625,impsi2,6,3,3,sin,-4.203081915925452e-09
9536,18.625,impsi2,6,4,0,real,-8.351781353688675e-10
9536,18.625,impsi2,6,4,1,cos,5.149124108724083e-09
9536,18.625,impsi2,6,4,1,sin,-9.231834815700531e-09
9536,18.625,impsi2,6,4,2,cos,6.205048537763183e-09
9536,18.625,impsi2,6,4,2,sin,-4.551326152147299e-09
9536,18.625,impsi2,6,4,3,cos,1.5140478696487626e-08
9536,18.625,impsi2,6,4,3,sin,-8.428590765163311e-09
9536,18.625,impsi2,6,4,4,cos,4.581133791112874e-09
9536,18.625,impsi2,6,4,4,sin,-1.2766787377699606e-08
9536,18.625,impsi2,6,5,0,real,0.12416123444901177
9536,18.625,impsi2,6,5,1,cos,-1.6268600932555042e-09
9536,18.625,impsi2,6,5,1,sin,-6.001922233864001e-09
9536,18.625,impsi2,6,5,2,cos,-0.1778685926183524
9536,18.625,impsi2,6,5,2,sin,0.030946178356537582
9536,18.625,impsi2,6,5,3,cos,7.490074037069486e-10
9536,18.625,impsi2,6,5,3,sin,-1.1383946733636907e-08
9536,18.625,impsi2,6,5,4,cos,0.15976366074669918
9536,18.625,impsi2,6,5,4,sin,-0.0257029106042752
9536,18.625,impsi2,6,5,5,cos,-7.0988676025154186e-09
9536,18.625,impsi2,6,5,5,sin,-6.6767622661028585e-09
9536,18.625,impsi2,6,6,0,real,-9.75350309100451e-09
9536,18.625,impsi2,6,6,1,cos,-9.632786141537184e-09
9536,18.625,impsi2,6,6,1,sin,8.442855208681611e-09
9536,18.625,impsi2,6,6,2,cos,-1.1428170078627757e-08
9536,18.625,impsi2,6,6,2,sin,-7.281785290266267e-09
9536,18.625,impsi2,6,6,3,cos,-1.2749645086080022e-08
9536,18.625,impsi2,6,6,3,sin,-6.741245878429424e-09
9536,18.625,impsi2,6,6,4,cos,-8.413452712590783e-09
9536,18.625,impsi2,6,6,4,sin,-1.4619263138004467e-08
9536,18.625,impsi2,6,6,5,cos,-1.592750939068444e-08
9536,18.625,impsi2,6,6,5,sin,-1.1625409498196721e-08
9536,18.625,impsi2,6,6,6,cos,-1.0181310094561542e-08
9536,18.625,impsi2,6,6,6,sin,5.80467524905793e-10
9536,18.625,abs_npsigma,6,0,0,real,1.2362314130071073
9536,18.625,abs_npsigma,6,1,0,real,2.3796021708655246e-08
9536,18.625,abs_npsigma,6,1,1,cos,-4.275518390267002e-09
9536,18.625,abs_npsigma,6,1,1,sin,-8.470063194347583e-09
9536,18.625,abs_npsigma,6,2,0,real,0.5573911612006462
9536,18.625,abs_npsigma,6,2,1,cos,1.2249918050089602e-08
9536,18.625,abs_npsigma,6,2,1,sin,-3.798225528370758e-08
9536,18.625,abs_npsigma,6,2,2,cos,-0.18104838082957347
9536,18.625,abs_npsigma,6,2,2,sin,-0.29038164439539826
9536,18.625,abs_npsigma,6,3,0,real,-2.7838508752026855e-10
9536,18.625,abs_npsigma,6,3,1,cos,2.5160027745899947e-08
9536,18.625,abs_npsigma,6,3,1,sin,-6.189183235722653e-08
9536,18.625,abs_npsigma,6,3,2,cos,-3.337388651971397e-08
9536,18.625,abs_npsigma,6,3,2,sin,-1.64667730307571e-08
9536,18.625,abs_npsigma,6,3,3,cos,1.4346947383829801e-08
9536,18.625,abs_npsigma,6,3,3,sin,1.335915300101944e-08
9536,18.625,abs_npsigma,6,4,0,real,-0.060181274659226916
9536,18.625,abs_npsigma,6,4,1,cos,1.97524405775853e-08
9536,18.625,abs_npsigma,6,4,1,sin,-3.526792133803008e-08
9536,18.625,abs_npsigma,6,4,2,cos,-0.0033849941327055936
9536,18.625,abs_npsigma,6,4,2,sin,0.017787893170874324
9536,18.625,abs_npsigma,6,4,3,cos,-2.820903316059736e-08
9536,18.625,abs_npsigma,6,4,3,sin,2.4921822088379536e-08
9536,18.625,abs_npsigma,6,4,4,cos,-0.06859965397543043
9536,18.625,abs_npsigma,6,4,4,sin,0.023405841538112676
9536,18.625,abs_npsigma,6,5,0,real,-6.108538970522399e-08
9536,18.625,abs_npsigma,6,5,1,cos,-1.683314686965638e-08
9536,18.625,abs_npsigma,6,5,1,sin,4.2973608487108073e-08
9536,18.625,abs_npsigma,6,5,2,cos,-6.127490008528861e-08
9536,18.625,abs_npsigma,6,5,2,sin,-4.7549172503990916e-08
9536,18.625,abs_npsigma,6,5,3,cos,-6.921196660741298e-08
9536,18.625,abs_npsigma,6,5,3,sin,3.438031058923585e-08
9536,18.625,abs_npsigma,6,5,4,cos,8.347546028549271e-09
9536,18.625,abs_npsigma,6,5,4,sin,3.4412074512936707e-09
9536,18.625,abs_npsigma,6,5,5,cos,-1.1578277396400623e-08
9536,18.625,abs_npsigma,6,5,5,sin,-2.245086485547734e-08
9536,18.625,abs_npsigma,6,6,0,real,0.005779362593051343
9536,18.625,abs_npsigma,6,6,1,cos,-4.2557493095121605e-08
9536,18.625,abs_npsigma,6,6,1,sin,1.1226713863506367e-07
9536,18.625,abs_npsigma,6,6,2,cos,0.022800760981719456
9536,18.625,abs_npsigma,6,6,2,sin,0.006477314935084981
9536,18.625,abs_npsigma,6,6,3,cos,-1.0990213219021707e-07
9536,18.625,abs_npsigma,6,6,3,sin,4.428960237699486e-08
9536,18.625,abs_npsigma,6,6,4,cos,-0.004067428806350501
9536,18.625,abs_npsigma,6,6,4,sin,-0.03481528248497735
9536,18.625,abs_npsigma,6,6,5,cos,5.94221968572755e-10
9536,18.625,abs_npsigma,6,6,5,sin,-1.323763491296094e-08
9536,18.625,abs_npsigma,6,6,6,cos,0.0015572455214090816
9536,18.625,abs_npsigma,6,6,6,sin,0.019094418767269035
9536,18.625,repsi2,8,0,0,real,-2.041088109889652
9536,18.625,repsi2,8,1,0,real,-4.7525290369776485e-09
9536,18.625,repsi2,8,1,1,cos,-5.135336798162138e-09
9536,18.625,repsi2,8,1,1,sin,1.718029696284873e-08
9536,18.625,repsi2,8,2,0,real,2.1602036228742088
9536,18.625,repsi2,8,2,1,cos,-1.1820070477952527e-09
9536,18.625,repsi2,8,2,1,sin,1.523264725467044e-08
9536,18.625,repsi2,8,2,2,cos,-2.2254046299814476
9536,18.625,repsi2,8,2,2,sin,-1.1926322041565591
9536,18.625,repsi2,8,3,0,real,1.2763949785998818e-08
9536,18.625,repsi2,8,3,1,cos,8.529520659217305e-09
9536,18.625,repsi2,8,3,1,sin,-4.328290059696371e-09
9536,18.625,repsi2,8,3,2,cos,2.352342912820271e-08
9536,18.625,repsi2,8,3,2,sin,1.6054966828216166e-08
9536,18.625,repsi2,8,3,3,cos,2.958652581264154e-08
9536,18.625,repsi2,8,3,3,sin,-4.895505084645535e-09
9536,18.625,repsi2,8,4,0,real,-0.4257076828665467
9536,18.625,repsi2,8,4,1,cos,1.1128513624503178e-08
9536,18.625,repsi2,8,4,1,sin,-2.091537108089847e-08
9536,18.625,repsi2,8,4,2,cos,0.4495016525771851
9536,18.625,repsi2,8,4,2,sin,0.3007388155952467
9536,18.625,repsi2,8,4,3,cos,3.99386371960353e-08
9536,18.625,repsi2,8,4,3,sin,-1.2340375932923253e-08
9536,18.625,repsi2,8,4,4,cos,0.04737719086607799
9536,18.625,repsi2,8,4,4,sin,-0.3874413410151182
9536,18.625,repsi2,8,5,0,real,-1.6783054929662847e-08
9536,18.625,repsi2,8,5,1,cos,-9.746748130812222e-10
9536,18.625,repsi2,8,5,1,sin,-1.4167980410401126e-08
9536,18.625,repsi2,8,5,2,cos,-6.737639991066802e-09
9536,18.625,repsi2,8,5,2,sin,-2.607733916196002e-08
9536,18.625,repsi2,8,5,3,cos,1.8272837321023725e-08
9536,18.625,repsi2,8,5,3,sin,-2.5344733487050672e-08
9536,18.625,repsi2,8,5,4,cos,1.2904624941117299e-08
9536,18.625,repsi2,8,5,4,sin,-5.335923248606447e-08
9536,18.625,repsi2,8,5,5,cos,-1.7259600254646706e-08
9536,18.625,repsi2,8,5,5,sin,-3.08193346049211e-08
9536,18.625,repsi2,8,6,0,real,0.11421124181349906
9536,18.625,repsi2,8,6,1,cos,-1.6925609828185445e-08
9536,18.625,repsi2,8,6,1,sin,1.0888262040413803e-08
9536,18.625,repsi2,8,6,2,cos,-0.1355791863121974
9536,18.625,repsi2,8,6,2,sin,-0.02208537489965059
9536,18.625,repsi2,8,6,3,cos,-1.852291681451665e-08
9536,18.625,repsi2,8,6,3,sin,-1.9055030204542453e-08
9536,18.625,repsi2,8,6,4,cos,0.09032980247686143
9536,18.625,repsi2,8,6,4,sin,0.05886073554097808
9536,18.625,repsi2,8,6,5,cos,-3.601817785345296e-08
9536,18.625,repsi2,8,6,5,sin,-5.478640757359231e-08
9536,18.625,repsi2,8,6,6,cos,-0.027475517481592472
9536,18.625,repsi2,8,6,6,sin,-0.1794226506147145
9536,18.625,repsi2,8,7,0,real,4.358481723101826e-09
9536,18.625,repsi2,8,7,1,cos,-2.2439887922170217e-08
9536,18.625,repsi2,8,7,1,sin,3.696943061480117e-08
9536,18.625,repsi2,8,7,2,cos,-1.6219920417740764e-08
9536,18.625,repsi2,8,7,2,sin,1.8187810767438667e-08
9536,18.625,repsi2,8,7,3,cos,-4.167736633884983e-08
9536,18.625,repsi2,8,7,3,sin,8.740395866378876e-09
9536,18.625,repsi2,8,7,4,cos,-3.279235474248953e-08
9536,18.625,repsi2,8,7,4,sin,-2.9270861444299218e-09
9536,18.625,repsi2,8,7,5,cos,-5.084097125674508e-08
9536,18.625,repsi2,8,7,5,sin,-1.9839715406665993e-08
9536,18.625,repsi2,8,7,6,cos,-5.201646591321968e-08
9536,18.625,repsi2,8,7,6,sin,9.610823410765093e-09
9536,18.625,repsi2,8,7,7,cos,-1.5633551835470688e-08
9536,18.625,repsi2,8,7,7,sin,1.9249219572578698e-08
9536,18.625,repsi2,8,8,0,real,-0.045185414123171196
9536,18.625,repsi2,8,8,1,cos,-5.014120113035203e-10
9536,18.625,repsi2,8,8,1,sin,2.0019462048525985e-08
9536,18.625,repsi2,8,8,2,cos,0.13342622427237996
9536,18.625,repsi2,8,8,2,sin,-0.07945890799147495
9536,18.625,repsi2,8,8,3,cos,-1.6796911737806258e-08
9536,18.625,repsi2,8,8,3,sin,3.0509519721808737e-08
9536,18.625,repsi2,8,8,4,cos,-0.18383562406891657
9536,18.625,repsi2,8,8,4,sin,-0.004113083107245532
9536,18.625,repsi2,8,8,5,cos,-3.8870912760910134e-08
9536,18.625,repsi2,8,8,5,sin,1.2711441039841252e-08
9536,18.625,repsi2,8,8,6,cos,0.05785155105698746
9536,18.625,repsi2,8,8,6,sin,0.11935329342387556
9536,18.625,repsi2,8,8,7,cos,-3.196871691847625e-08
9536,18.625,repsi2,8,8,7,sin,4.725891131614158e-08
9536,18.625,repsi2,8,8,8,cos,0.09886643097490107
9536,18.625,repsi2,8,8,8,sin,-0.11103511210549566
9536,18.625,impsi2,8,0,0,real,-4.795380115360257e-09
9536,18.625,impsi2,8,1,0,real,0.8554819660194235
9536,18.625,impsi2,8,1,1,cos,-3.095842201691295e-09
9536,18.625,impsi2,8,1,1,sin,8.194536228214515e-09
9536,18.625,impsi2,8,2,0,real,4.252901544512748e-09
9536,18.625,impsi2,8,2,1,cos,-1.398000410462621e-09
9536,18.625,impsi2,8,2,1,sin,7.344119345878715e-09
9536,18.625,impsi2,8,2,2,cos,7.02879350254703e-09
9536,18.625,impsi2,8,2,2,sin,8.549111616573712e-09
9536,18.625,impsi2,8,3,0,real,-0.010334891085595606
9536,18.625,impsi2,8,3,1,cos,3.6819867680078586e-09
9536,18.625,impsi2,8,3,1,sin,-1.9193549725829426e-09
9536,18.625,impsi2,8,3,2,cos,-0.013557106960081769
9536,18.625,impsi2,8,3,2,sin,-0.21033299249636409
9536,18.625,impsi2,8,3,3,cos,1.3464762447344972e-08
9536,18.625,impsi2,8,3,3,sin,-1.1227438502253056e-09
9536,18.625,impsi2,8,4,0,real,3.197948705773259e-10
9536,18.625,impsi2,8,4,1,cos,5.715648186487661e-09
9536,18.625,impsi2,8,4,1,sin,-9.861771447204626e-09
9536,18.625,impsi2,8,4,2,cos,5.386298271986556e-09
9536,18.625,impsi2,8,4,2,sin,-1.5781793905565722e-09
9536,18.625,impsi2,8,4,3,cos,1.8125442993732754e-08
9536,18.625,impsi2,8,4,3,sin,-3.960835465166568e-09
9536,18.625,impsi2,8,4,4,cos,8.64154306445819e-09
9536,18.625,impsi2,8,4,4,sin,-1.242496101838686e-08
9536,18.625,impsi2,8,5,0,real,0.07808226724697065
9536,18.625,impsi2,8,5,1,cos,4.600414979516465e-10
9536,18.625,impsi2,8,5,1,sin,-6.850119079609973e-09
9536,18.625,impsi2,8,5,2,cos,-0.11663700826612429
9536,18.625,impsi2,8,5,2,sin,0.02608854438102523
9536,18.625,impsi2,8,5,3,cos,8.379213933817908e-09
9536,18.625,impsi2,8,5,3,sin,-1.0111182530136986e-08
9536,18.625,impsi2,8,5,4,cos,0.11849541381256307
9536,18.625,impsi2,8,5,4,sin,-0.017070651980204438
9536,18.625,impsi2,8,5,5,cos,-6.591475408025682e-09
9536,18.625,impsi2,8,5,5,sin,-1.4072283767083138e-08
9536,18.625,impsi2,8,6,0,real,-7.806253532471885e-09
9536,18.625,impsi2,8,6,1,cos,-7.488937400768059e-09
9536,18.625,impsi2,8,6,1,sin,4.975619732200398e-09
9536,18.625,impsi2,8,6,2,cos,-8.889752114993321e-09
9536,18.625,impsi2,8,6,2,sin,-9.639584075404883e-09
9536,18.625,impsi2,8,6,3,cos,-8.574281923356963e-09
9536,18.625,impsi2,8,6,3,sin,-8.704894735589441e-09
9536,18.625,impsi2,8,6,4,cos,5.345375531096153e-10
9536,18.625,impsi2,8,6,4,sin,-2.0796752597807e-08
9536,18.625,impsi2,8,6,5,cos,-1.3935325143821231e-08
9536,18.625,impsi2,8,6,5,sin,-2.4863819322873404e-08
9536,18.625,impsi2,8,6,6,cos,-1.5401805747439212e-08
9536,18.625,impsi2,8,6,6,sin,-4.858192625967206e-09
9536,18.625,impsi2,8,7,0,real,-0.06265492160046185
9536,18.625,impsi2,8,7,1,cos,-1.0721028171137292e-08
9536,18.625,impsi2,8,7,1,sin,1.7124445260462487e-08
9536,18.625,impsi2,8,7,2,cos,0.08656959700530195
9536,18.625,impsi2,8,7,2,sin,0.0010187114377844392
9536,18.625,impsi2,8,7,3,cos,-1.9396246785791105e-08
9536,18.625,impsi2,8,7,3,sin,2.8073743308341947e-09
9536,18.625,impsi2,8,7,4,cos,-0.07663752570709378
9536,18.625,impsi2,8,7,4,sin,-0.0016893517278172288
9536,18.625,impsi2,8,7,5,cos,-2.1165482116947132e-08
9536,18.625,impsi2,8,7,5,sin,-9.91689646373528e-09
9536,18.625,impsi2,8,7,6,cos,0.05079643216164498
9536,18.625,impsi2,8,7,6,sin,-0.0018210453391145215
9536,18.625,impsi2,8,7,7,cos,-7.352660098824959e-09
9536,18.625,impsi2,8,7,7,sin,7.94119457692144e-09
9536,18.625,impsi2,8,8,0,real,1.4299981154070052e-08
9536,18.625,impsi2,8,8,1,cos,-1.161193835530483e-09
9536,18.625,impsi2,8,8,1,sin,9.668656786657182e-09
9536,18.625,impsi2,8,8,2,cos,4.224262066011841e-09
9536,18.625,impsi2,8,8,2,sin,2.073094726440239e-08
9536,18.625,impsi2,8,8,3,cos,-8.13504351382388e-09
9536,18.625,impsi2,8,8,3,sin,1.2485113810856152e-08
9536,18.625,impsi2,8,8,4,cos,-1.4089670402617216e-08
9536,18.625,impsi2,8,8,4,sin,1.63960289512044e-08
9536,18.625,impsi2,8,8,5,cos,-1.660769395617212e-08
9536,18.625,impsi2,8,8,5,sin,5.271938857687175e-09
9536,18.625,impsi2,8,8,6,cos,-2.754276390293242e-08
9536,18.625,impsi2,8,8,6,sin,8.93248841560279e-09
9536,18.625,impsi2,8,8,7,cos,-1.5123371097103266e-08
9536,18.625,impsi2,8,8,7,sin,1.957505616628774e-08
9536,18.625,impsi2,8,8,8,cos,6.11284550755542e-10
9536,18.625,impsi2,8,8,8,sin,1.075417607743212e-08
9536,18.625,abs_npsigma,8,0,0,real,1.236000186983742
9536,18.625,abs_npsigma,8,1,0,real,2.3961637785063772e-08
9536,18.625,abs_npsigma,8,1,1,cos,-2.08711720128818e-09
9536,18.625,abs_npsigma,8,1,1,sin,-8.973240088472334e-09
9536,18.625,abs_npsigma,8,2,0,real,0.5576461489336779
9536,18.625,abs_npsigma,8,2,1,cos,1.4056415323371318e-08
9536,18.625,abs_npsigma,8,2,1,sin,-3.774345765095166e-08
9536,18.625,abs_npsigma,8,2,2,cos,-0.18163275002493734
9536,18.625,abs_npsigma,8,2,2,sin,-0.29088722897812896
9536,18.625,abs_npsigma,8,3,0,real,-2.0722767946068643e-09
9536,18.625,abs_npsigma,8,3,1,cos,3.2593437074290854e-08
9536,18.625,abs_npsigma,8,3,1,sin,-6.068446771478886e-08
9536,18.625,abs_npsigma,8,3,2,cos,-3.3954417805182047e-08
9536,18.625,abs_npsigma,8,3,2,sin,-2.885231914495634e-08
