iteration,t_M,field,L,ell,m,part,coefficient
9760,19.0625,impsi2,8,2,1,cos,1.0225567572718428e-10
9760,19.0625,impsi2,8,2,1,sin,5.000285400795869e-10
9760,19.0625,impsi2,8,2,2,cos,7.133898314158818e-10
9760,19.0625,impsi2,8,2,2,sin,9.44303143099954e-10
9760,19.0625,impsi2,8,3,0,real,-0.06145787662895746
9760,19.0625,impsi2,8,3,1,cos,8.64038266897347e-10
9760,19.0625,impsi2,8,3,1,sin,-6.980571270519666e-10
9760,19.0625,impsi2,8,3,2,cos,0.0870945719382413
9760,19.0625,impsi2,8,3,2,sin,-0.11963244876563642
9760,19.0625,impsi2,8,3,3,cos,1.454777038925896e-09
9760,19.0625,impsi2,8,3,3,sin,2.5165246949297478e-11
9760,19.0625,impsi2,8,4,0,real,-4.680029398592965e-10
9760,19.0625,impsi2,8,4,1,cos,9.203143098675867e-10
9760,19.0625,impsi2,8,4,1,sin,-1.342550439310114e-09
9760,19.0625,impsi2,8,4,2,cos,5.303119107041843e-10
9760,19.0625,impsi2,8,4,2,sin,-9.772829108467551e-10
9760,19.0625,impsi2,8,4,3,cos,1.7058164741845516e-09
9760,19.0625,impsi2,8,4,3,sin,-4.809555947948851e-10
9760,19.0625,impsi2,8,4,4,cos,1.1092072677021392e-09
9760,19.0625,impsi2,8,4,4,sin,-1.2242714342303174e-09
9760,19.0625,impsi2,8,5,0,real,0.06232106944694222
9760,19.0625,impsi2,8,5,1,cos,-2.3028148138370952e-10
9760,19.0625,impsi2,8,5,1,sin,-3.847202556528373e-10
9760,19.0625,impsi2,8,5,2,cos,-0.09032741767995812
9760,19.0625,impsi2,8,5,2,sin,0.004783702614696319
9760,19.0625,impsi2,8,5,3,cos,2.1264941196807996e-10
9760,19.0625,impsi2,8,5,3,sin,-1.4086844091383555e-09
9760,19.0625,impsi2,8,5,4,cos,0.08003149000778012
9760,19.0625,impsi2,8,5,4,sin,0.020042631009833806
9760,19.0625,impsi2,8,5,5,cos,-3.2662207660738574e-10
9760,19.0625,impsi2,8,5,5,sin,-1.6873186181598498e-09
9760,19.0625,impsi2,8,6,0,real,-1.0035001302144408e-09
9760,19.0625,impsi2,8,6,1,cos,-1.6213867054526432e-09
9760,19.0625,impsi2,8,6,1,sin,1.4151519594834613e-09
9760,19.0625,impsi2,8,6,2,cos,-8.858309086257066e-10
9760,19.0625,impsi2,8,6,2,sin,-1.006168440231825e-09
9760,19.0625,impsi2,8,6,3,cos,-1.7521459561020691e-09
9760,19.0625,impsi2,8,6,3,sin,-1.610086912753883e-09
9760,19.0625,impsi2,8,6,4,cos,-5.347748355255533e-10
9760,19.0625,impsi2,8,6,4,sin,-1.8803115939269865e-09
9760,19.0625,impsi2,8,6,5,cos,-1.0349080065141791e-09
9760,19.0625,impsi2,8,6,5,sin,-2.6485830681433065e-09
9760,19.0625,impsi2,8,6,6,cos,-1.5145750764666843e-09
9760,19.0625,impsi2,8,6,6,sin,-9.576589798943047e-10
9760,19.0625,impsi2,8,7,0,real,-0.035364353479749006
9760,19.0625,impsi2,8,7,1,cos,-1.741813387967639e-09
9760,19.0625,impsi2,8,7,1,sin,2.4514090150168366e-09
9760,19.0625,impsi2,8,7,2,cos,0.051662522949533746
9760,19.0625,impsi2,8,7,2,sin,0.009967771725111
9760,19.0625,impsi2,8,7,3,cos,-2.447244504266699e-09
9760,19.0625,impsi2,8,7,3,sin,-1.8948842495092322e-10
9760,19.0625,impsi2,8,7,4,cos,-0.04820097380637081
9760,19.0625,impsi2,8,7,4,sin,-0.020656804210740884
9760,19.0625,impsi2,8,7,5,cos,-2.0063729878894154e-09
9760,19.0625,impsi2,8,7,5,sin,-1.0454072330023934e-09
9760,19.0625,impsi2,8,7,6,cos,0.031779289360772234
9760,19.0625,impsi2,8,7,6,sin,0.021296005410742447
9760,19.0625,impsi2,8,7,7,cos,-1.1601410717515526e-09
9760,19.0625,impsi2,8,7,7,sin,5.635394512149006e-10
9760,19.0625,impsi2,8,8,0,real,2.5600073727538586e-09
9760,19.0625,impsi2,8,8,1,cos,9.205069692597156e-11
9760,19.0625,impsi2,8,8,1,sin,6.690146717863721e-10
9760,19.0625,impsi2,8,8,2,cos,6.040884528712986e-10
9760,19.0625,impsi2,8,8,2,sin,3.511580498605227e-09
9760,19.0625,impsi2,8,8,3,cos,-2.751901692632508e-10
9760,19.0625,impsi2,8,8,3,sin,1.4891926702204072e-09
9760,19.0625,impsi2,8,8,4,cos,-2.4792796426975627e-09
9760,19.0625,impsi2,8,8,4,sin,1.7905434912535156e-09
9760,19.0625,impsi2,8,8,5,cos,-2.078192999632744e-09
9760,19.0625,impsi2,8,8,5,sin,1.3056594217256134e-09
9760,19.0625,impsi2,8,8,6,cos,-2.802495721598852e-09
9760,19.0625,impsi2,8,8,6,sin,5.314939321987566e-10
9760,19.0625,impsi2,8,8,7,cos,-2.250423111749278e-09
9760,19.0625,impsi2,8,8,7,sin,1.542943807442132e-09
9760,19.0625,impsi2,8,8,8,cos,-4.0164394032871087e-10
9760,19.0625,impsi2,8,8,8,sin,1.2126351589536455e-09
9760,19.0625,abs_npsigma,8,0,0,real,0.9511778292712456
9760,19.0625,abs_npsigma,8,1,0,real,2.205637228414048e-09
9760,19.0625,abs_npsigma,8,1,1,cos,-9.978702170121423e-10
9760,19.0625,abs_npsigma,8,1,1,sin,-5.937948466261389e-10
9760,19.0625,abs_npsigma,8,2,0,real,0.42688700016345543
9760,19.0625,abs_npsigma,8,2,1,cos,5.700407715303335e-10
9760,19.0625,abs_npsigma,8,2,1,sin,-3.8860114015548675e-09
9760,19.0625,abs_npsigma,8,2,2,cos,-0.0921322681633662
9760,19.0625,abs_npsigma,8,2,2,sin,-0.1937317438806372
9760,19.0625,abs_npsigma,8,3,0,real,1.4652123958569518e-10
9760,19.0625,abs_npsigma,8,3,1,cos,3.0693068377683763e-09
9760,19.0625,abs_npsigma,8,3,1,sin,-6.830933284296403e-09
9760,19.0625,abs_npsigma,8,3,2,cos,-4.5544014948273315e-09
9760,19.0625,abs_npsigma,8,3,2,sin,-1.998469292829874e-09
9760,19.0625,abs_npsigma,8,3,3,cos,1.1108957313071821e-09
9760,19.0625,abs_npsigma,8,3,3,sin,2.8660811987601953e-09
9760,19.0625,abs_npsigma,8,4,0,real,-0.05264266736691655
9760,19.0625,abs_npsigma,8,4,1,cos,2.6148749623922107e-09
9760,19.0625,abs_npsigma,8,4,1,sin,-3.682663875237413e-09
9760,19.0625,abs_npsigma,8,4,2,cos,0.011199427169615925
9760,19.0625,abs_npsigma,8,4,2,sin,0.00752822519572148
9760,19.0625,abs_npsigma,8,4,3,cos,-4.245401190317022e-09
9760,19.0625,abs_npsigma,8,4,3,sin,3.964142486490019e-09
9760,19.0625,abs_npsigma,8,4,4,cos,-0.04213694861167251
9760,19.0625,abs_npsigma,8,4,4,sin,-0.00011132147409335241
9760,19.0625,abs_npsigma,8,5,0,real,-6.99760774412056e-09
9760,19.0625,abs_npsigma,8,5,1,cos,-1.951008273774063e-09
9760,19.0625,abs_npsigma,8,5,1,sin,5.496161317025943e-09
9760,19.0625,abs_npsigma,8,5,2,cos,-5.430167843156752e-09
9760,19.0625,abs_npsigma,8,5,2,sin,-7.977373002167288e-09
9760,19.0625,abs_npsigma,8,5,3,cos,-1.2549731410321785e-08
9760,19.0625,abs_npsigma,8,5,3,sin,3.520769766007792e-09
9760,19.0625,abs_npsigma,8,5,4,cos,2.9315577257382763e-09
9760,19.0625,abs_npsigma,8,5,4,sin,4.780731691111147e-09
9760,19.0625,abs_npsigma,8,5,5,cos,1.935819399798231e-09
9760,19.0625,abs_npsigma,8,5,5,sin,-4.661022437045699e-09
9760,19.0625,abs_npsigma,8,6,0,real,0.009335579980855177
9760,19.0625,abs_npsigma,8,6,1,cos,-5.83169643380687e-09
9760,19.0625,abs_npsigma,8,6,1,sin,1.2435078667672513e-08
9760,19.0625,abs_npsigma,8,6,2,cos,0.0030875497368942845
9760,19.0625,abs_npsigma,8,6,2,sin,0.003899336075180685
9760,19.0625,abs_npsigma,8,6,3,cos,-1.5965001556438735e-08
9760,19.0625,abs_npsigma,8,6,3,sin,1.065482052467568e-09
9760,19.0625,abs_npsigma,8,6,4,cos,0.0069118065477821655
9760,19.0625,abs_npsigma,8,6,4,sin,-0.01319104902267627
9760,19.0625,abs_npsigma,8,6,5,cos,6.045137891349042e-09
9760,19.0625,abs_npsigma,8,6,5,sin,-1.25351535054663e-09
9760,19.0625,abs_npsigma,8,6,6,cos,-0.004275357585871136
9760,19.0625,abs_npsigma,8,6,6,sin,0.0032305503784432095
9760,19.0625,abs_npsigma,8,7,0,real,9.004440872372203e-09
9760,19.0625,abs_npsigma,8,7,1,cos,-2.161431664007038e-09
9760,19.0625,abs_npsigma,8,7,1,sin,7.424975428818679e-09
9760,19.0625,abs_npsigma,8,7,2,cos,9.704596314242695e-09
9760,19.0625,abs_npsigma,8,7,2,sin,1.1196641983902446e-08
9760,19.0625,abs_npsigma,8,7,3,cos,-4.309761402152023e-09
9760,19.0625,abs_npsigma,8,7,3,sin,2.1432921720504657e-09
9760,19.0625,abs_npsigma,8,7,4,cos,-5.208208249331443e-09
9760,19.0625,abs_npsigma,8,7,4,sin,1.7872942143537957e-08
9760,19.0625,abs_npsigma,8,7,5,cos,7.85527496668199e-09
9760,19.0625,abs_npsigma,8,7,5,sin,6.7153264483160984e-09
9760,19.0625,abs_npsigma,8,7,6,cos,-2.495138624143342e-09
9760,19.0625,abs_npsigma,8,7,6,sin,-3.875953595363778e-09
9760,19.0625,abs_npsigma,8,7,7,cos,-5.02922572630151e-09
9760,19.0625,abs_npsigma,8,7,7,sin,1.790571730816981e-09
9760,19.0625,abs_npsigma,8,8,0,real,-0.005112442991614877
9760,19.0625,abs_npsigma,8,8,1,cos,4.6320326774510964e-09
9760,19.0625,abs_npsigma,8,8,1,sin,-7.560164066072443e-09
9760,19.0625,abs_npsigma,8,8,2,cos,0.00021278560070221996
9760,19.0625,abs_npsigma,8,8,2,sin,-0.001892526630443243
9760,19.0625,abs_npsigma,8,8,3,cos,1.374295836761288e-08
9760,19.0625,abs_npsigma,8,8,3,sin,-1.2971635636490459e-09
9760,19.0625,abs_npsigma,8,8,4,cos,-0.0036213978589809074
9760,19.0625,abs_npsigma,8,8,4,sin,0.007624314040278182
9760,19.0625,abs_npsigma,8,8,5,cos,1.3551395561196746e-08
9760,19.0625,abs_npsigma,8,8,5,sin,1.8489451336596357e-08
9760,19.0625,abs_npsigma,8,8,6,cos,0.0015670379681794278
9760,19.0625,abs_npsigma,8,8,6,sin,-0.00508243960005359
9760,19.0625,abs_npsigma,8,8,7,cos,-6.565254693949134e-09
9760,19.0625,abs_npsigma,8,8,7,sin,3.2841657083453654e-10
9760,19.0625,abs_npsigma,8,8,8,cos,7.675899326364637e-05
9760,19.0625,abs_npsigma,8,8,8,sin,0.010451315581717822
9792,19.125,repsi2,2,0,0,real,-2.2139797701831623
9792,19.125,repsi2,2,1,0,real,4.673834652635378e-10
9792,19.125,repsi2,2,1,1,cos,1.099767847445259e-10
9792,19.125,repsi2,2,1,1,sin,2.584637427177572e-10
9792,19.125,repsi2,2,2,0,real,1.9722828319057253
9792,19.125,repsi2,2,2,1,cos,5.656288060771605e-10
9792,19.125,repsi2,2,2,1,sin,-2.0605555060843201e-10
9792,19.125,repsi2,2,2,2,cos,-1.3334815050429982
9792,19.125,repsi2,2,2,2,sin,-1.4188451453256974
9792,19.125,impsi2,2,0,0,real,-2.2836563286179354e-10
9792,19.125,impsi2,2,1,0,real,0.9738046364554832
9792,19.125,impsi2,2,1,1,cos,-9.739243207191606e-11
9792,19.125,impsi2,2,1,1,sin,4.2764696027732085e-10
9792,19.125,impsi2,2,2,0,real,6.80490493206363e-10
9792,19.125,impsi2,2,2,1,cos,1.492200238779647e-10
9792,19.125,impsi2,2,2,1,sin,1.601943414716979e-10
9792,19.125,impsi2,2,2,2,cos,5.221278670869805e-10
9792,19.125,impsi2,2,2,2,sin,4.397468372531767e-10
9792,19.125,abs_npsigma,2,0,0,real,0.9370048515810555
9792,19.125,abs_npsigma,2,1,0,real,6.179972089626062e-10
9792,19.125,abs_npsigma,2,1,1,cos,-5.211924566621655e-10
9792,19.125,abs_npsigma,2,1,1,sin,4.3024030192308584e-10
9792,19.125,abs_npsigma,2,2,0,real,0.4375455359197399
9792,19.125,abs_npsigma,2,2,1,cos,-1.4932087021038947e-10
9792,19.125,abs_npsigma,2,2,1,sin,-1.5231217319836946e-09
9792,19.125,abs_npsigma,2,2,2,cos,-0.10344419338416869
9792,19.125,abs_npsigma,2,2,2,sin,-0.18041924009608326
9792,19.125,repsi2,4,0,0,real,-2.3293613607176873
9792,19.125,repsi2,4,1,0,real,6.333378266276668e-10
9792,19.125,repsi2,4,1,1,cos,3.6300129222234365e-10
9792,19.125,repsi2,4,1,1,sin,2.2145438606355819e-10
9792,19.125,repsi2,4,2,0,real,1.6553236156227438
9792,19.125,repsi2,4,2,1,cos,9.557759287397809e-10
9792,19.125,repsi2,4,2,1,sin,-2.758664397427306e-10
9792,19.125,repsi2,4,2,2,cos,-1.2487751627433679
9792,19.125,repsi2,4,2,2,sin,-1.204538898869703
9792,19.125,repsi2,4,3,0,real,1.7685630857824868e-10
9792,19.125,repsi2,4,3,1,cos,1.158500516011781e-09
9792,19.125,repsi2,4,3,1,sin,-1.455855420067631e-09
9792,19.125,repsi2,4,3,2,cos,6.748749211117583e-10
9792,19.125,repsi2,4,3,2,sin,-7.403042979066756e-10
9792,19.125,repsi2,4,3,3,cos,6.533999899009013e-10
9792,19.125,repsi2,4,3,3,sin,-5.795481341492774e-10
9792,19.125,repsi2,4,4,0,real,-0.4903709562352365
9792,19.125,repsi2,4,4,1,cos,6.336047373128261e-10
9792,19.125,repsi2,4,4,1,sin,-1.3919392515505662e-09
9792,19.125,repsi2,4,4,2,cos,0.4204425902417996
9792,19.125,repsi2,4,4,2,sin,0.410764041521886
9792,19.125,repsi2,4,4,3,cos,4.661531063118441e-10
9792,19.125,repsi2,4,4,3,sin,-1.3504157411315399e-09
9792,19.125,repsi2,4,4,4,cos,0.14789930206127583
9792,19.125,repsi2,4,4,4,sin,-0.3168856933311887
9792,19.125,impsi2,4,0,0,real,-2.90864183137375e-10
9792,19.125,impsi2,4,1,0,real,0.9040670174327482
9792,19.125,impsi2,4,1,1,cos,-1.3454060367436742e-10
9792,19.125,impsi2,4,1,1,sin,6.193037268242014e-10
9792,19.125,impsi2,4,2,0,real,6.57885900124061e-10
9792,19.125,impsi2,4,2,1,cos,2.001566045877868e-10
9792,19.125,impsi2,4,2,1,sin,3.275645636729021e-10
9792,19.125,impsi2,4,2,2,cos,6.45405276097693e-10
9792,19.125,impsi2,4,2,2,sin,6.379118018375999e-10
9792,19.125,impsi2,4,3,0,real,-0.10519732331607441
9792,19.125,impsi2,4,3,1,cos,6.903902606201705e-10
9792,19.125,impsi2,4,3,1,sin,-8.300775506020484e-10
9792,19.125,impsi2,4,3,2,cos,0.15247326951097148
9792,19.125,impsi2,4,3,2,sin,-0.11476171287550008
9792,19.125,impsi2,4,3,3,cos,8.065299667052731e-10
9792,19.125,impsi2,4,3,3,sin,-2.4507614897987476e-10
9792,19.125,impsi2,4,4,0,real,-4.806240519025406e-10
9792,19.125,impsi2,4,4,1,cos,7.272584402600938e-10
9792,19.125,impsi2,4,4,1,sin,-1.3246782789063103e-09
9792,19.125,impsi2,4,4,2,cos,1.6765420158116076e-10
9792,19.125,impsi2,4,4,2,sin,-9.849712981750739e-10
9792,19.125,impsi2,4,4,3,cos,9.478799509131315e-10
9792,19.125,impsi2,4,4,3,sin,-6.444640793141607e-10
9792,19.125,impsi2,4,4,4,cos,3.870661640611979e-10
9792,19.125,impsi2,4,4,4,sin,-8.672980737832077e-10
9792,19.125,abs_npsigma,4,0,0,real,0.9296910562263145
9792,19.125,abs_npsigma,4,1,0,real,1.3903347362287377e-09
9792,19.125,abs_npsigma,4,1,1,cos,-9.403478846812174e-10
9792,19.125,abs_npsigma,4,1,1,sin,-2.5019550625217894e-11
9792,19.125,abs_npsigma,4,2,0,real,0.41731399552417686
9792,19.125,abs_npsigma,4,2,1,cos,-5.7121517569951985e-12
9792,19.125,abs_npsigma,4,2,1,sin,-2.8005397380703295e-09
9792,19.125,abs_npsigma,4,2,2,cos,-0.0853292439705118
9792,19.125,abs_npsigma,4,2,2,sin,-0.18818656079361662
9792,19.125,abs_npsigma,4,3,0,real,1.1275122575195362e-10
9792,19.125,abs_npsigma,4,3,1,cos,1.0973205850879151e-09
9792,19.125,abs_npsigma,4,3,1,sin,-4.2795123585909996e-09
9792,19.125,abs_npsigma,4,3,2,cos,-2.0062767346570044e-09
9792,19.125,abs_npsigma,4,3,2,sin,-7.484805045440308e-11
9792,19.125,abs_npsigma,4,3,3,cos,1.6740463378172936e-09
9792,19.125,abs_npsigma,4,3,3,sin,5.85498070335652e-10
9792,19.125,abs_npsigma,4,4,0,real,-0.05461274830770975
9792,19.125,abs_npsigma,4,4,1,cos,1.0374253022138405e-09
9792,19.125,abs_npsigma,4,4,1,sin,-2.7638507313775827e-09
9792,19.125,abs_npsigma,4,4,2,cos,0.012758147488869368
9792,19.125,abs_npsigma,4,4,2,sin,0.001546860736595558
9792,19.125,abs_npsigma,4,4,3,cos,-5.962843235399075e-10
9792,19.125,abs_npsigma,4,4,3,sin,2.097788879963794e-09
9792,19.125,abs_npsigma,4,4,4,cos,-0.0409680162668344
9792,19.125,abs_npsigma,4,4,4,sin,0.0012446117570825762
9792,19.125,repsi2,6,0,0,real,-2.3264931251290655
9792,19.125,repsi2,6,1,0,real,4.991673741017166e-10
9792,19.125,repsi2,6,1,1,cos,2.705852194348116e-10
9792,19.125,repsi2,6,1,1,sin,3.5585636629340953e-10
9792,19.125,repsi2,6,2,0,real,1.6845136779520762
9792,19.125,repsi2,6,2,1,cos,8.416197640263621e-10
9792,19.125,repsi2,6,2,1,sin,-1.2928470956092791e-10
9792,19.125,repsi2,6,2,2,cos,-1.2646459027581622
9792,19.125,repsi2,6,2,2,sin,-1.2234915527703356
9792,19.125,repsi2,6,3,0,real,1.7247941080966526e-10
9792,19.125,repsi2,6,3,1,cos,1.2765464242597195e-09
9792,19.125,repsi2,6,3,1,sin,-1.1302420788345263e-09
9792,19.125,repsi2,6,3,2,cos,1.1005850361486513e-09
9792,19.125,repsi2,6,3,2,sin,-6.184495253553557e-10
9792,19.125,repsi2,6,3,3,cos,1.0414375445297906e-09
9792,19.125,repsi2,6,3,3,sin,-5.7767522030538e-10
9792,19.125,repsi2,6,4,0,real,-0.39367405319760207
9792,19.125,repsi2,6,4,1,cos,6.404361192797597e-10
9792,19.125,repsi2,6,4,1,sin,-1.1529117152445222e-09
9792,19.125,repsi2,6,4,2,cos,0.33907687462138675
9792,19.125,repsi2,6,4,2,sin,0.35543713165702806
9792,19.125,repsi2,6,4,3,cos,9.815791530356697e-10
9792,19.125,repsi2,6,4,3,sin,-1.4921145112393202e-09
9792,19.125,repsi2,6,4,4,cos,0.14262230956033284
9792,19.125,repsi2,6,4,4,sin,-0.2662779795248651
9792,19.125,repsi2,6,5,0,real,-2.046725303152697e-09
9792,19.125,repsi2,6,5,1,cos,-8.586721167244876e-10
9792,19.125,repsi2,6,5,1,sin,2.4219039158430497e-10
9792,19.125,repsi2,6,5,2,cos,-8.469792650883538e-10
9792,19.125,repsi2,6,5,2,sin,-2.2813079363750375e-09
9792,19.125,repsi2,6,5,3,cos,-9.310473994769587e-10
9792,19.125,repsi2,6,5,3,sin,-1.8381084769550196e-09
9792,19.125,repsi2,6,5,4,cos,-4.162756614809006e-10
9792,19.125,repsi2,6,5,4,sin,-1.8027853065835161e-09
9792,19.125,repsi2,6,5,5,cos,-7.202792770739655e-10
9792,19.125,repsi2,6,5,5,sin,-9.66862055199933e-10
9792,19.125,repsi2,6,6,0,real,0.17554237901199451
9792,19.125,repsi2,6,6,1,cos,-2.207684300279107e-09
9792,19.125,repsi2,6,6,1,sin,2.3160743845304193e-09
9792,19.125,repsi2,6,6,2,cos,-0.17331158682246706
9792,19.125,repsi2,6,6,2,sin,-0.11023389904722158
9792,19.125,repsi2,6,6,3,cos,-2.5221823509121747e-09
9792,19.125,repsi2,6,6,3,sin,-1.4604186372443096e-09
9792,19.125,repsi2,6,6,4,cos,0.04114356275763183
9792,19.125,repsi2,6,6,4,sin,0.11370656627595636
9792,19.125,repsi2,6,6,5,cos,-1.799614945775997e-09
9792,19.125,repsi2,6,6,5,sin,-1.374499266315959e-09
9792,19.125,repsi2,6,6,6,cos,0.06474158995162457
9792,19.125,repsi2,6,6,6,sin,-0.06528987315601557
9792,19.125,impsi2,6,0,0,real,-2.7295730454868245e-10
9792,19.125,impsi2,6,1,0,real,0.9224996740888947
9792,19.125,impsi2,6,1,1,cos,-1.939462873747851e-10
9792,19.125,impsi2,6,1,1,sin,6.189212976415416e-10
9792,19.125,impsi2,6,2,0,real,6.27243378094684e-10
9792,19.125,impsi2,6,2,1,cos,1.5899044819738733e-10
9792,19.125,impsi2,6,2,1,sin,3.217598389968584e-10
9792,19.125,impsi2,6,2,2,cos,5.671935907360799e-10
9792,19.125,impsi2,6,2,2,sin,7.13947924023046e-10
9792,19.125,impsi2,6,3,0,real,-0.05810818865653981
9792,19.125,impsi2,6,3,1,cos,7.968590587340821e-10
9792,19.125,impsi2,6,3,1,sin,-6.905505926125517e-10
9792,19.125,impsi2,6,3,2,cos,0.08626675334084552
9792,19.125,impsi2,6,3,2,sin,-0.108038553062058
9792,19.125,impsi2,6,3,3,cos,1.0831370674512433e-09
9792,19.125,impsi2,6,3,3,sin,-7.848197719080257e-11
9792,19.125,impsi2,6,4,0,real,-4.849278873414103e-10
9792,19.125,impsi2,6,4,1,cos,7.726288192674664e-10
9792,19.125,impsi2,6,4,1,sin,-1.1249014810117487e-09
9792,19.125,impsi2,6,4,2,cos,4.010900062227486e-10
9792,19.125,impsi2,6,4,2,sin,-1.0060674835565823e-09
9792,19.125,impsi2,6,4,3,cos,1.2151971131932167e-09
9792,19.125,impsi2,6,4,3,sin,-5.240877833062731e-10
9792,19.125,impsi2,6,4,4,cos,7.594535190409336e-10
9792,19.125,impsi2,6,4,4,sin,-9.90010784200064e-10
9792,19.125,impsi2,6,5,0,real,0.08029153358645817
9792,19.125,impsi2,6,5,1,cos,-1.9837214247024413e-10
9792,19.125,impsi2,6,5,1,sin,-3.119985222061262e-10
9792,19.125,impsi2,6,5,2,cos,-0.11601519647372267
9792,19.125,impsi2,6,5,2,sin,-0.002102316377613651
9792,19.125,impsi2,6,5,3,cos,-2.100894280058521e-10
9792,19.125,impsi2,6,5,3,sin,-1.0378787314686938e-09
9792,19.125,impsi2,6,5,4,cos,0.09821801836983109
9792,19.125,impsi2,6,5,4,sin,0.03162938394721576
9792,19.125,impsi2,6,5,5,cos,-3.560623431322095e-10
9792,19.125,impsi2,6,5,5,sin,-9.193082848314755e-10
9792,19.125,impsi2,6,6,0,real,-1.036990122200851e-09
9792,19.125,impsi2,6,6,1,cos,-1.413822085232228e-09
9792,19.125,impsi2,6,6,1,sin,1.4476623270299507e-09
9792,19.125,impsi2,6,6,2,cos,-8.647092283238241e-10
9792,19.125,impsi2,6,6,2,sin,-8.533939079703531e-10
9792,19.125,impsi2,6,6,3,cos,-1.765386326060953e-09
9792,19.125,impsi2,6,6,3,sin,-1.0680845397763629e-09
9792,19.125,impsi2,6,6,4,cos,-7.475271406717728e-10
9792,19.125,impsi2,6,6,4,sin,-1.112932631532531e-09
9792,19.125,impsi2,6,6,5,cos,-9.556961827994576e-10
9792,19.125,impsi2,6,6,5,sin,-1.4606833309637247e-09
9792,19.125,impsi2,6,6,6,cos,-9.439404827825769e-10
9792,19.125,impsi2,6,6,6,sin,-3.8871186998787167e-10
9792,19.125,abs_npsigma,6,0,0,real,0.9296117017215697
9792,19.125,abs_npsigma,6,1,0,real,1.7520819239891239e-09
9792,19.125,abs_npsigma,6,1,1,cos,-9.494763014167796e-10
9792,19.125,abs_npsigma,6,1,1,sin,-4.230018966335341e-10
9792,19.125,abs_npsigma,6,2,0,real,0.4173253605782523
9792,19.125,abs_npsigma,6,2,1,cos,3.1005779189402475e-10
9792,19.125,abs_npsigma,6,2,1,sin,-3.1833282565639336e-09
9792,19.125,abs_npsigma,6,2,2,cos,-0.0849695376575196
9792,19.125,abs_npsigma,6,2,2,sin,-0.18656837903337578
9792,19.125,abs_npsigma,6,3,0,real,1.2325055047444442e-10
9792,19.125,abs_npsigma,6,3,1,cos,2.0344992733753153e-09
9792,19.125,abs_npsigma,6,3,1,sin,-5.4941344899511975e-09
9792,19.125,abs_npsigma,6,3,2,cos,-3.5723363472583415e-09
9792,19.125,abs_npsigma,6,3,2,sin,-8.875612655281843e-10
9792,19.125,abs_npsigma,6,3,3,cos,1.549382700292188e-09
9792,19.125,abs_npsigma,6,3,3,sin,2.033903456739104e-09
9792,19.125,abs_npsigma,6,4,0,real,-0.05184276280722268
9792,19.125,abs_npsigma,6,4,1,cos,1.879995211755735e-09
9792,19.125,abs_npsigma,6,4,1,sin,-3.1054202360504207e-09
9792,19.125,abs_npsigma,6,4,2,cos,0.012091527914476919
9792,19.125,abs_npsigma,6,4,2,sin,0.007741777597416914
9792,19.125,abs_npsigma,6,4,3,cos,-2.5192253353573567e-09
9792,19.125,abs_npsigma,6,4,3,sin,3.5428740281392867e-09
9792,19.125,abs_npsigma,6,4,4,cos,-0.040737556640890245
9792,19.125,abs_npsigma,6,4,4,sin,-0.0035678484027521955
9792,19.125,abs_npsigma,6,5,0,real,-5.04444955672046e-09
9792,19.125,abs_npsigma,6,5,1,cos,-1.496363378570291e-09
9792,19.125,abs_npsigma,6,5,1,sin,4.18914066142997e-09
9792,19.125,abs_npsigma,6,5,2,cos,-5.037412534786723e-09
9792,19.125,abs_npsigma,6,5,2,sin,-4.544240928015876e-09
9792,19.125,abs_npsigma,6,5,3,cos,-7.03222953299257e-09
9792,19.125,abs_npsigma,6,5,3,sin,3.524668909862421e-09
9792,19.125,abs_npsigma,6,5,4,cos,2.0182033348074067e-09
9792,19.125,abs_npsigma,6,5,4,sin,1.085784236344928e-09
9792,19.125,abs_npsigma,6,5,5,cos,-2.6730413552573895e-10
9792,19.125,abs_npsigma,6,5,5,sin,-3.041010364807494e-09
9792,19.125,abs_npsigma,6,6,0,real,0.011040708381399452
9792,19.125,abs_npsigma,6,6,1,cos,-3.7053039307822063e-09
9792,19.125,abs_npsigma,6,6,1,sin,9.825052923002075e-09
9792,19.125,abs_npsigma,6,6,2,cos,0.0012989004692649402
9792,19.125,abs_npsigma,6,6,2,sin,0.005982966175476107
9792,19.125,abs_npsigma,6,6,3,cos,-1.0601634558492972e-08
9792,19.125,abs_npsigma,6,6,3,sin,3.498189743595034e-09
9792,19.125,abs_npsigma,6,6,4,cos,0.00814121313816039
9792,19.125,abs_npsigma,6,6,4,sin,-0.015146222733169007
9792,19.125,abs_npsigma,6,6,5,cos,1.8068352028963978e-09
9792,19.125,abs_npsigma,6,6,5,sin,-2.1932024371309372e-09
9792,19.125,abs_npsigma,6,6,6,cos,-0.0022637292222256185
9792,19.125,abs_npsigma,6,6,6,sin,0.006955329051650961
9792,19.125,repsi2,8,0,0,real,-2.326040854392169
9792,19.125,repsi2,8,1,0,real,4.58778792733483e-10
9792,19.125,repsi2,8,1,1,cos,2.2016986844786146e-10
9792,19.125,repsi2,8,1,1,sin,3.942166038051198e-10
9792,19.125,repsi2,8,2,0,real,1.6836847559965273
9792,19.125,repsi2,8,2,1,cos,7.867000106909217e-10
9792,19.125,repsi2,8,2,1,sin,-7.966433068773426e-11
9792,19.125,repsi2,8,2,2,cos,-1.2637762221062654
9792,19.125,repsi2,8,2,2,sin,-1.2227489026100222
