iteration,t_M,L,columns,rank,condition,s_min,s_max,relative_normal_equation_error
10016,19.5625,4,25,25,2.0205376493740395,0.20428926794951194,0.4127741572550502,2.6301185300141014e-15
10016,19.5625,6,49,49,2.1467405514353928,0.19873184339534786,0.42662570707830116,1.088422339333546e-15
10016,19.5625,8,81,81,2.210245404325056,0.19615810264891353,0.4335575449008838,1.6385436860862772e-15
10048,19.625,2,9,9,1.7107677099729173,0.22098674257314704,0.37805698352623734,5.811139080236402e-16
10048,19.625,4,25,25,1.9978328128080922,0.20564957895695732,0.41085347678037787,9.599275369847873e-16
10048,19.625,6,49,49,2.121179132974649,0.20016617384195995,0.4245883110809415,8.63856048278577e-16
10048,19.625,8,81,81,2.183336934863476,0.19762291944803645,0.43147741920644755,1.4844858855545358e-15
10080,19.6875,2,9,9,1.6959877630411722,0.2220509408349455,0.3765956784278469,6.145159067910968e-16
10080,19.6875,4,25,25,1.9763144706129057,0.20695254048911424,0.40900330049873973,1.342874505114368e-15
10080,19.6875,6,49,49,2.096951777700883,0.20154114500278789,0.4226220622934675,8.749256409705306e-16
10080,19.6875,8,81,81,2.1578276534971716,0.19902776419778306,0.4294676133996906,4.714888785682899e-16
10112,19.75,2,9,9,1.6819296286117686,0.22307089767459623,0.3751895520799275,5.186242043390135e-16
10112,19.75,4,25,25,1.9558776177113892,0.20820267816432994,0.40721895816918074,8.736825928202682e-16
10112,19.75,6,49,49,2.0739404920948665,0.20286137342874908,0.4207224166358603,1.3274778277264145e-15
10112,19.75,8,81,81,2.1335942167492923,0.20037726143082726,0.42752376615687404,4.683516930212589e-16
10144,19.8125,2,9,9,1.6685273141928716,0.22405041710539897,0.37383424069666393,6.318004750202402e-16
10144,19.8125,4,25,25,1.9364212895906636,0.20940444257959584,0.40549522074599503,1.9867231676965895e-15
10144,19.8125,6,49,49,2.05203175894378,0.2041314161523532,0.41888414894279813,1.2483662143413245e-15
10144,19.8125,8,81,81,2.1105176999593214,0.2016759893274732,0.4256407451324394,3.572481527190725e-16
10176,19.875,2,9,9,1.6557322348749146,0.22499226732629765,0.37252694960974503,6.968114234599107e-15
10176,19.875,4,25,25,1.91787142869925,0.2105610648093724,0.4038290501943864,8.202633932347205e-16
10176,19.875,6,49,49,2.031142564834165,0.20535456927629492,0.4171044065402689,1.4828747140026942e-15
10176,19.875,8,81,81,2.088511316341373,0.2029272488280515,0.42381585557140716,7.361312870997847e-16
10208,19.9375,2,9,9,1.6435011087310032,0.22589891052969044,0.37126510991667194,4.397807691370601e-15
10208,19.9375,4,25,25,1.9001615060246377,0.21167542485514362,0.40221749408115476,1.9978456391591787e-15
10208,19.9375,6,49,49,2.011197906632465,0.2065337705336454,0.4153802869461775,1.1361777489765229e-15
10208,19.9375,8,81,81,2.0674962659511746,0.20413398655389403,0.4220462549539032,5.836727678233596e-16
10240,20.0,2,9,9,1.6317882289551928,0.22677298664533124,0.37004549025286465,2.7948951061228206e-15
10240,20.0,4,25,25,1.883222137929371,0.21275061800004536,0.40065667367584035,3.3473374942101106e-15
10240,20.0,6,49,49,1.9921198970555467,0.20767219682836785,0.4137079153670274,5.573745787347347e-16
10240,20.0,8,81,81,2.047391139775473,0.2052993949793906,0.42032816228206954,4.461856188659531e-16
10272,20.0625,2,9,9,1.6205569507281905,0.2276165934774077,0.36886565266088595,2.8276215416951687e-15
10272,20.0625,4,25,25,1.8669976846325294,0.21378909873555235,0.39914375233895144,1.632184210724408e-15
10272,20.0625,6,49,49,1.9738460848132318,0.2087723609082041,0.4120845071958737,1.3230662816755403e-15
10272,20.0625,8,81,81,2.028130608095548,0.2064259972193558,0.418658883267222,2.056492613082687e-15
10304,20.125,2,9,9,1.6097700411875717,0.2284319451803362,0.3677229018015069,1.6481651505308383e-15
10304,20.125,4,25,25,1.8514320533227488,0.21479345905498928,0.3976754949384746,6.064414439614876e-16
10304,20.125,6,49,49,1.956313374036496,0.20983691951716893,0.4105067720180574,1.3020097668552617e-15
10304,20.125,8,81,81,2.009648370481116,0.20751646423677717,0.41703512420144195,6.344771666069018e-16
10336,20.1875,2,9,9,1.5994064027602013,0.22922018720466153,0.3666162350570276,7.631005510940952e-16
10336,20.1875,4,25,25,1.8364929152406955,0.21576504599167953,0.39625097832030226,5.818354201539605e-16
10336,20.1875,6,49,49,1.9394854645633488,0.21086724258486886,0.40897395194590674,4.577138597326407e-16
10336,20.1875,8,81,81,1.9919065418055295,0.20857216327313807,0.4154562564622947,7.402874892053735e-16
10368,20.25,2,9,9,1.5894353068799643,0.22998310016406884,0.3655432593864823,9.596617017653703e-16
10368,20.25,4,25,25,1.8221336321690569,0.2167059639529469,0.39486722521027984,7.681100507611918e-16
10368,20.25,6,49,49,1.9233097699041721,0.2118654957520457,0.40748297788550036,9.208241054646307e-16
10368,20.25,8,81,81,1.974849931993258,0.209595275454599,0.413919215477623,1.3210665422746836e-15
10400,20.3125,2,9,9,1.579831683975334,0.23072213169556505,0.36450213384698327,7.559378072397738e-16
10400,20.3125,4,25,25,1.808316604644268,0.21761790631006292,0.3935220734484074,1.0784946788676835e-15
10400,20.3125,6,49,49,1.9077441611429362,0.21283341623074883,0.40603170711031533,1.1653466111189188e-15
10400,20.3125,8,81,81,1.958434416242052,0.21058754698262985,0.41242189964277237,6.960417574084372e-16
10432,20.375,2,9,9,1.570571274014316,0.2314386948271118,0.36349096579082746,5.38474886061985e-16
10432,20.375,4,25,25,1.795005190058047,0.21850254627936422,0.39221320461235737,1.1018949171778674e-15
10432,20.375,6,49,49,1.8927473722856694,0.21377272704430228,0.40461776737944477,1.1444802888553344e-15
10432,20.375,8,81,81,1.9426167794606612,0.21155071211979629,0.41096196307076815,1.4588589437195945e-15
10464,20.4375,2,9,9,1.5616342692426286,0.23213391545416825,0.36250827742670017,1.8206921319972355e-16
10464,20.4375,4,25,25,1.782169829257189,0.21936120842181595,0.3909389273587584,7.379095737590815e-16
10464,20.4375,6,49,49,1.8782863813494854,0.21468478678589115,0.4032395113028573,1.6073031625040073e-15
10464,20.4375,8,81,81,1.9273624739066588,0.21248613617609857,0.40953780509123255,1.2029833244931828e-15
10496,20.5,2,9,9,1.5530033472980778,0.23280880495192202,0.3615528533708002,1.1091193879578364e-15
10496,20.5,4,25,25,1.7697846187243669,0.22019508702758603,0.3896978781400951,2.3582831419080592e-15
10496,20.5,6,49,49,1.8643320790156042,0.2155708199984781,0.40189559502286126,1.2661203110918581e-15
10496,20.5,8,81,81,1.9126409285818993,0.21339504967686104,0.408148105968732,8.440357881124219e-16
10528,20.5625,2,9,9,1.5446599958714253,0.23346441740456925,0.36062314602426665,1.508788745775868e-15
10528,20.5625,4,25,25,1.7578216371019157,0.22100543437946435,0.38848813446933006,1.0333005658268376e-15
10528,20.5625,6,49,49,1.8508530023830327,0.2164321220449555,0.4005840428990368,1.5602734656529977e-15
10528,20.5625,8,81,81,1.8984192140159553,0.21427875957998693,0.40679091434215264,2.1544568379204574e-15
10560,20.625,2,9,9,1.5365875044799915,0.23410170177419215,0.3597177497237251,1.0601718210426157e-15
10560,20.625,4,25,25,1.7462559411658996,0.22179336702485147,0.3873079848783358,1.2714745480182458e-15
10560,20.625,6,49,49,1.837821095665438,0.21726984371683514,0.3993031022347324,7.115943781584085e-16
10560,20.625,8,81,81,1.8846678639061136,0.21513842489661955,0.4054644756940378,7.899448060580098e-16
10592,20.6875,2,9,9,1.5287717598985133,0.2347214571435056,0.35883553512322053,3.0519848606394606e-16
10592,20.6875,4,25,25,1.7350665313264175,0.22255982953943823,0.38615611145159184,9.298792860280662e-16
10592,20.6875,6,49,49,1.8252128880393594,0.21808495256621727,0.39805146611131215,6.572795858106927e-16
10592,20.6875,8,81,81,1.8713623377862765,0.21597501872295785,0.4041675159408292,6.231915431676544e-16
10624,20.75,2,9,9,1.5211971976508205,0.23532458413093071,0.35797509791831655,1.0269114974725771e-15
10624,20.75,4,25,25,1.724230264029718,0.22330588533036663,0.385030765622568,1.1903658897999583e-15
10624,20.75,6,49,49,1.8130023487225695,0.21887854534253873,0.39682731679100214,1.8729954828805417e-15
10624,20.75,8,81,81,1.8584752980949109,0.21678964625733,0.40289820245198166,1.0224173138723893e-15
10656,20.8125,2,9,9,1.5138527927943588,0.2359116923095175,0.35713557425560655,8.118133687294277e-16
10656,20.8125,4,25,25,1.7137309167509125,0.22403225547622105,0.38393100255903895,3.507748128850377e-15
10656,20.8125,6,49,49,1.8011713714400988,0.21965136465037777,0.39562974970601017,5.606841376255731e-16
10656,20.8125,8,81,81,1.845987827552363,0.2175830558917844,0.40165567265787944,8.218243654915433e-16
10688,20.875,2,9,9,1.506726487647134,0.2364834562854432,0.3563158874756204,4.936967982576458e-16
10688,20.875,4,25,25,1.703550627649801,0.2247397402034713,0.3828555254814767,8.482349585199221e-16
10688,20.875,6,49,49,1.7896999414084047,0.2204042364423598,0.3944574490470555,1.6890387407750256e-15
10688,20.875,8,81,81,1.8338789693979634,0.21835608299925535,0.40043862845245054,1.3591272800237634e-15
10720,20.9375,2,9,9,1.4998057430812837,0.23704059608334338,0.35551484734920924,2.0630356681070057e-15
10720,20.9375,4,25,25,1.6936707736440484,0.22542918940854723,0.3818028296275249,1.3434875336614014e-15
10720,20.9375,6,49,49,1.7785669706122307,0.22113803946417643,0.3933088129369282,8.454995890392629e-16
10720,20.9375,8,81,81,1.8221264951886855,0.21910961249942423,0.3992454302857269,7.388906415312576e-16
10752,21.0,2,9,9,1.4930805807179126,0.23758366162313493,0.35473155146535834,4.892657033261261e-16
10752,21.0,4,25,25,1.6840766081285339,0.2261012576801289,0.3807718391275471,6.874171970251531e-16
10752,21.0,6,49,49,1.7677559361503614,0.2218534501981741,0.3921827535432608,1.1184604677678107e-15
10752,21.0,8,81,81,1.810713094969157,0.2198443273957726,0.398075002470212,7.617620810731691e-16
10784,21.0625,2,9,9,1.4865402385080189,0.23811326702345464,0.35396495275296985,5.742597151272967e-16
10784,21.0625,4,25,25,1.6747522400514336,0.22675668044742667,0.37976125852595494,1.2824478017155606e-15
10784,21.0625,6,49,49,1.7572488566663418,0.22255123250367437,0.39107789886676697,2.237362427910458e-15
10784,21.0625,8,81,81,1.7996197087187167,0.22056100221253302,0.3969259265564269,4.821764274095699e-16
10816,21.125,2,9,9,1.480175631048563,0.2386299218680628,0.35321419518812913,9.874739779912165e-16
10816,21.125,4,25,25,1.6656843810820363,0.22739606207831892,0.37877006892341697,5.845945876664254e-16
10816,21.125,6,49,49,1.747030908283938,0.22323200948883706,0.3899932202953317,9.424538170307757e-16
10816,21.125,8,81,81,1.7888309236824091,0.22126026233250856,0.39579719944247344,2.57417358585357e-15
10848,21.1875,2,9,9,1.4739771565433708,0.23913417782167842,0.35247831545793434,1.050320465180027e-15
10848,21.1875,4,25,25,1.6568590056217314,0.22802005840665482,0.37779708723345923,1.188955379102041e-15
10848,21.1875,6,49,49,1.7370863764617688,0.22389646343669872,0.38892749637385987,9.253279333852285e-16
10848,21.1875,8,81,81,1.7783302106572438,0.2219428009410642,0.3946875879513814,1.8995837401444634e-15
10880,21.25,2,9,9,1.4679366476872668,0.23962649099236044,0.3517565078843886,4.79246723574808e-16
10880,21.25,4,25,25,1.6482641581897126,0.228629220560732,0.3768413497651051,5.232671781523015e-16
10880,21.25,6,49,49,1.727401873037753,0.22454517023847026,0.3878797476515146,5.93190586411266e-16
10880,21.25,8,81,81,1.7681035776831093,0.22260920365596304,0.39359612940929617,4.487572955772282e-16
10912,21.3125,2,9,9,1.4620465750040554,0.24010728494462932,0.35104803358681813,5.94171544134217e-16
10912,21.3125,4,25,25,1.639888735698276,0.2292240646734556,0.375901961608973,3.1340381313268797e-15
10912,21.3125,6,49,49,1.7179647769741433,0.22517867150619436,0.38684902617347305,9.946254039706978e-16
10912,21.3125,8,81,81,1.758137655692565,0.2232600207381225,0.39252184947039614,7.970468792510736e-16
10944,21.375,2,9,9,1.4562991486908068,0.2405770038526242,0.3503520859051616,6.654897962030503e-16
10944,21.375,4,25,25,1.6317213989661752,0.22980512778701734,0.3749779446022326,9.398262971947089e-16
10944,21.375,6,49,49,1.7087624034644195,0.2257975277196865,0.3858343261626154,1.17922841409171e-15
10944,21.375,8,81,81,1.748419074400139,0.22389582143385373,0.39146372487343734,1.3162430234167038e-15
10976,21.4375,2,9,9,1.450686499711561,0.24103608967386234,0.3496678012331373,1.8748591125415217e-15
10976,21.4375,4,25,25,1.6237504740794593,0.23037294017405988,0.37406817082270866,2.168237998286332e-15
10976,21.4375,6,49,49,1.6997815420694893,0.2264022963114341,0.3848344443523229,1.3737159115859135e-15
10976,21.4375,8,81,81,1.7389340086497602,0.22451717526113144,0.39042055158756006,1.1266202010103308e-15
11008,21.5,2,9,9,1.4452024397551775,0.24148488902419546,0.34899455078177555,5.576107825370466e-16
11008,21.5,4,25,25,1.6159670091235665,0.2309279240631805,0.37317190677149187,9.870945801798234e-16
11008,21.5,6,49,49,1.6910121388757011,0.22699341631123704,0.3838486224271674,4.941154587319492e-16
11008,21.5,8,81,81,1.7296718198468286,0.22512452460860174,0.38939154617191235,1.5003463059961374e-15
11040,21.5625,2,9,9,1.4398408178542546,0.2419237402713345,0.34833167605063853,8.530856807330072e-16
11040,21.5625,4,25,25,1.6083619881001319,0.23147048907784148,0.372288335999747,9.219719553609604e-16
11040,21.5625,6,49,49,1.6824440369342584,0.22757131971758218,0.38287600983610576,6.458687356580228e-16
11040,21.5625,8,81,81,1.7206218115056031,0.2257183136450359,0.38837585371391153,8.50277755376234e-16
11072,21.625,2,9,9,1.4345952053219866,0.24235301412939922,0.3476784720653678,7.790092871377443e-16
11072,21.625,4,25,25,1.6009260214945569,0.23200108208936593,0.3714165693317607,6.464407253589952e-16
11072,21.625,6,49,49,1.6740666778890663,0.22813647373620421,0.3819156686928936,5.570612642495122e-16
11072,21.625,8,81,81,1.7117729222006144,0.22629901628386848,0.38737252839536196,7.674456925844004e-16
11104,21.6875,2,9,9,1.4294602909302867,0.24277300247948017,0.3470343667543369,2.985894810432183e-16
11104,21.6875,4,25,25,1.5936513763269546,0.2325200547521808,0.3705559052794318,1.519816975853838e-15
11104,21.6875,6,49,49,1.6658713322473293,0.22868924647117012,0.380966859689566,7.806387690235297e-16
11104,21.6875,8,81,81,1.7031158908999868,0.22686700961086856,0.3863808091892303,8.212003862687111e-16
11136,21.75,2,9,9,1.4244312715700211,0.24318397110524603,0.3463988531868929,1.7751959291256825e-15
11136,21.75,4,25,25,1.5865310719876873,0.23302773504520488,0.36970574228413167,3.0727588008074635e-15
11136,21.75,6,49,49,1.6578501297993167,0.22922998399156014,0.38002895871430326,1.1391294216180856e-15
11136,21.75,8,81,81,1.6946424019699458,0.22742264559154957,0.38540005838762326,6.69661984214376e-16
11168,21.8125,2,9,9,1.4195030561931061,0.24358620547162557,0.3457713631134544,2.9150886925272437e-16
11168,21.8125,4,25,25,1.5795576304007515,0.233524464238459,0.36886534937310533,2.6275346847271408e-15
11168,21.8125,6,49,49,1.6499946357814348,0.22975904074670123,0.3791011847543451,9.994730944547207e-16
11168,21.8125,8,81,81,1.686343622312566,0.22796628196164076,0.3844294856883211,7.627309942360701e-16
11200,21.875,2,9,9,1.4146710241735643,0.24397995924474442,0.34515137882258706,5.424828494287892e-16
11200,21.875,4,25,25,1.572724289582498,0.2340105460953686,0.36803406986265097,1.0041026290357937e-15
11200,21.875,6,49,49,1.6422971768358612,0.2302767325490765,0.378182827756335,7.205167503732883e-16
11200,21.875,8,81,81,1.678211408900351,0.22849824019662734,0.3834683536116328,1.4465802293874888e-15
11232,21.9375,2,9,9,1.4099309005222778,0.24436547614514084,0.34453843583787364,5.785452449584947e-16
11232,21.9375,4,25,25,1.5660247644680763,0.23448628326608623,0.3672113265227673,9.605435829946574e-16
11232,21.9375,6,49,49,1.6347506084845216,0.23078337839223664,0.37727326825482244,1.768686216001261e-15
11232,21.9375,8,81,81,1.6702381707572047,0.2290188433923917,0.38251601405663904,1.1502885210196454e-15
11264,22.0,2,9,9,1.405278669597434,0.24474298952100465,0.3439321027073761,3.119311172624755e-16
11264,22.0,4,25,25,1.5594532856157584,0.2349519628171241,0.3663966103770357,5.408335369203581e-16
11264,22.0,6,49,49,1.6273485147749118,0.23127928042199977,0.3763719934929517,1.711367990812923e-15
11264,22.0,8,81,81,1.6624172202551568,0.2295284003731217,0.38157196531789767,1.7847866617618997e-15
