snapshot_index,offset_M,vertices,triangles,max_angular_edge_deg,min_triangle_doublearea_coordinate,coordinate_center_inertial_x,coordinate_center_inertial_y,closed_manifold
21,0.07960522848770779,1922,3840,9.35829191921812,7.850196082666249e-06,-0.10523416603781116,-0.09361424900121801,True
22,0.08277413406131018,1922,3840,9.356278411829532,7.861457673544735e-06,-0.10502441665765147,-0.09365969641268962,True
23,0.08564123910400667,1922,3840,9.354463147334801,7.871621666992406e-06,-0.10483501668919415,-0.09370057934371598,True
24,0.08991648202618308,1922,3840,9.351767684335185,7.88673367862326e-06,-0.10455324904998889,-0.09376112625985117,True
25,0.09340582464074032,1922,3840,9.349577693407767,7.899029182490002e-06,-0.10432385209218553,-0.09381017599331334,True
26,0.09668310644019584,1922,3840,9.347528896230624,7.910546117214675e-06,-0.10410886308764414,-0.09385594562724273,True
27,0.09987845619434665,1922,3840,9.345538815553068,7.921746133010436e-06,-0.10389968073013062,-0.09390029300926853,True
28,0.10276948692444421,1922,3840,9.343744595519052,7.931855041597019e-06,-0.10371078504154654,-0.09394018096248527,True
29,0.10700966669492118,1922,3840,9.341123869461086,7.946639671269558e-06,-0.10343436019969413,-0.09399827969134403,True
30,0.11049436503344623,1922,3840,9.338979613507583,7.958753294647777e-06,-0.10320773555337551,-0.09404566864265634,True
