snapshot_index,field,reference,matched,centroid_max_abs_diff,gradient_q95_abs_diff,fraction_abs_diff,active_points,largest_component_points
0,Rstar,HF1R,True,1.3234889800848443e-23,4.440892098500626e-16,0.0,97,63
0,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,36
0,Bstar,HF1R,True,2.7755575615628914e-17,2.220446049250313e-16,5.551115123125783e-17,97,37
1,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,63
1,Estar,HF1R,True,5.551115123125783e-17,4.440892098500626e-16,0.0,97,36
1,Bstar,HF1R,True,8.326672684688674e-17,0.0,5.551115123125783e-17,97,37
2,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,63
2,Estar,HF1R,True,2.220446049250313e-16,0.0,0.0,97,36
2,Bstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,37
3,Rstar,HF1R,True,0.0,0.0,0.0,97,63
3,Estar,HF1R,True,8.673617379884035e-17,0.0,0.0,97,36
3,Bstar,HF1R,True,8.326672684688674e-17,0.0,5.551115123125783e-17,97,37
4,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,61
4,Estar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,36
4,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17,97,37
5,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,61
5,Estar,HF1R,True,9.71445146547012e-17,0.0,0.0,97,36
5,Bstar,HF1R,True,8.326672684688674e-17,0.0,5.551115123125783e-17,97,37
6,Rstar,HF1R,True,0.0,0.0,0.0,97,61
6,Estar,HF1R,True,8.673617379884035e-17,1.3322676295501878e-15,0.0,97,36
6,Bstar,HF1R,True,8.326672684688674e-17,0.0,5.551115123125783e-17,97,37
7,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,61
7,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,51
7,Bstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,37
8,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,61
8,Estar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,51
8,Bstar,HF1R,True,4.163336342344337e-17,0.0,5.551115123125783e-17,97,37
9,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,59
9,Estar,HF1R,True,6.245004513516506e-17,0.0,5.551115123125783e-17,97,37
9,Bstar,HF1R,True,3.3306690738754696e-16,0.0,5.551115123125783e-17,97,37
10,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,59
10,Estar,HF1R,True,2.1250362580715887e-17,0.0,5.551115123125783e-17,97,37
10,Bstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,37
11,Rstar,HF1R,True,1.3234889800848443e-23,0.0,0.0,97,59
11,Estar,HF1R,True,1.1102230246251565e-16,8.881784197001252e-16,5.551115123125783e-17,97,37
11,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17,97,37
12,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,59
12,Estar,HF1R,True,2.7755575615628914e-17,8.881784197001252e-16,0.0,97,65
12,Bstar,HF1R,True,6.938893903907228e-17,0.0,5.551115123125783e-17,97,37
13,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,57
13,Estar,HF1R,True,2.7755575615628914e-17,4.440892098500626e-16,0.0,97,65
13,Bstar,HF1R,True,5.551115123125783e-17,2.220446049250313e-16,5.551115123125783e-17,97,37
14,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,58
14,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,65
14,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17,97,37
15,Rstar,HF1R,True,4.597017211338539e-17,4.440892098500626e-16,0.0,97,58
15,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,65
15,Bstar,HF1R,True,2.220446049250313e-16,0.0,5.551115123125783e-17,97,37
16,Rstar,HF1R,True,4.9439619065339e-17,0.0,0.0,97,58
16,Estar,HF1R,True,2.7755575615628914e-17,8.881784197001252e-16,0.0,97,65
16,Bstar,HF1R,True,4.163336342344337e-17,2.220446049250313e-16,5.551115123125783e-17,97,37
17,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,54
17,Estar,HF1R,True,1.1102230246251565e-16,8.881784197001252e-16,0.0,97,65
17,Bstar,HF1R,True,2.7755575615628914e-17,2.220446049250313e-16,5.551115123125783e-17,97,37
18,Rstar,HF1R,True,9.020562075079397e-17,0.0,0.0,97,54
18,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,65
18,Bstar,HF1R,True,4.163336342344337e-17,2.220446049250313e-16,5.551115123125783e-17,97,37
19,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,51
19,Estar,HF1R,True,2.7755575615628914e-17,4.440892098500626e-16,0.0,97,65
19,Bstar,HF1R,True,2.220446049250313e-16,0.0,5.551115123125783e-17,97,37
20,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,51
20,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,65
20,Bstar,HF1R,True,8.760353553682876e-17,0.0,0.0,97,38
21,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,51
21,Estar,HF1R,True,1.3234889800848443e-23,0.0,0.0,97,65
21,Bstar,HF1R,True,9.627715291671279e-17,0.0,0.0,97,38
22,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,51
22,Estar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,65
22,Bstar,HF1R,True,1.3234889800848443e-23,0.0,0.0,97,39
23,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,51
23,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,65
23,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,39
24,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,51
24,Estar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,65
24,Bstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,39
25,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,51
25,Estar,HF1R,True,1.1102230246251565e-16,8.881784197001252e-16,0.0,97,65
25,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,39
26,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,51
26,Estar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,67
26,Bstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,39
27,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,51
27,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,67
27,Bstar,HF1R,True,2.220446049250313e-16,2.220446049250313e-16,0.0,97,39
28,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,51
28,Estar,HF1R,True,0.0,4.440892098500626e-16,0.0,97,67
28,Bstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,39
29,Rstar,HF1R,True,0.0,0.0,0.0,97,51
29,Estar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,67
29,Bstar,HF1R,True,6.938893903907228e-17,2.220446049250313e-16,0.0,97,39
30,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,51
30,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,69
30,Bstar,HF1R,True,8.326672684688674e-17,4.440892098500626e-16,5.551115123125783e-17,97,40
31,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,50
31,Estar,HF1R,True,8.326672684688674e-17,4.440892098500626e-16,0.0,97,69
31,Bstar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,42
32,Rstar,HF1R,True,6.418476861114186e-17,0.0,0.0,97,50
32,Estar,HF1R,True,0.0,0.0,0.0,97,69
32,Bstar,HF1R,True,2.7755575615628914e-17,4.440892098500626e-16,0.0,97,42
33,Rstar,HF1R,True,6.938893903907228e-18,0.0,0.0,97,50
33,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,69
33,Bstar,HF1R,True,0.0,2.220446049250313e-16,0.0,97,42
34,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,50
34,Estar,HF1R,True,1.3234889800848443e-23,0.0,0.0,97,69
34,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,42
35,Rstar,HF1R,True,2.949029909160572e-17,0.0,0.0,97,50
35,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,69
35,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,42
36,Rstar,HF1R,True,5.551115123125783e-17,4.440892098500626e-16,0.0,97,50
36,Estar,HF1R,True,0.0,8.881784197001252e-16,0.0,97,71
36,Bstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,42
37,Rstar,HF1R,True,5.551115123125783e-17,4.440892098500626e-16,0.0,97,50
37,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,71
37,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,42
38,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,49
38,Estar,HF1R,True,1.3234889800848443e-23,8.881784197001252e-16,0.0,97,71
38,Bstar,HF1R,True,8.326672684688674e-17,2.220446049250313e-16,0.0,97,42
39,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
39,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,73
39,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,42
40,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,49
40,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,73
40,Bstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,42
41,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,49
41,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,73
41,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,42
42,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,50
42,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,73
42,Bstar,HF1R,True,1.3234889800848443e-23,2.220446049250313e-16,0.0,97,42
43,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,49
43,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,73
43,Bstar,HF1R,True,1.1102230246251565e-16,6.661338147750939e-16,0.0,97,42
44,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
44,Estar,HF1R,True,0.0,0.0,0.0,97,73
44,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,42
45,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
45,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,73
45,Bstar,HF1R,True,2.220446049250313e-16,2.220446049250313e-16,0.0,97,42
46,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
46,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,73
46,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,42
47,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
47,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,73
47,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,42
48,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
48,Estar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,73
48,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,42
49,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
49,Estar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,73
49,Bstar,HF1R,True,2.220446049250313e-16,2.220446049250313e-16,0.0,97,42
50,Rstar,HF1R,True,1.3234889800848443e-23,0.0,0.0,97,49
50,Estar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,73
50,Bstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,42
51,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
51,Estar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,73
51,Bstar,HF1R,True,0.0,0.0,0.0,97,42
52,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,49
52,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,74
52,Bstar,HF1R,True,0.0,0.0,0.0,97,42
53,Rstar,HF1R,True,5.551115123125783e-17,8.881784197001252e-16,0.0,97,49
53,Estar,HF1R,True,4.163336342344337e-17,0.0,0.0,97,74
53,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,42
54,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,48
54,Estar,HF1R,True,1.1102230246251565e-16,8.881784197001252e-16,0.0,97,74
54,Bstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,42
55,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,49
55,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,75
55,Bstar,HF1R,True,0.0,0.0,0.0,97,42
56,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
56,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,77
56,Bstar,HF1R,True,2.220446049250313e-16,2.220446049250313e-16,0.0,97,42
57,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
57,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,78
57,Bstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,42
58,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,49
58,Estar,HF1R,True,7.979727989493313e-17,0.0,0.0,97,78
58,Bstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,42
59,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
59,Estar,HF1R,True,7.979727989493313e-17,0.0,0.0,97,78
59,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,42
60,Rstar,HF1R,True,0.0,4.440892098500626e-16,0.0,97,49
60,Estar,HF1R,True,7.112366251504909e-17,0.0,0.0,97,78
60,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,42
61,Rstar,HF1R,True,5.551115123125783e-17,8.881784197001252e-16,0.0,97,49
61,Estar,HF1R,True,3.3306690738754696e-16,0.0,0.0,97,78
61,Bstar,HF1R,True,1.3234889800848443e-23,0.0,0.0,97,42
62,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,49
62,Estar,HF1R,True,1.3234889800848443e-23,0.0,0.0,97,79
62,Bstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,42
63,Rstar,HF1R,True,1.3234889800848443e-23,0.0,0.0,97,49
63,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,80
63,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,42
64,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
64,Estar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,79
64,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,42
65,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
65,Estar,HF1R,True,1.0408340855860843e-17,0.0,0.0,97,80
65,Bstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,42
66,Rstar,HF1R,True,1.1102230246251565e-16,8.881784197001252e-16,0.0,97,49
66,Estar,HF1R,True,0.0,0.0,0.0,97,81
66,Bstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,44
67,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,48
67,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
67,Bstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,44
68,Rstar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,49
68,Estar,HF1R,True,9.194034422677078e-17,0.0,0.0,97,82
68,Bstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,42
69,Rstar,HF1R,True,0.0,4.440892098500626e-16,0.0,97,49
69,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
69,Bstar,HF1R,True,0.0,0.0,0.0,97,42
70,Rstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,49
70,Estar,HF1R,True,3.3306690738754696e-16,8.881784197001252e-16,0.0,97,82
70,Bstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,43
71,Rstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,47
71,Estar,HF1R,True,8.673617379884035e-19,0.0,0.0,97,82
71,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17,97,43
72,Rstar,HF1R,True,9.367506770274758e-17,0.0,0.0,97,46
72,Estar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,81
72,Bstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,43
73,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,45
73,Estar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,81
73,Bstar,HF1R,True,8.326672684688674e-17,0.0,5.551115123125783e-17,97,43
74,Rstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,44
74,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,80
74,Bstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,43
75,Rstar,HF1R,True,2.7755575615628914e-17,4.440892098500626e-16,0.0,97,42
75,Estar,HF1R,True,6.852157730108388e-17,0.0,0.0,97,80
75,Bstar,HF1R,True,2.220446049250313e-16,2.220446049250313e-16,5.551115123125783e-17,97,43
76,Rstar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,44
76,Estar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,81
76,Bstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,44
77,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,42
77,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,81
77,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,44
78,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,42
78,Estar,HF1R,True,1.3234889800848443e-23,8.881784197001252e-16,0.0,97,81
78,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,45
79,Rstar,HF1R,True,1.3234889800848443e-23,0.0,5.551115123125783e-17,97,40
79,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,81
79,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,46
80,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,5.551115123125783e-17,97,40
80,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,81
80,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,46
81,Rstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,37
81,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,81
81,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,46
82,Rstar,HF1R,True,2.7755575615628914e-17,0.0,5.551115123125783e-17,97,37
82,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
82,Bstar,HF1R,True,0.0,0.0,0.0,97,46
83,Rstar,HF1R,True,1.3234889800848443e-23,0.0,5.551115123125783e-17,97,37
83,Estar,HF1R,True,1.734723475976807e-18,0.0,0.0,97,82
83,Bstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,46
84,Rstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,37
84,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,82
84,Bstar,HF1R,True,0.0,0.0,0.0,97,46
85,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,5.551115123125783e-17,97,37
85,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,83
85,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,46
86,Rstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,37
86,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,83
86,Bstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,46
87,Rstar,HF1R,True,4.85722573273506e-17,0.0,5.551115123125783e-17,97,37
87,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,83
87,Bstar,HF1R,True,3.3306690738754696e-16,0.0,0.0,97,46
88,Rstar,HF1R,True,5.551115123125783e-17,4.440892098500626e-16,5.551115123125783e-17,97,37
88,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
88,Bstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,46
89,Rstar,HF1R,True,5.551115123125783e-17,0.0,5.551115123125783e-17,97,37
89,Estar,HF1R,True,1.3877787807814457e-16,0.0,0.0,97,82
89,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,46
90,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,38
90,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
90,Bstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,46
91,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,38
91,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
91,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,46
92,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,5.551115123125783e-17,97,40
92,Estar,HF1R,True,1.1102230246251565e-16,8.881784197001252e-16,0.0,97,82
92,Bstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,46
93,Rstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,40
93,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
93,Bstar,HF1R,True,2.7755575615628914e-17,2.220446049250313e-16,0.0,97,46
94,Rstar,HF1R,True,4.85722573273506e-17,4.440892098500626e-16,5.551115123125783e-17,97,40
94,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
94,Bstar,HF1R,True,2.220446049250313e-16,0.0,0.0,97,46
95,Rstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,40
95,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
95,Bstar,HF1R,True,5.551115123125783e-17,2.220446049250313e-16,0.0,97,46
96,Rstar,HF1R,True,1.1102230246251565e-16,0.0,5.551115123125783e-17,97,40
96,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
96,Bstar,HF1R,True,2.220446049250313e-16,0.0,0.0,97,46
97,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,5.551115123125783e-17,97,40
97,Estar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,82
97,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,47
98,Rstar,HF1R,True,2.220446049250313e-16,0.0,5.551115123125783e-17,97,40
98,Estar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,82
98,Bstar,HF1R,True,5.551115123125783e-17,2.220446049250313e-16,0.0,97,47
99,Rstar,HF1R,True,3.3306690738754696e-16,4.440892098500626e-16,0.0,97,38
99,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
99,Bstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,49
100,Rstar,HF1R,True,7.632783294297951e-17,0.0,0.0,97,38
100,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
100,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
101,Rstar,HF1R,True,4.163336342344337e-17,0.0,0.0,97,38
101,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,82
101,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,49
102,Rstar,HF1R,True,9.020562075079397e-17,0.0,0.0,97,38
102,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,82
102,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
103,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,39
103,Estar,HF1R,True,2.7755575615628914e-17,8.881784197001252e-16,0.0,97,84
103,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
104,Rstar,HF1R,True,8.326672684688674e-17,4.440892098500626e-16,0.0,97,39
104,Estar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,84
104,Bstar,HF1R,True,1.3234889800848443e-23,0.0,0.0,97,49
105,Rstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,54
105,Estar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,84
105,Bstar,HF1R,True,2.7755575615628914e-17,2.220446049250313e-16,0.0,97,49
106,Rstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,54
106,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,84
106,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,49
107,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,54
107,Estar,HF1R,True,1.1102230246251565e-16,8.881784197001252e-16,0.0,97,84
107,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
108,Rstar,HF1R,True,5.551115123125783e-17,4.440892098500626e-16,0.0,97,54
108,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,84
108,Bstar,HF1R,True,5.551115123125783e-17,2.220446049250313e-16,0.0,97,49
109,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,54
109,Estar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,84
109,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
110,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,54
110,Estar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,84
110,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
111,Rstar,HF1R,True,8.326672684688674e-17,0.0,0.0,97,67
111,Estar,HF1R,True,0.0,0.0,0.0,97,84
111,Bstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,49
112,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,68
112,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,84
112,Bstar,HF1R,True,1.1102230246251565e-16,2.220446049250313e-16,0.0,97,49
113,Rstar,HF1R,True,1.1102230246251565e-16,4.440892098500626e-16,0.0,97,69
113,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,84
113,Bstar,HF1R,True,0.0,0.0,0.0,97,49
114,Rstar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,69
114,Estar,HF1R,True,1.3234889800848443e-23,8.881784197001252e-16,0.0,97,84
114,Bstar,HF1R,True,2.220446049250313e-16,0.0,0.0,97,51
115,Rstar,HF1R,True,5.551115123125783e-17,0.0,0.0,97,69
115,Estar,HF1R,True,1.1102230246251565e-16,0.0,0.0,97,84
115,Bstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,51
116,Rstar,HF1R,True,2.7755575615628914e-17,0.0,0.0,97,69
