iteration,t_M,tau_M,field,measure,quantile,median,deviation_cutoff,vertices,selected_measure_fraction,long_axis_fraction,polar_fraction
9568,18.6875,0.0625,impsi2,matched_triangle_support,0.98,5.5890436653564885e-15,0.4154734000865599,552,0.020027124138600545,0.0,1.0
9568,18.6875,0.0625,abs_npsigma,fejer,0.9,0.1867862412406373,0.28422458919178434,1153,0.10005056463863249,0.0,0.9933624496668886
9568,18.6875,0.0625,abs_npsigma,fejer,0.95,0.1867862412406373,0.34212454354287697,857,0.050015686681310546,0.0,1.0
9568,18.6875,0.0625,abs_npsigma,fejer,0.98,0.1867862412406373,0.38850174047518243,558,0.02005442808936145,0.0,1.0
9568,18.6875,0.0625,abs_npsigma,midpoint,0.9,0.1867862412406373,0.28422458919178434,1153,0.100147213941428,0.0,0.9933755739631072
9568,18.6875,0.0625,abs_npsigma,midpoint,0.95,0.1867862412406373,0.34212454354287697,857,0.05012134355471541,0.0,1.0
9568,18.6875,0.0625,abs_npsigma,midpoint,0.98,0.1867862412406373,0.3885017404752174,557,0.02006711641280292,0.0,1.0
9568,18.6875,0.0625,abs_npsigma,matched_triangle_support,0.9,0.18678624124064122,0.2846512018780142,1149,0.10013055020912867,0.0,0.9933321866077288
9568,18.6875,0.0625,abs_npsigma,matched_triangle_support,0.95,0.18678624124064122,0.34233828328142724,854,0.050024167774446945,0.0,1.0
9568,18.6875,0.0625,abs_npsigma,matched_triangle_support,0.98,0.18678624124064122,0.38850174047521346,557,0.020043890398438333,0.0,1.0
9600,18.75,0.125,repsi2,fejer,0.9,-1.1402126257686995,1.6011476310609627,59,0.10082859399250446,1.0,0.0
9600,18.75,0.125,repsi2,fejer,0.95,-1.1402126257686995,1.880262408011892,29,0.05090363175258421,1.0,0.0
9600,18.75,0.125,repsi2,fejer,0.98,-1.1402126257686995,2.187131523330245,12,0.021426501388374486,1.0,0.0
9600,18.75,0.125,repsi2,midpoint,0.9,-1.1402126257686995,1.6011476310609627,59,0.10080811091306567,1.0,0.0
9600,18.75,0.125,repsi2,midpoint,0.95,-1.1402126257686995,1.880262408011892,29,0.050902757500880594,1.0,0.0
9600,18.75,0.125,repsi2,midpoint,0.98,-1.1402126257686995,2.187131523330245,12,0.02142411165865401,1.0,0.0
9600,18.75,0.125,repsi2,matched_triangle_support,0.9,-1.1141935803889356,1.6271666764407267,59,0.10041098079502668,1.0,0.0
9600,18.75,0.125,repsi2,matched_triangle_support,0.95,-1.1141935803889356,1.906281453391656,29,0.05072275022381447,1.0,0.0
9600,18.75,0.125,repsi2,matched_triangle_support,0.98,-1.1141935803889356,2.2131505687100086,12,0.02135314781391436,1.0,0.0
9600,18.75,0.125,impsi2,fejer,0.9,-5.730841057575703e-15,0.3546102093276319,983,0.10007215964627453,0.3065534981081541,0.8069873595697454
9600,18.75,0.125,impsi2,fejer,0.95,-5.730841057575703e-15,0.3924211073615565,736,0.050078283076191825,0.25219673332149517,0.7478032666785047
9600,18.75,0.125,impsi2,fejer,0.98,-5.730841057575703e-15,0.41222725231798724,542,0.020033036589038995,0.0,1.0
9600,18.75,0.125,impsi2,midpoint,0.9,-5.730841057575703e-15,0.3546102093276319,983,0.10017497770734869,0.3061730894692158,0.807171820723328
9600,18.75,0.125,impsi2,midpoint,0.95,-5.730841057575703e-15,0.3924211073615576,735,0.050077034967539125,0.2523163594625149,0.747683640537485
9600,18.75,0.125,impsi2,midpoint,0.98,-5.730841057575703e-15,0.41222725231799334,541,0.02007176984167866,0.0,1.0
9600,18.75,0.125,impsi2,matched_triangle_support,0.9,-5.730841057575703e-15,0.3546102093276347,982,0.10010904957567132,0.30429482586959666,0.8082387608643785
9600,18.75,0.125,impsi2,matched_triangle_support,0.95,-5.730841057575703e-15,0.3924211073615576,735,0.05007786950063566,0.25064272626226836,0.7493572737377315
9600,18.75,0.125,impsi2,matched_triangle_support,0.98,-5.730841057575703e-15,0.41222725231799334,541,0.020009877130388112,0.0,1.0
9600,18.75,0.125,abs_npsigma,fejer,0.9,0.18519211421587956,0.2671089922758225,1128,0.1001539673711058,0.0,1.0
9600,18.75,0.125,abs_npsigma,fejer,0.95,0.18519211421587956,0.32458571360112165,836,0.05000282897638813,0.0,1.0
9600,18.75,0.125,abs_npsigma,fejer,0.98,0.18519211421587956,0.3652465612431587,543,0.020007747705401507,0.0,1.0
9600,18.75,0.125,abs_npsigma,midpoint,0.9,0.18519211421587956,0.2671089922758255,1127,0.10003157930799471,0.0,1.0
9600,18.75,0.125,abs_npsigma,midpoint,0.95,0.18519211421587956,0.32458571360112676,835,0.050007610392618654,0.0,1.0
9600,18.75,0.125,abs_npsigma,midpoint,0.98,0.18519211421587956,0.3652465612431761,542,0.020023213506388648,0.0,1.0
9600,18.75,0.125,abs_npsigma,matched_triangle_support,0.9,0.18519211421588888,0.267552265188622,1124,0.10006258488014166,0.0,1.0
9600,18.75,0.125,abs_npsigma,matched_triangle_support,0.95,0.18519211421588888,0.32458571360122834,833,0.050026892550724275,0.0,1.0
9600,18.75,0.125,abs_npsigma,matched_triangle_support,0.98,0.18519211421588888,0.36524656124314936,543,0.02007063622854404,0.0,1.0
9632,18.8125,0.1875,repsi2,fejer,0.9,-1.103085658276761,1.6150500682159394,60,0.10090364468653137,1.0,0.0
9632,18.8125,0.1875,repsi2,fejer,0.95,-1.103085658276761,1.8160710867987364,29,0.05005739668519439,1.0,0.0
9632,18.8125,0.1875,repsi2,fejer,0.98,-1.103085658276761,2.133052804440209,12,0.02085611956859349,1.0,0.0
9632,18.8125,0.1875,repsi2,midpoint,0.9,-1.103085658276761,1.6150500682159394,60,0.10088193764464815,1.0,0.0
9632,18.8125,0.1875,repsi2,midpoint,0.95,-1.103085658276761,1.8160710867987364,29,0.05005445758044498,1.0,0.0
9632,18.8125,0.1875,repsi2,midpoint,0.98,-1.103085658276761,2.133052804440209,12,0.02085006022543837,1.0,0.0
9632,18.8125,0.1875,repsi2,matched_triangle_support,0.9,-1.0757175587347843,1.6424181677579162,60,0.10047908902986744,1.0,0.0
9632,18.8125,0.1875,repsi2,matched_triangle_support,0.95,-1.0757175587347843,1.8434391863402664,30,0.05151484163333653,1.0,0.0
9632,18.8125,0.1875,repsi2,matched_triangle_support,0.98,-1.0757175587347843,2.1604209039821853,12,0.020774448857517846,1.0,0.0
9632,18.8125,0.1875,impsi2,fejer,0.9,5.906806646716266e-16,0.35706453072484134,968,0.1001955533121883,0.2966184444181389,0.8135606145258202
9632,18.8125,0.1875,impsi2,fejer,0.95,5.906806646716266e-16,0.3896053282444845,739,0.05056910612506413,0.21324866078578744,0.7867513392142126
9632,18.8125,0.1875,impsi2,fejer,0.98,5.906806646716266e-16,0.41362964659013335,531,0.020130493741901644,0.0,1.0
9632,18.8125,0.1875,impsi2,midpoint,0.9,5.906806646716266e-16,0.35706453072484134,968,0.10031133794691582,0.29628110582514006,0.8136931328881516
9632,18.8125,0.1875,impsi2,midpoint,0.95,5.906806646716266e-16,0.3896053282444845,739,0.05067732155211932,0.21288776944558102,0.787112230554419
9632,18.8125,0.1875,impsi2,midpoint,0.98,5.906806646716266e-16,0.41397090258007624,528,0.020050962598098444,0.0,1.0
9632,18.8125,0.1875,impsi2,matched_triangle_support,0.9,5.906806646716266e-16,0.35706453072484134,968,0.10044977332643212,0.2938434913474922,0.8151382582157033
9632,18.8125,0.1875,impsi2,matched_triangle_support,0.95,5.906806646716266e-16,0.3896053282444845,739,0.050686822899313706,0.2114306641515878,0.7885693358484122
9632,18.8125,0.1875,impsi2,matched_triangle_support,0.98,5.906806646716266e-16,0.4136296465901346,529,0.020043317967024875,0.0,1.0
9632,18.8125,0.1875,abs_npsigma,fejer,0.9,0.1852671656053479,0.25364962930131385,1109,0.10003189046273833,0.0,1.0
9632,18.8125,0.1875,abs_npsigma,fejer,0.95,0.1852671656053479,0.3089514403345922,820,0.05000040519445437,0.0,1.0
9632,18.8125,0.1875,abs_npsigma,fejer,0.98,0.1852671656053479,0.3445870366356923,533,0.020027310898466037,0.0,1.0
9632,18.8125,0.1875,abs_npsigma,midpoint,0.9,0.1852671656053479,0.25364962930131385,1109,0.10013748563072365,0.0,1.0
9632,18.8125,0.1875,abs_npsigma,midpoint,0.95,0.1852671656053479,0.3089514403346453,819,0.05000846794182942,0.0,1.0
9632,18.8125,0.1875,abs_npsigma,midpoint,0.98,0.1852671656053479,0.3451482524805903,532,0.02004919100761584,0.0,1.0
9632,18.8125,0.1875,abs_npsigma,matched_triangle_support,0.9,0.18526716560535197,0.25376350050853147,1105,0.10004560027181576,0.0,1.0
9632,18.8125,0.1875,abs_npsigma,matched_triangle_support,0.95,0.18526716560535197,0.3089514403346777,818,0.05009951436839154,0.0,1.0
9632,18.8125,0.1875,abs_npsigma,matched_triangle_support,0.98,0.18526716560535197,0.34458703663568824,533,0.02007542837288591,0.0,1.0
9664,18.875,0.25,repsi2,fejer,0.9,-1.0448122576527945,1.6111158273444275,61,0.10027206921616759,1.0,0.0
9664,18.875,0.25,repsi2,fejer,0.95,-1.0448122576527945,1.8369793184413727,30,0.05091953593141527,1.0,0.0
9664,18.875,0.25,repsi2,fejer,0.98,-1.0448122576527945,2.1096374341635062,12,0.020615159160902372,1.0,0.0
9664,18.875,0.25,repsi2,midpoint,0.9,-1.0448122576527945,1.6111158273444275,61,0.10025582023240526,1.0,0.0
9664,18.875,0.25,repsi2,midpoint,0.95,-1.0448122576527945,1.8369793184413727,30,0.05091871823917441,1.0,0.0
9664,18.875,0.25,repsi2,midpoint,0.98,-1.0448122576527945,2.1096374341635062,12,0.020609076110437965,1.0,0.0
9664,18.875,0.25,repsi2,matched_triangle_support,0.9,-1.0105394716165672,1.6453886133806503,62,0.10152381007718458,1.0,0.0
9664,18.875,0.25,repsi2,matched_triangle_support,0.95,-1.0105394716165672,1.8712521044776,30,0.050732338532656344,1.0,0.0
9664,18.875,0.25,repsi2,matched_triangle_support,0.98,-1.0105394716165672,2.1439102201997335,12,0.02053511122238461,1.0,0.0
9664,18.875,0.25,impsi2,fejer,0.9,-1.4459352004288525e-15,0.35953818486144123,958,0.10005082448503294,0.2897262299490851,0.8176871456566522
9664,18.875,0.25,impsi2,fejer,0.95,-1.4459352004288525e-15,0.38562209668348474,757,0.05007106891873907,0.12221952830148565,0.8777804716985143
9664,18.875,0.25,impsi2,fejer,0.98,-1.4459352004288525e-15,0.4131361510181398,521,0.020070184387371345,0.0,1.0
9664,18.875,0.25,impsi2,midpoint,0.9,-1.4459352004288525e-15,0.3595381848614421,957,0.10002872638005124,0.2897940186807776,0.8175667753257138
9664,18.875,0.25,impsi2,midpoint,0.95,-1.4459352004288525e-15,0.3861853322039953,756,0.05003852903690213,0.12235272412625292,0.877647275873747
9664,18.875,0.25,impsi2,midpoint,0.98,-1.4459352004288525e-15,0.41449424598165074,519,0.02001447746288733,0.0,1.0
9664,18.875,0.25,impsi2,matched_triangle_support,0.9,-1.4459352004288525e-15,0.36009738316962864,956,0.10001094229880642,0.28786755834808575,0.8187074299014748
9664,18.875,0.25,impsi2,matched_triangle_support,0.95,-1.4459352004288525e-15,0.3861853322039953,756,0.050089921298064395,0.12145013096628418,0.8785498690337158
9664,18.875,0.25,impsi2,matched_triangle_support,0.98,-1.4459352004288525e-15,0.41449424598164886,520,0.020013310634865736,0.0,1.0
9664,18.875,0.25,abs_npsigma,fejer,0.9,0.18403097679318503,0.24141496890672948,1093,0.10011899365290908,0.0,1.0
9664,18.875,0.25,abs_npsigma,fejer,0.95,0.18403097679318503,0.2963078192676808,805,0.05001216102356934,0.0,1.0
9664,18.875,0.25,abs_npsigma,fejer,0.98,0.18403097679318503,0.32892149692374584,525,0.02007245652481246,0.0,1.0
9664,18.875,0.25,abs_npsigma,midpoint,0.9,0.18403097679318503,0.24141496890672948,1093,0.10023074473873411,0.0,1.0
9664,18.875,0.25,abs_npsigma,midpoint,0.95,0.18403097679318503,0.2967807657954699,804,0.05002264307536182,0.0,1.0
9664,18.875,0.25,abs_npsigma,midpoint,0.98,0.18403097679318503,0.3291297255236437,523,0.02001700241315588,0.0,1.0
9664,18.875,0.25,abs_npsigma,matched_triangle_support,0.9,0.18417000024400332,0.2415209090619037,1089,0.10001198568127967,0.0,1.0
9664,18.875,0.25,abs_npsigma,matched_triangle_support,0.95,0.18417000024400332,0.29664174234466784,803,0.050039768925702006,0.0,1.0
9664,18.875,0.25,abs_npsigma,matched_triangle_support,0.98,0.18417000024400332,0.32899070207261005,524,0.020012873142795023,0.0,1.0
9696,18.9375,0.3125,repsi2,fejer,0.9,-1.0015985522638495,1.5705585837514497,62,0.10089583987297919,1.0,0.0
9696,18.9375,0.3125,repsi2,fejer,0.95,-1.0015985522638495,1.8020279364916003,31,0.051568715037414725,1.0,0.0
9696,18.9375,0.3125,repsi2,fejer,0.98,-1.0015985522638495,2.0793730889945374,12,0.02012238185091057,1.0,0.0
9696,18.9375,0.3125,repsi2,midpoint,0.9,-1.0015985522638495,1.5705585837514497,62,0.1008782346830948,1.0,0.0
9696,18.9375,0.3125,repsi2,midpoint,0.95,-1.0015985522638495,1.8020279364916003,31,0.05157010927083204,1.0,0.0
9696,18.9375,0.3125,repsi2,midpoint,0.98,-1.0015985522638495,2.0793730889945374,12,0.02011983064207162,1.0,0.0
9696,18.9375,0.3125,repsi2,matched_triangle_support,0.9,-1.0015985522634825,1.5705585837518168,62,0.10046343405719355,1.0,0.0
9696,18.9375,0.3125,repsi2,matched_triangle_support,0.95,-1.0015985522634825,1.8020279364919674,31,0.05137165067414608,1.0,0.0
9696,18.9375,0.3125,repsi2,matched_triangle_support,0.98,-1.0015985522634825,2.0793730889949047,12,0.02004091298481308,1.0,0.0
9696,18.9375,0.3125,impsi2,fejer,0.9,2.0910961486763173e-15,0.3632063788620688,935,0.10105611671030548,0.32217604119035803,0.8235969031386825
9696,18.9375,0.3125,impsi2,fejer,0.95,2.0910961486763173e-15,0.38733773303617997,747,0.050054770481513744,0.11949458478028005,0.88050541521972
9696,18.9375,0.3125,impsi2,fejer,0.98,2.0910961486763173e-15,0.4141131871054145,513,0.020017286713299727,0.0,1.0
9696,18.9375,0.3125,impsi2,midpoint,0.9,2.0910961486763173e-15,0.3632063788620688,935,0.10117351398119037,0.32177479041970125,0.8237249599314961
9696,18.9375,0.3125,impsi2,midpoint,0.95,2.0910961486763173e-15,0.38733773303618135,746,0.05006546646036474,0.11952101637054442,0.8804789836294556
9696,18.9375,0.3125,impsi2,midpoint,0.98,2.0910961486763173e-15,0.41415391559238307,512,0.020057812239995424,0.0,1.0
9696,18.9375,0.3125,impsi2,matched_triangle_support,0.9,2.0910961486763173e-15,0.3632063788620688,935,0.10122822715591995,0.31942724642155707,0.8249569248412153
9696,18.9375,0.3125,impsi2,matched_triangle_support,0.95,2.0910961486763173e-15,0.38733773303618135,746,0.05010174197473284,0.11866959167467953,0.8813304083253205
9696,18.9375,0.3125,impsi2,matched_triangle_support,0.98,2.0910961486763173e-15,0.4141131871054145,513,0.020048773927570197,0.0,1.0
9696,18.9375,0.3125,abs_npsigma,fejer,0.9,0.18350874777003584,0.23281648373787217,1080,0.10006095944526268,0.0,1.0
9696,18.9375,0.3125,abs_npsigma,fejer,0.95,0.18350874777003584,0.28486375308899153,795,0.050124154097019494,0.0,1.0
9696,18.9375,0.3125,abs_npsigma,fejer,0.98,0.18350874777003584,0.3156331235180333,516,0.02006456109271416,0.0,1.0
9696,18.9375,0.3125,abs_npsigma,midpoint,0.9,0.18350874777003584,0.23281648373787217,1080,0.10017355747913385,0.0,1.0
9696,18.9375,0.3125,abs_npsigma,midpoint,0.95,0.18350874777003584,0.2848637530890272,794,0.05009235076698321,0.0,1.0
9696,18.9375,0.3125,abs_npsigma,midpoint,0.98,0.18350874777003584,0.31563312351819706,514,0.020014890084412797,0.0,1.0
9696,18.9375,0.3125,abs_npsigma,matched_triangle_support,0.9,0.18503264764700644,0.2312925838609189,1078,0.10016755880147481,0.0,1.0
9696,18.9375,0.3125,abs_npsigma,matched_triangle_support,0.95,0.18503264764700644,0.2833398532120604,793,0.05009315294216178,0.0,1.0
9696,18.9375,0.3125,abs_npsigma,matched_triangle_support,0.98,0.18503264764700644,0.31410922364118393,515,0.020009326484645526,0.0,1.0
10368,20.25,1.625,repsi2,fejer,0.9,-0.7661903141175702,1.1319602069812542,77,0.10022518423210681,1.0,0.0
10368,20.25,1.625,repsi2,fejer,0.95,-0.7661903141175702,1.3900103400967274,38,0.05126495172220347,1.0,0.0
10368,20.25,1.625,repsi2,fejer,0.98,-0.7661903141175702,1.5875649710185482,15,0.020673340833180148,1.0,0.0
10368,20.25,1.625,repsi2,midpoint,0.9,-0.7661903141175702,1.1319602069812542,77,0.10019886406258646,1.0,0.0
10368,20.25,1.625,repsi2,midpoint,0.95,-0.7661903141175702,1.3900103400967274,38,0.051262828522088806,1.0,0.0
10368,20.25,1.625,repsi2,midpoint,0.98,-0.7661903141175702,1.5875649710185482,15,0.020668958189249294,1.0,0.0
10368,20.25,1.625,repsi2,matched_triangle_support,0.9,-0.7650975690326812,1.1330529520659933,78,0.10087207670749886,1.0,0.0
10368,20.25,1.625,repsi2,matched_triangle_support,0.95,-0.7650975690326812,1.3911030851816162,38,0.051067141825134076,1.0,0.0
10368,20.25,1.625,repsi2,matched_triangle_support,0.98,-0.7650975690326812,1.588657716103437,15,0.020591112900878193,1.0,0.0
10368,20.25,1.625,impsi2,fejer,0.9,9.88784716879714e-16,0.4076581956357029,881,0.10042957293091573,0.07053781665668264,1.0
10368,20.25,1.625,impsi2,fejer,0.95,9.88784716879714e-16,0.4267074601997827,666,0.050088001612962715,0.0,1.0
10368,20.25,1.625,impsi2,fejer,0.98,9.88784716879714e-16,0.4457147321977565,436,0.0200116225805968,0.0,1.0
10368,20.25,1.625,impsi2,midpoint,0.9,9.88784716879714e-16,0.4076891538328454,880,0.10016579788050091,0.07071249851217312,1.0
10368,20.25,1.625,impsi2,midpoint,0.95,9.88784716879714e-16,0.42670746019979156,665,0.05009106401855884,0.0,1.0
10368,20.25,1.625,impsi2,midpoint,0.98,9.88784716879714e-16,0.4457147321977638,433,0.020000354545642533,0.0,1.0
10368,20.25,1.625,impsi2,matched_triangle_support,0.9,9.88784716879714e-16,0.4076891538328465,879,0.10010034303483252,0.07051667542570357,1.0
10368,20.25,1.625,impsi2,matched_triangle_support,0.95,9.88784716879714e-16,0.42670746019979156,665,0.05000933623168949,0.0,1.0
10368,20.25,1.625,impsi2,matched_triangle_support,0.98,9.88784716879714e-16,0.4456842748341327,437,0.020047362265168806,0.0,1.0
10368,20.25,1.625,abs_npsigma,fejer,0.9,0.14390654754024995,0.15066947032216066,943,0.1000962235848737,0.0,1.0
10368,20.25,1.625,abs_npsigma,fejer,0.95,0.14390654754024995,0.17654943569203313,678,0.05003205188827309,0.0,1.0
10368,20.25,1.625,abs_npsigma,fejer,0.98,0.14390654754024995,0.19462800953768805,438,0.020027031695040966,0.0,1.0
10368,20.25,1.625,abs_npsigma,midpoint,0.9,0.14390654754024995,0.15066947032219508,942,0.10005027511055267,0.0,1.0
10368,20.25,1.625,abs_npsigma,midpoint,0.95,0.14390654754024995,0.17654943569204695,677,0.0500266328163621,0.0,1.0
10368,20.25,1.625,abs_npsigma,midpoint,0.98,0.14390654754024995,0.19465678835922445,436,0.020032133473621403,0.0,1.0
10368,20.25,1.625,abs_npsigma,matched_triangle_support,0.9,0.14390654754027304,0.15066947032217198,942,0.10016178005783458,0.0,1.0
10368,20.25,1.625,abs_npsigma,matched_triangle_support,0.95,0.14390654754027304,0.17654943569201004,678,0.050083573098280335,0.0,1.0
10368,20.25,1.625,abs_npsigma,matched_triangle_support,0.98,0.14390654754027304,0.1946280095376431,439,0.0200941217872525,0.0,1.0
10400,20.3125,1.6875,repsi2,fejer,0.9,-0.7752515845414589,1.121548004158471,78,0.1010347246533615,1.0,0.0
10400,20.3125,1.6875,repsi2,fejer,0.95,-0.7752515845414589,1.3649757416119364,38,0.05111218304940482,1.0,0.0
10400,20.3125,1.6875,repsi2,fejer,0.98,-0.7752515845414589,1.5524035105632954,15,0.020547789024558793,1.0,0.0
10400,20.3125,1.6875,repsi2,midpoint,0.9,-0.7752515845414589,1.121548004158471,78,0.10100751220082266,1.0,0.0
10400,20.3125,1.6875,repsi2,midpoint,0.95,-0.7752515845414589,1.3649757416119364,38,0.05110997135534014,1.0,0.0
10400,20.3125,1.6875,repsi2,midpoint,0.98,-0.7752515845414589,1.5524035105632954,15,0.02054483500382595,1.0,0.0
10400,20.3125,1.6875,repsi2,matched_triangle_support,0.9,-0.7529988432640657,1.143800745435864,78,0.1006152075799116,1.0,0.0
10400,20.3125,1.6875,repsi2,matched_triangle_support,0.95,-0.7529988432640657,1.3872284828893295,38,0.05091686955392101,1.0,0.0
10400,20.3125,1.6875,repsi2,matched_triangle_support,0.98,-0.7529988432640657,1.5746562518406886,15,0.020467728169991026,1.0,0.0
10400,20.3125,1.6875,impsi2,fejer,0.9,-1.6219571510996792e-15,0.41091227453924634,875,0.10049581061398914,0.0610502062145142,1.0
10400,20.3125,1.6875,impsi2,fejer,0.95,-1.6219571510996792e-15,0.42888579791655107,662,0.05006419485182849,0.0,1.0
10400,20.3125,1.6875,impsi2,fejer,0.98,-1.6219571510996792e-15,0.44682442783525617,430,0.020010067279550073,0.0,1.0
