video_frame,video_seconds,source_row,source_snapshot_index,offset_M,camera_azimuth_A_deg,chapter
473,23.65,1508,1508,7.79307977844428,-58.0,evolution
474,23.7,1508,1508,7.79307977844428,-58.0,evolution
475,23.75,1509,1509,7.856986333620171,-58.0,evolution
476,23.8,1509,1509,7.856986333620171,-58.0,evolution
477,23.85,1509,1509,7.856986333620171,-58.0,evolution
478,23.9,1509,1509,7.856986333620171,-58.0,evolution
479,23.95,1510,1510,7.920892888796061,-58.0,evolution
480,24.0,1510,1510,7.920892888796061,-58.0,evolution
481,24.05,1510,1510,7.920892888796061,-58.0,evolution
482,24.1,1510,1510,7.920892888796061,-58.0,evolution
483,24.15,1511,1511,7.984799443971497,-58.0,evolution
484,24.2,1511,1511,7.984799443971497,-58.0,evolution
485,24.25,1511,1511,7.984799443971497,-58.0,evolution
486,24.3,1511,1511,7.984799443971497,-58.0,evolution
487,24.35,1512,1512,8.048705999147387,-58.0,evolution
488,24.4,1512,1512,8.048705999147387,-58.0,evolution
489,24.45,1512,1512,8.048705999147387,-58.0,evolution
490,24.5,1513,1513,8.112612554323277,-58.0,evolution
491,24.55,1513,1513,8.112612554323277,-58.0,evolution
492,24.6,1513,1513,8.112612554323277,-58.0,evolution
493,24.65,1513,1513,8.112612554323277,-58.0,evolution
494,24.7,1514,1514,8.176519109499168,-58.0,evolution
495,24.75,1514,1514,8.176519109499168,-58.0,evolution
496,24.8,1514,1514,8.176519109499168,-58.0,evolution
497,24.85,1514,1514,8.176519109499168,-58.0,evolution
498,24.9,1515,1515,8.240425664674603,-58.0,evolution
499,24.95,1515,1515,8.240425664674603,-58.0,evolution
500,25.0,1515,1515,8.240425664674603,-58.0,evolution
501,25.05,1515,1515,8.240425664674603,-58.0,evolution
502,25.1,1516,1516,8.304332219850494,-58.0,evolution
503,25.15,1516,1516,8.304332219850494,-58.0,evolution
504,25.2,1516,1516,8.304332219850494,-58.0,evolution
505,25.25,1516,1516,8.304332219850494,-58.0,evolution
506,25.3,1517,1517,8.368238775026384,-58.0,evolution
507,25.35,1517,1517,8.368238775026384,-58.0,evolution
508,25.4,1517,1517,8.368238775026384,-58.0,evolution
509,25.45,1517,1517,8.368238775026384,-58.0,evolution
510,25.5,1518,1518,8.432145330202275,-58.0,evolution
511,25.55,1518,1518,8.432145330202275,-58.0,evolution
512,25.6,1518,1518,8.432145330202275,-58.0,evolution
513,25.65,1518,1518,8.432145330202275,-58.0,evolution
514,25.7,1519,1519,8.49605188537771,-58.0,evolution
515,25.75,1519,1519,8.49605188537771,-58.0,evolution
516,25.8,1519,1519,8.49605188537771,-58.0,evolution
517,25.85,1520,1520,8.5599584405536,-58.0,evolution
518,25.9,1520,1520,8.5599584405536,-58.0,evolution
519,25.95,1520,1520,8.5599584405536,-58.0,evolution
520,26.0,1520,1520,8.5599584405536,-58.0,evolution
521,26.05,1521,1521,8.623864995729491,-58.0,evolution
522,26.1,1521,1521,8.623864995729491,-58.0,evolution
523,26.15,1521,1521,8.623864995729491,-58.0,evolution
524,26.2,1521,1521,8.623864995729491,-58.0,evolution
525,26.25,1522,1522,8.687771550905381,-58.0,evolution
526,26.3,1522,1522,8.687771550905381,-58.0,evolution
527,26.35,1522,1522,8.687771550905381,-58.0,evolution
528,26.4,1522,1522,8.687771550905381,-58.0,evolution
529,26.45,1523,1523,8.751678106080817,-58.0,evolution
530,26.5,1523,1523,8.751678106080817,-58.0,evolution
531,26.55,1523,1523,8.751678106080817,-58.0,evolution
532,26.6,1523,1523,8.751678106080817,-58.0,evolution
533,26.65,1524,1524,8.816223699342572,-58.0,evolution
534,26.7,1524,1524,8.816223699342572,-58.0,evolution
535,26.75,1524,1524,8.816223699342572,-58.0,evolution
536,26.8,1524,1524,8.816223699342572,-58.0,evolution
537,26.85,1525,1525,8.881414739381853,-58.0,evolution
538,26.9,1525,1525,8.881414739381853,-58.0,evolution
539,26.95,1525,1525,8.881414739381853,-58.0,evolution
540,27.0,1525,1525,8.881414739381853,-58.0,evolution
541,27.05,1526,1526,8.94725763488941,-58.0,evolution
542,27.1,1526,1526,8.94725763488941,-58.0,evolution
543,27.15,1526,1526,8.94725763488941,-58.0,evolution
544,27.2,1526,1526,8.94725763488941,-58.0,evolution
545,27.25,1527,1527,9.013758794557816,-58.0,evolution
546,27.3,1527,1527,9.013758794557816,-58.0,evolution
547,27.35,1527,1527,9.013758794557816,-58.0,evolution
548,27.4,1527,1527,9.013758794557816,-58.0,evolution
549,27.45,1528,1528,9.080925084840601,-58.0,evolution
550,27.5,1528,1528,9.080925084840601,-58.0,evolution
551,27.55,1528,1528,9.080925084840601,-58.0,evolution
552,27.6,1528,1528,9.080925084840601,-58.0,evolution
553,27.65,1529,1529,9.14876291443079,-58.0,evolution
554,27.7,1529,1529,9.14876291443079,-58.0,evolution
555,27.75,1529,1529,9.14876291443079,-58.0,evolution
556,27.8,1529,1529,9.14876291443079,-58.0,evolution
557,27.85,1530,1530,9.217279149782371,-58.0,evolution
558,27.9,1530,1530,9.217279149782371,-58.0,evolution
559,27.95,1530,1530,9.217279149782371,-58.0,evolution
560,28.0,1530,1530,9.217279149782371,-58.0,evolution
561,28.05,1531,1531,9.286480657350694,-58.0,evolution
562,28.1,1531,1531,9.286480657350694,-58.0,evolution
563,28.15,1531,1531,9.286480657350694,-58.0,evolution
564,28.2,1531,1531,9.286480657350694,-58.0,evolution
565,28.25,1532,1532,9.356374303590655,-58.0,evolution
566,28.3,1532,1532,9.356374303590655,-58.0,evolution
567,28.35,1532,1532,9.356374303590655,-58.0,evolution
568,28.4,1532,1532,9.356374303590655,-58.0,evolution
569,28.45,1532,1532,9.356374303590655,-58.0,evolution
570,28.5,1533,1533,9.426966497194371,-58.0,evolution
571,28.55,1533,1533,9.426966497194371,-58.0,evolution
572,28.6,1533,1533,9.426966497194371,-58.0,evolution
573,28.65,1533,1533,9.426966497194371,-58.0,evolution
574,28.7,1534,1534,9.498265020143663,-58.0,evolution
575,28.75,1534,1534,9.498265020143663,-58.0,evolution
576,28.8,1534,1534,9.498265020143663,-58.0,evolution
577,28.85,1534,1534,9.498265020143663,-58.0,evolution
578,28.9,1535,1535,9.570276281129736,-58.0,evolution
579,28.95,1535,1535,9.570276281129736,-58.0,evolution
580,29.0,1535,1535,9.570276281129736,-58.0,evolution
581,29.05,1535,1535,9.570276281129736,-58.0,evolution
582,29.1,1535,1535,9.570276281129736,-58.0,evolution
583,29.15,1536,1536,9.643007604372087,-58.0,evolution
584,29.2,1536,1536,9.643007604372087,-58.0,evolution
585,29.25,1536,1536,9.643007604372087,-58.0,evolution
586,29.3,1536,1536,9.643007604372087,-58.0,evolution
587,29.35,1537,1537,9.716466314088848,-58.0,evolution
588,29.4,1537,1537,9.716466314088848,-58.0,evolution
589,29.45,1537,1537,9.716466314088848,-58.0,evolution
590,29.5,1537,1537,9.716466314088848,-58.0,evolution
591,29.55,1537,1537,9.716466314088848,-58.0,evolution
592,29.6,1538,1538,9.790659734499059,-58.0,evolution
593,29.65,1538,1538,9.790659734499059,-58.0,evolution
594,29.7,1538,1538,9.790659734499059,-58.0,evolution
595,29.75,1538,1538,9.790659734499059,-58.0,evolution
596,29.8,1539,1539,9.865595189821306,-58.0,evolution
597,29.85,1539,1539,9.865595189821306,-58.0,evolution
598,29.9,1539,1539,9.865595189821306,-58.0,evolution
599,29.95,1539,1539,9.865595189821306,-58.0,evolution
600,30.0,1539,1539,9.865595189821306,-58.0,evolution
601,30.05,1540,1540,9.941280004274176,-58.0,evolution
602,30.1,1540,1540,9.941280004274176,-58.0,evolution
603,30.15,1540,1540,9.941280004274176,-58.0,evolution
604,30.2,1540,1540,9.941280004274176,-58.0,evolution
605,30.25,1541,1541,10.017721502077165,-58.0,evolution
606,30.3,1541,1541,10.017721502077165,-58.0,evolution
607,30.35,1541,1541,10.017721502077165,-58.0,evolution
608,30.4,1541,1541,10.017721502077165,-58.0,evolution
609,30.45,1541,1541,10.017721502077165,-58.0,evolution
610,30.5,1542,1542,10.094927465212095,-58.0,evolution
611,30.55,1542,1542,10.094927465212095,-58.0,evolution
612,30.6,1542,1542,10.094927465212095,-58.0,evolution
613,30.65,1542,1542,10.094927465212095,-58.0,evolution
614,30.7,1542,1542,10.094927465212095,-58.0,evolution
615,30.75,1543,1543,10.17290521789755,-58.0,evolution
616,30.8,1543,1543,10.17290521789755,-58.0,evolution
617,30.85,1543,1543,10.17290521789755,-58.0,evolution
618,30.9,1543,1543,10.17290521789755,-58.0,evolution
619,30.95,1543,1543,10.17290521789755,-58.0,evolution
620,31.0,1544,1544,10.251662999879954,-58.0,evolution
621,31.05,1544,1544,10.251662999879954,-58.0,evolution
622,31.1,1544,1544,10.251662999879954,-58.0,evolution
623,31.15,1544,1544,10.251662999879954,-58.0,evolution
624,31.2,1545,1545,10.331208135377892,-58.0,evolution
625,31.25,1545,1545,10.331208135377892,-58.0,evolution
626,31.3,1545,1545,10.331208135377892,-58.0,evolution
627,31.35,1545,1545,10.331208135377892,-58.0,evolution
628,31.4,1545,1545,10.331208135377892,-58.0,evolution
629,31.45,1546,1546,10.411548864137785,-58.0,evolution
630,31.5,1546,1546,10.411548864137785,-58.0,evolution
631,31.55,1546,1546,10.411548864137785,-58.0,evolution
632,31.6,1546,1546,10.411548864137785,-58.0,evolution
633,31.65,1546,1546,10.411548864137785,-58.0,evolution
634,31.7,1547,1547,10.492692968141455,-58.0,evolution
635,31.75,1547,1547,10.492692968141455,-58.0,evolution
636,31.8,1547,1547,10.492692968141455,-58.0,evolution
637,31.85,1547,1547,10.492692968141455,-58.0,evolution
638,31.9,1547,1547,10.492692968141455,-58.0,evolution
639,31.95,1548,1548,10.574648687135777,-58.0,evolution
640,32.0,1548,1548,10.574648687135777,-58.0,evolution
641,32.05,1548,1548,10.574648687135777,-58.0,evolution
642,32.1,1548,1548,10.574648687135777,-58.0,evolution
643,32.15,1548,1548,10.574648687135777,-58.0,evolution
644,32.2,1549,1549,10.657423803102574,-58.0,evolution
645,32.25,1549,1549,10.657423803102574,-58.0,evolution
646,32.3,1549,1549,10.657423803102574,-58.0,evolution
647,32.35,1549,1549,10.657423803102574,-58.0,evolution
648,32.4,1549,1549,10.657423803102574,-58.0,evolution
649,32.45,1550,1550,10.741026555788267,-58.0,evolution
650,32.5,1550,1550,10.741026555788267,-58.0,evolution
651,32.55,1550,1550,10.741026555788267,-58.0,evolution
652,32.6,1550,1550,10.741026555788267,-58.0,evolution
653,32.65,1550,1550,10.741026555788267,-58.0,evolution
654,32.7,1551,1551,10.825465642702056,-58.0,evolution
655,32.75,1551,1551,10.825465642702056,-58.0,evolution
656,32.8,1551,1551,10.825465642702056,-58.0,evolution
657,32.85,1551,1551,10.825465642702056,-58.0,evolution
658,32.9,1551,1551,10.825465642702056,-58.0,evolution
659,32.95,1552,1552,10.91074884582713,-58.0,evolution
660,33.0,1552,1552,10.91074884582713,-58.0,evolution
661,33.05,1552,1552,10.91074884582713,-58.0,evolution
662,33.1,1552,1552,10.91074884582713,-58.0,evolution
663,33.15,1552,1552,10.91074884582713,-58.0,evolution
664,33.2,1552,1552,10.91074884582713,-58.0,evolution
665,33.25,1553,1553,10.996884862672687,-58.0,evolution
666,33.3,1553,1553,10.996884862672687,-58.0,evolution
667,33.35,1553,1553,10.996884862672687,-58.0,evolution
668,33.4,1553,1553,10.996884862672687,-58.0,evolution
669,33.45,1553,1553,10.996884862672687,-58.0,evolution
670,33.5,1554,1554,11.08388239074884,-58.0,evolution
671,33.55,1554,1554,11.08388239074884,-58.0,evolution
672,33.6,1554,1554,11.08388239074884,-58.0,evolution
673,33.65,1554,1554,11.08388239074884,-58.0,evolution
674,33.7,1554,1554,11.08388239074884,-58.0,evolution
675,33.75,1555,1555,11.171750127565247,-58.0,evolution
676,33.8,1555,1555,11.171750127565247,-58.0,evolution
677,33.85,1555,1555,11.171750127565247,-58.0,evolution
678,33.9,1555,1555,11.171750127565247,-58.0,evolution
679,33.95,1555,1555,11.171750127565247,-58.0,evolution
680,34.0,1556,1556,11.260496312868327,-58.0,evolution
681,34.05,1556,1556,11.260496312868327,-58.0,evolution
682,34.1,1556,1556,11.260496312868327,-58.0,evolution
683,34.15,1556,1556,11.260496312868327,-58.0,evolution
684,34.2,1556,1556,11.260496312868327,-58.0,evolution
685,34.25,1556,1556,11.260496312868327,-58.0,evolution
686,34.3,1557,1557,11.350130101930517,-58.0,evolution
687,34.35,1557,1557,11.350130101930517,-58.0,evolution
688,34.4,1557,1557,11.350130101930517,-58.0,evolution
689,34.45,1557,1557,11.350130101930517,-58.0,evolution
690,34.5,1557,1557,11.350130101930517,-58.0,evolution
691,34.55,1558,1558,11.44066019226284,-58.0,evolution
692,34.6,1558,1558,11.44066019226284,-58.0,evolution
693,34.65,1558,1558,11.44066019226284,-58.0,evolution
694,34.7,1558,1558,11.44066019226284,-58.0,evolution
695,34.75,1558,1558,11.44066019226284,-58.0,evolution
696,34.8,1558,1558,11.44066019226284,-58.0,evolution
697,34.85,1559,1559,11.53209573913773,-58.0,evolution
698,34.9,1559,1559,11.53209573913773,-58.0,evolution
699,34.95,1559,1559,11.53209573913773,-58.0,evolution
700,35.0,1559,1559,11.53209573913773,-58.0,evolution
701,35.05,1559,1559,11.53209573913773,-58.0,evolution
702,35.1,1560,1560,11.624445440065301,-58.0,evolution
703,35.15,1560,1560,11.624445440065301,-58.0,evolution
704,35.2,1560,1560,11.624445440065301,-58.0,evolution
705,35.25,1560,1560,11.624445440065301,-58.0,evolution
706,35.3,1560,1560,11.624445440065301,-58.0,evolution
707,35.35,1560,1560,11.624445440065301,-58.0,evolution
708,35.4,1561,1561,11.717718450319353,-58.0,evolution
709,35.45,1561,1561,11.717718450319353,-58.0,evolution
710,35.5,1561,1561,11.717718450319353,-58.0,evolution
711,35.55,1561,1561,11.717718450319353,-58.0,evolution
712,35.6,1561,1561,11.717718450319353,-58.0,evolution
713,35.65,1561,1561,11.717718450319353,-58.0,evolution
714,35.7,1562,1562,11.811924382936468,-58.0,evolution
715,35.75,1562,1562,11.811924382936468,-58.0,evolution
716,35.8,1562,1562,11.811924382936468,-58.0,evolution
717,35.85,1562,1562,11.811924382936468,-58.0,evolution
718,35.9,1562,1562,11.811924382936468,-58.0,evolution
719,35.95,1563,1563,11.907072393190447,-58.0,evolution
720,36.0,903,903,2.0004014767187073,-58.0,orbit
721,36.05,903,903,2.0004014767187073,-56.49372384937239,orbit
722,36.1,903,903,2.0004014767187073,-54.987447698744774,orbit
723,36.15,903,903,2.0004014767187073,-53.48117154811715,orbit
724,36.2,903,903,2.0004014767187073,-51.97489539748954,orbit
725,36.25,903,903,2.0004014767187073,-50.46861924686193,orbit
726,36.3,903,903,2.0004014767187073,-48.96234309623431,orbit
727,36.35,903,903,2.0004014767187073,-47.45606694560669,orbit
728,36.4,903,903,2.0004014767187073,-45.94979079497908,orbit
729,36.45,903,903,2.0004014767187073,-44.44351464435147,orbit
730,36.5,903,903,2.0004014767187073,-42.937238493723854,orbit
731,36.55,903,903,2.0004014767187073,-41.43096234309623,orbit
732,36.6,903,903,2.0004014767187073,-39.92468619246862,orbit
733,36.65,903,903,2.0004014767187073,-38.41841004184101,orbit
734,36.7,903,903,2.0004014767187073,-36.91213389121339,orbit
735,36.75,903,903,2.0004014767187073,-35.40585774058577,orbit
736,36.8,903,903,2.0004014767187073,-33.89958158995816,orbit
737,36.85,903,903,2.0004014767187073,-32.39330543933055,orbit
738,36.9,903,903,2.0004014767187073,-30.88702928870293,orbit
739,36.95,903,903,2.0004014767187073,-29.380753138075313,orbit
740,37.0,903,903,2.0004014767187073,-27.8744769874477,orbit
741,37.05,903,903,2.0004014767187073,-26.368200836820087,orbit
742,37.1,903,903,2.0004014767187073,-24.861924686192467,orbit
743,37.15,903,903,2.0004014767187073,-23.355648535564853,orbit
744,37.2,903,903,2.0004014767187073,-21.84937238493724,orbit
745,37.25,903,903,2.0004014767187073,-20.343096234309627,orbit
746,37.3,903,903,2.0004014767187073,-18.836820083682014,orbit
747,37.35,903,903,2.0004014767187073,-17.330543933054393,orbit
748,37.4,903,903,2.0004014767187073,-15.82426778242678,orbit
749,37.45,903,903,2.0004014767187073,-14.317991631799167,orbit
750,37.5,903,903,2.0004014767187073,-12.811715481171547,orbit
751,37.55,903,903,2.0004014767187073,-11.305439330543933,orbit
752,37.6,903,903,2.0004014767187073,-9.79916317991632,orbit
753,37.65,903,903,2.0004014767187073,-8.292887029288707,orbit
754,37.7,903,903,2.0004014767187073,-6.786610878661094,orbit
755,37.75,903,903,2.0004014767187073,-5.280334728033473,orbit
756,37.8,903,903,2.0004014767187073,-3.77405857740586,orbit
757,37.85,903,903,2.0004014767187073,-2.267782426778247,orbit
758,37.9,903,903,2.0004014767187073,-0.7615062761506266,orbit
759,37.95,903,903,2.0004014767187073,0.7447698744769866,orbit
760,38.0,903,903,2.0004014767187073,2.2510460251046,orbit
761,38.05,903,903,2.0004014767187073,3.757322175732213,orbit
762,38.1,903,903,2.0004014767187073,5.263598326359826,orbit
763,38.15,903,903,2.0004014767187073,6.7698744769874395,orbit
764,38.2,903,903,2.0004014767187073,8.276150627615067,orbit
765,38.25,903,903,2.0004014767187073,9.78242677824268,orbit
766,38.3,903,903,2.0004014767187073,11.288702928870293,orbit
767,38.35,903,903,2.0004014767187073,12.794979079497907,orbit
768,38.4,903,903,2.0004014767187073,14.30125523012552,orbit
769,38.45,903,903,2.0004014767187073,15.807531380753133,orbit
770,38.5,903,903,2.0004014767187073,17.313807531380746,orbit
771,38.55,903,903,2.0004014767187073,18.82008368200836,orbit
772,38.6,903,903,2.0004014767187073,20.326359832635973,orbit
773,38.65,903,903,2.0004014767187073,21.8326359832636,orbit
774,38.7,903,903,2.0004014767187073,23.338912133891213,orbit
775,38.75,903,903,2.0004014767187073,24.845188284518827,orbit
776,38.8,903,903,2.0004014767187073,26.35146443514644,orbit
777,38.85,903,903,2.0004014767187073,27.857740585774053,orbit
778,38.9,903,903,2.0004014767187073,29.364016736401666,orbit
779,38.95,903,903,2.0004014767187073,30.87029288702928,orbit
780,39.0,903,903,2.0004014767187073,32.37656903765691,orbit
781,39.05,903,903,2.0004014767187073,33.88284518828452,orbit
782,39.1,903,903,2.0004014767187073,35.38912133891213,orbit
783,39.15,903,903,2.0004014767187073,36.89539748953975,orbit
784,39.2,903,903,2.0004014767187073,38.40167364016736,orbit
785,39.25,903,903,2.0004014767187073,39.90794979079497,orbit
786,39.3,903,903,2.0004014767187073,41.414225941422586,orbit
787,39.35,903,903,2.0004014767187073,42.9205020920502,orbit
788,39.4,903,903,2.0004014767187073,44.42677824267781,orbit
789,39.45,903,903,2.0004014767187073,45.93305439330544,orbit
790,39.5,903,903,2.0004014767187073,47.43933054393305,orbit
791,39.55,903,903,2.0004014767187073,48.94560669456067,orbit
792,39.6,903,903,2.0004014767187073,50.45188284518828,orbit
793,39.65,903,903,2.0004014767187073,51.95815899581589,orbit
794,39.7,903,903,2.0004014767187073,53.464435146443506,orbit
795,39.75,903,903,2.0004014767187073,54.97071129707112,orbit
796,39.8,903,903,2.0004014767187073,56.47698744769875,orbit
797,39.85,903,903,2.0004014767187073,57.98326359832636,orbit
798,39.9,903,903,2.0004014767187073,59.48953974895397,orbit
799,39.95,903,903,2.0004014767187073,60.99581589958159,orbit
800,40.0,903,903,2.0004014767187073,62.5020920502092,orbit
801,40.05,903,903,2.0004014767187073,64.00836820083681,orbit
802,40.1,903,903,2.0004014767187073,65.51464435146443,orbit
803,40.15,903,903,2.0004014767187073,67.02092050209204,orbit
804,40.2,903,903,2.0004014767187073,68.52719665271965,orbit
805,40.25,903,903,2.0004014767187073,70.03347280334728,orbit
806,40.3,903,903,2.0004014767187073,71.53974895397488,orbit
807,40.35,903,903,2.0004014767187073,73.0460251046025,orbit
808,40.4,903,903,2.0004014767187073,74.55230125523013,orbit
809,40.45,903,903,2.0004014767187073,76.05857740585773,orbit
810,40.5,903,903,2.0004014767187073,77.56485355648536,orbit
811,40.55,903,903,2.0004014767187073,79.07112970711296,orbit
812,40.6,903,903,2.0004014767187073,80.57740585774059,orbit
813,40.65,903,903,2.0004014767187073,82.08368200836819,orbit
814,40.7,903,903,2.0004014767187073,83.58995815899581,orbit
815,40.75,903,903,2.0004014767187073,85.09623430962341,orbit
816,40.8,903,903,2.0004014767187073,86.60251046025104,orbit
817,40.85,903,903,2.0004014767187073,88.10878661087867,orbit
818,40.9,903,903,2.0004014767187073,89.61506276150627,orbit
819,40.95,903,903,2.0004014767187073,91.1213389121339,orbit
820,41.0,903,903,2.0004014767187073,92.62761506276149,orbit
821,41.05,903,903,2.0004014767187073,94.13389121338912,orbit
822,41.1,903,903,2.0004014767187073,95.64016736401672,orbit
823,41.15,903,903,2.0004014767187073,97.14644351464435,orbit
824,41.2,903,903,2.0004014767187073,98.65271966527195,orbit
825,41.25,903,903,2.0004014767187073,100.15899581589957,orbit
826,41.3,903,903,2.0004014767187073,101.6652719665272,orbit
827,41.35,903,903,2.0004014767187073,103.1715481171548,orbit
828,41.4,903,903,2.0004014767187073,104.67782426778243,orbit
829,41.45,903,903,2.0004014767187073,106.18410041841003,orbit
830,41.5,903,903,2.0004014767187073,107.69037656903765,orbit
831,41.55,903,903,2.0004014767187073,109.19665271966525,orbit
832,41.6,903,903,2.0004014767187073,110.70292887029288,orbit
833,41.65,903,903,2.0004014767187073,112.2092050209205,orbit
834,41.7,903,903,2.0004014767187073,113.7154811715481,orbit
835,41.75,903,903,2.0004014767187073,115.22175732217573,orbit
836,41.8,903,903,2.0004014767187073,116.72803347280333,orbit
837,41.85,903,903,2.0004014767187073,118.23430962343096,orbit
838,41.9,903,903,2.0004014767187073,119.74058577405856,orbit
839,41.95,903,903,2.0004014767187073,121.24686192468619,orbit
840,42.0,903,903,2.0004014767187073,122.75313807531381,orbit
841,42.05,903,903,2.0004014767187073,124.25941422594141,orbit
842,42.1,903,903,2.0004014767187073,125.76569037656904,orbit
843,42.15,903,903,2.0004014767187073,127.27196652719664,orbit
844,42.2,903,903,2.0004014767187073,128.77824267782427,orbit
845,42.25,903,903,2.0004014767187073,130.28451882845187,orbit
846,42.3,903,903,2.0004014767187073,131.7907949790795,orbit
847,42.35,903,903,2.0004014767187073,133.2970711297071,orbit
848,42.4,903,903,2.0004014767187073,134.80334728033472,orbit
849,42.45,903,903,2.0004014767187073,136.30962343096235,orbit
850,42.5,903,903,2.0004014767187073,137.81589958158995,orbit
851,42.55,903,903,2.0004014767187073,139.32217573221757,orbit
852,42.6,903,903,2.0004014767187073,140.82845188284517,orbit
853,42.65,903,903,2.0004014767187073,142.3347280334728,orbit
854,42.7,903,903,2.0004014767187073,143.8410041841004,orbit
855,42.75,903,903,2.0004014767187073,145.34728033472803,orbit
856,42.8,903,903,2.0004014767187073,146.85355648535563,orbit
857,42.85,903,903,2.0004014767187073,148.35983263598325,orbit
858,42.9,903,903,2.0004014767187073,149.86610878661088,orbit
859,42.95,903,903,2.0004014767187073,151.37238493723848,orbit
860,43.0,903,903,2.0004014767187073,152.8786610878661,orbit
861,43.05,903,903,2.0004014767187073,154.3849372384937,orbit
862,43.1,903,903,2.0004014767187073,155.89121338912133,orbit
863,43.15,903,903,2.0004014767187073,157.39748953974893,orbit
864,43.2,903,903,2.0004014767187073,158.90376569037656,orbit
865,43.25,903,903,2.0004014767187073,160.4100418410042,orbit
866,43.3,903,903,2.0004014767187073,161.9163179916318,orbit
867,43.35,903,903,2.0004014767187073,163.4225941422594,orbit
868,43.4,903,903,2.0004014767187073,164.928870292887,orbit
869,43.45,903,903,2.0004014767187073,166.43514644351464,orbit
870,43.5,903,903,2.0004014767187073,167.94142259414224,orbit
871,43.55,903,903,2.0004014767187073,169.44769874476987,orbit
872,43.6,903,903,2.0004014767187073,170.9539748953975,orbit
873,43.65,903,903,2.0004014767187073,172.4602510460251,orbit
874,43.7,903,903,2.0004014767187073,173.96652719665272,orbit
875,43.75,903,903,2.0004014767187073,175.47280334728032,orbit
876,43.8,903,903,2.0004014767187073,176.97907949790795,orbit
877,43.85,903,903,2.0004014767187073,178.48535564853555,orbit
878,43.9,903,903,2.0004014767187073,179.99163179916317,orbit
879,43.95,903,903,2.0004014767187073,181.49790794979077,orbit
880,44.0,903,903,2.0004014767187073,183.0041841004184,orbit
881,44.05,903,903,2.0004014767187073,184.51046025104603,orbit
882,44.1,903,903,2.0004014767187073,186.01673640167363,orbit
883,44.15,903,903,2.0004014767187073,187.52301255230125,orbit
884,44.2,903,903,2.0004014767187073,189.02928870292885,orbit
885,44.25,903,903,2.0004014767187073,190.53556485355648,orbit
886,44.3,903,903,2.0004014767187073,192.04184100418408,orbit
887,44.35,903,903,2.0004014767187073,193.5481171548117,orbit
888,44.4,903,903,2.0004014767187073,195.0543933054393,orbit
889,44.45,903,903,2.0004014767187073,196.56066945606693,orbit
890,44.5,903,903,2.0004014767187073,198.06694560669456,orbit
891,44.55,903,903,2.0004014767187073,199.5732217573222,orbit
892,44.6,903,903,2.0004014767187073,201.07949790794976,orbit
893,44.65,903,903,2.0004014767187073,202.58577405857739,orbit
894,44.7,903,903,2.0004014767187073,204.092050209205,orbit
895,44.75,903,903,2.0004014767187073,205.59832635983264,orbit
896,44.8,903,903,2.0004014767187073,207.10460251046027,orbit
897,44.85,903,903,2.0004014767187073,208.61087866108784,orbit
898,44.9,903,903,2.0004014767187073,210.11715481171547,orbit
899,44.95,903,903,2.0004014767187073,211.6234309623431,orbit
900,45.0,903,903,2.0004014767187073,213.12970711297072,orbit
901,45.05,903,903,2.0004014767187073,214.6359832635983,orbit
902,45.1,903,903,2.0004014767187073,216.14225941422592,orbit
903,45.15,903,903,2.0004014767187073,217.64853556485355,orbit
904,45.2,903,903,2.0004014767187073,219.15481171548117,orbit
905,45.25,903,903,2.0004014767187073,220.6610878661088,orbit
906,45.3,903,903,2.0004014767187073,222.16736401673637,orbit
907,45.35,903,903,2.0004014767187073,223.673640167364,orbit
908,45.4,903,903,2.0004014767187073,225.17991631799163,orbit
909,45.45,903,903,2.0004014767187073,226.68619246861925,orbit
910,45.5,903,903,2.0004014767187073,228.19246861924682,orbit
911,45.55,903,903,2.0004014767187073,229.69874476987445,orbit
912,45.6,903,903,2.0004014767187073,231.20502092050208,orbit
913,45.65,903,903,2.0004014767187073,232.7112970711297,orbit
914,45.7,903,903,2.0004014767187073,234.21757322175733,orbit
915,45.75,903,903,2.0004014767187073,235.7238493723849,orbit
916,45.8,903,903,2.0004014767187073,237.23012552301253,orbit
917,45.85,903,903,2.0004014767187073,238.73640167364016,orbit
918,45.9,903,903,2.0004014767187073,240.2426778242678,orbit
919,45.95,903,903,2.0004014767187073,241.74895397489536,orbit
920,46.0,903,903,2.0004014767187073,243.25523012552298,orbit
921,46.05,903,903,2.0004014767187073,244.7615062761506,orbit
922,46.1,903,903,2.0004014767187073,246.26778242677824,orbit
923,46.15,903,903,2.0004014767187073,247.77405857740587,orbit
924,46.2,903,903,2.0004014767187073,249.28033472803344,orbit
925,46.25,903,903,2.0004014767187073,250.78661087866107,orbit
926,46.3,903,903,2.0004014767187073,252.2928870292887,orbit
927,46.35,903,903,2.0004014767187073,253.79916317991632,orbit
928,46.4,903,903,2.0004014767187073,255.3054393305439,orbit
929,46.45,903,903,2.0004014767187073,256.8117154811715,orbit
930,46.5,903,903,2.0004014767187073,258.31799163179915,orbit
931,46.55,903,903,2.0004014767187073,259.8242677824268,orbit
932,46.6,903,903,2.0004014767187073,261.3305439330544,orbit
933,46.65,903,903,2.0004014767187073,262.83682008368197,orbit
934,46.7,903,903,2.0004014767187073,264.3430962343096,orbit
935,46.75,903,903,2.0004014767187073,265.8493723849372,orbit
936,46.8,903,903,2.0004014767187073,267.35564853556485,orbit
