iteration,t_M,tau_M,area_physical_fejer,area_physical_midpoint,area_coordinate_fd4_fejer,physical_to_coordinate_area,physical_to_coordinate_density_min,physical_to_coordinate_density_max,max_tangent_residual,min_q_eigenvalue,full_tetrad_q_difference_max,local_phase_density_relative_difference,local_boost_full_tetrad_q_difference_max,angular_grid_radial_fit_max_error,region_boundary_margin,second_order_mismatch_area_relative,second_order_mismatch_tangent_residual,origin,long_axis_available,coordinate_span_max_over_min
10304,20.125,1.5,40.26666811186137,40.27368656898297,5.75626759621562,,,,3.495975671734206e-15,0.0030035828050007864,1.3281998822618326e-15,,,6.903211055731225e-16,,,,new_B4,True,1.712842624066143
10336,20.1875,1.5625,40.31256942753966,40.319671963477376,5.78092747239133,,,,5.2756428094723256e-15,0.0030408325555801733,1.5474124922312079e-15,,,6.663547362350031e-16,,,,new_B4,True,1.6910163316636295
10368,20.25,1.625,40.35623828535884,40.36342276173396,5.804608790473834,6.952447570900731,6.175053400322874,8.345443439911186,6.5933534821571345e-15,0.0030772233373393,1.5823144927338429e-15,1.1102230246251565e-15,1.5800090256995317e-15,6.687305430203594e-16,0.00017537752247520633,-0.00551894724205082,0.0035317804810361523,reused_B3,True,1.6695770827242005
10400,20.3125,1.6875,40.3978047701613,40.40506913760384,5.827363139154963,6.932433041408067,6.161787858510857,8.321267470087099,5.238284847199701e-15,0.003111960795173122,1.2484531632673386e-15,1.1102230246251565e-15,1.1970298893289715e-15,7.053913537507799e-16,0.0003159366306543232,-0.00544952147258615,0.0034887497948239143,reused_B3,True,1.6485181729242142
10432,20.375,1.75,40.43742898041448,40.444771292041025,5.8492598649209615,6.9132556792227415,6.149197452625962,8.295062194304954,4.4592322820878096e-15,0.0031454585320163557,1.2221619841568424e-15,8.881784197001252e-16,1.3187968519647648e-15,6.926868780131649e-16,0.000334007637244782,-0.005382890653166772,0.003444804085753138,reused_B3,True,1.6278327168368862
10464,20.4375,1.8125,40.47517591752626,40.48259428583991,5.87032349983517,6.894879970186096,6.137243665448349,8.266771181100454,3.3841133354750547e-15,0.003178205606932565,1.2791877148356408e-15,8.881784197001252e-16,1.2791877148356408e-15,6.943081028372506e-16,0.00010863892446566492,-0.0053188859989714565,0.0034000866233291327,reused_B3,True,1.6075180482737823
10496,20.5,1.875,40.51109449505919,40.51858708228471,5.8905659531117625,6.877283917627425,6.125894487646825,8.250548329549035,5.2934586624271034e-15,0.003210230929585217,1.1350043582668275e-15,1.4432899320127035e-15,1.3385635779339257e-15,6.836379541088331e-16,0.0005800987893310738,-0.005257353608187798,0.003354742795312969,reused_B3,True,1.5875750322949775
10528,20.5625,1.9375,40.5453289333203,40.55289398950755,5.910044506254605,6.86041008496825,6.115097747553686,8.232563546183226,4.50624519282519e-15,0.0032415759894832636,1.4114495774342279e-15,9.992007221626409e-16,1.4115236177030463e-15,6.940055602185109e-16,0.0006578369240372028,-0.005198143705776426,0.003315144846509367,reused_B3,True,1.5680024133836794
10560,20.625,2.0,40.57797143690935,40.58560727703064,5.928799116120336,,,,3.883679769848693e-15,0.003272274978348208,1.1954516396168625e-15,,,7.423139914757398e-16,,,,new_B4,True,1.550376598739577
10592,20.6875,2.0625,40.60907560086313,40.61678058377481,5.946847635339294,,,,6.5078184947717774e-15,0.0033023528688172544,1.2759307275539065e-15,,,7.046753410445677e-16,,,,new_B4,True,1.5331653936256702
10624,20.75,2.125,40.638770495554105,40.646543063833256,5.964246449393054,,,,4.3091236837791946e-15,0.0033314061295597105,1.6191817870234378e-15,,,7.387893780590236e-16,,,,new_B4,True,1.516178260353782
10656,20.8125,2.1875,40.66705231234149,40.674890925126356,5.980987859171661,,,,4.7838661743763834e-15,0.003358995873774824,1.2502287576070504e-15,,,7.265337919357995e-16,,,,new_B4,False,1.4994235357843393
10688,20.875,2.25,40.69397554213761,40.70187870639231,5.997091774531555,,,,5.308606708059007e-15,0.0033860309497230293,1.1658716187907924e-15,,,7.085833565601261e-16,,,,new_B4,True,1.482907639608145
10720,20.9375,2.3125,40.71966342214523,40.727629711450234,6.012612746551168,,,,4.3757043650990325e-15,0.003412546363123325,1.2944336953823693e-15,,,7.129318927274475e-16,,,,new_B4,True,1.466639210697704
10752,21.0,2.375,40.74415547290627,40.75218349422208,6.02756264669874,,,,3.798398935860629e-15,0.0034385639013926445,1.3919302797098042e-15,,,7.387073736423787e-16,,,,new_B4,False,1.4506287374798967
10784,21.0625,2.4375,40.767532846074516,40.77562125936507,6.041978362899304,,,,5.077001350782288e-15,0.0034641129490597996,1.2607426036591952e-15,,,7.454612973840933e-16,,,,new_B4,True,1.4348852165072605
10816,21.125,2.5,40.789826030452545,40.797973527827565,6.05587234721277,,,,4.23830766361355e-15,0.0034892143941639988,1.2313218060522646e-15,,,7.558531706619303e-16,,,,new_B4,True,1.4194163679931258
10848,21.1875,2.5625,40.81111269415681,40.819318015024116,6.069278649309856,,,,3.2420804887981057e-15,0.0035138964168737164,1.3026512183877168e-15,,,7.451175184280302e-16,,,,new_B4,True,1.404229688395445
10880,21.25,2.625,40.831442370847626,40.839704292229925,6.082216491313435,,,,4.282531761479524e-15,0.0035371626268564833,1.4808195306744e-15,,,7.231416236597971e-16,,,,new_B4,True,1.3893311387396934
10912,21.3125,2.6875,40.85083721947381,40.8591545463772,6.094695559379775,,,,3.0664390483807935e-15,0.003559681457609995,1.381190533994186e-15,,,7.65573713494945e-16,,,,new_B4,True,1.3747308855079041
10944,21.375,2.75,40.86936493543635,40.877736512390285,6.106745236907988,,,,5.804044043391631e-15,0.0035818321096179025,1.2640637146524764e-15,,,7.909205296180495e-16,,,,new_B4,True,1.3604345277679641
10976,21.4375,2.8125,40.887113444462486,40.895538164368446,6.1184071691310375,,,,5.085541995142816e-15,0.003603642895855511,1.3269191962788435e-15,,,7.598743424996362e-16,,,,new_B4,True,1.3599748325137486
11008,21.5,2.875,40.90410720919198,40.91258397693802,6.129691554034876,,,,4.400764830797775e-15,0.0036251290032093797,1.4246807298630565e-15,,,7.972867475450527e-16,,,,new_B4,True,1.3613023579098873
11040,21.5625,2.9375,40.92037882812073,40.928906599672686,6.140613006693994,,,,7.441155501331868e-15,0.0036463176528550847,1.12457115601817e-15,,,7.85499330014318e-16,,,,new_B4,True,1.3623952817833498
11072,21.625,3.0,40.93600305161658,40.94458080808076,6.151206462669531,,,,3.728219926407474e-15,0.003667231237683356,1.2280258357426614e-15,,,7.509781660687809e-16,,,,new_B4,True,1.3632525532754405
11104,21.6875,3.0625,40.95100042357295,40.95962716342131,6.161482374547199,,,,4.091161686229417e-15,0.0036878875957733707,1.4610419345529687e-15,,,8.19018847942772e-16,,,,new_B4,True,1.3638741798101304
11136,21.75,3.125,40.96539217064514,40.97406691596774,6.171448817270547,,,,5.2250552726490365e-15,0.0037069641923581273,1.2171206775225936e-15,,,7.899493465389595e-16,,,,new_B4,True,1.3642584457587101
11168,21.8125,3.1875,40.97922158884176,40.98794338917533,6.181126568335575,,,,5.188699406612002e-15,0.003725710354058431,1.2781120802067263e-15,,,7.530215104429954e-16,,,,new_B4,True,1.365208677370772
11200,21.875,3.25,40.992521729291724,41.001289660673045,6.190531655283996,,,,3.827322056684232e-15,0.003744239032446341,1.1841171192295102e-15,,,7.704092204221039e-16,,,,new_B4,True,1.366477682193277
11232,21.9375,3.3125,41.00533822715204,41.014151393023255,6.199684574369654,,,,7.167228484266265e-15,0.0037625709268577913,1.1528948758116507e-15,,,7.795653322975458e-16,,,,new_B4,True,1.3675205844054286
11264,22.0,3.375,41.01767578040752,41.02653330284515,6.208589309109186,,,,7.227999098376671e-15,0.00378072211323785,1.4799872950115833e-15,,,7.839499606824211e-16,,,,new_B4,True,1.3683378126518995
