iteration,t_M,L,index,singular_value
9568,18.6875,4,16,0.19532823822027415
9568,18.6875,4,17,0.19415923590951673
9568,18.6875,4,18,0.1881376845005685
9568,18.6875,4,19,0.18760612224029535
9568,18.6875,4,20,0.18559742512943492
9568,18.6875,4,21,0.18126910103456617
9568,18.6875,4,22,0.17860708262747715
9568,18.6875,4,23,0.17645589299489162
9568,18.6875,4,24,0.17128821017332047
9568,18.6875,6,0,0.4699672816098539
9568,18.6875,6,1,0.463927043200338
9568,18.6875,6,2,0.4387830341667843
9568,18.6875,6,3,0.43435992763655706
9568,18.6875,6,4,0.4229735831598253
9568,18.6875,6,5,0.41729470018162035
9568,18.6875,6,6,0.39100378741782643
9568,18.6875,6,7,0.3890166492981239
9568,18.6875,6,8,0.3723682210718856
9568,18.6875,6,9,0.36155154198077555
9568,18.6875,6,10,0.3592318620193443
9568,18.6875,6,11,0.33984039171959585
9568,18.6875,6,12,0.3312406101190532
9568,18.6875,6,13,0.33076097733540716
9568,18.6875,6,14,0.3096629547061933
9568,18.6875,6,15,0.298885346446814
9568,18.6875,6,16,0.2910448629504349
9568,18.6875,6,17,0.2905214312596729
9568,18.6875,6,18,0.26988817171211793
9568,18.6875,6,19,0.26940890358984554
9568,18.6875,6,20,0.26931646700271045
9568,18.6875,6,21,0.25939973503689323
9568,18.6875,6,22,0.24833243307616
9568,18.6875,6,23,0.24291323018417021
9568,18.6875,6,24,0.23286294487095482
9568,18.6875,6,25,0.22753200424360553
9568,18.6875,6,26,0.2273924180905449
9568,18.6875,6,27,0.21645965743460008
9568,18.6875,6,28,0.21642611330660128
9568,18.6875,6,29,0.21252138917900087
9568,18.6875,6,30,0.20736806445490236
9568,18.6875,6,31,0.2029359840860775
9568,18.6875,6,32,0.20004507976376232
9568,18.6875,6,33,0.19948114805651282
9568,18.6875,6,34,0.19426200394631016
9568,18.6875,6,35,0.1883432881434546
9568,18.6875,6,36,0.183674232093408
9568,18.6875,6,37,0.1833958416048576
9568,18.6875,6,38,0.18070642889619462
9568,18.6875,6,39,0.1805439180808496
9568,18.6875,6,40,0.17846349845837733
9568,18.6875,6,41,0.17657091899098434
9568,18.6875,6,42,0.17495347941115622
9568,18.6875,6,43,0.17389272341083956
9568,18.6875,6,44,0.17087983634967527
9568,18.6875,6,45,0.17059080265843446
9568,18.6875,6,46,0.16730010213941598
9568,18.6875,6,47,0.16701812761511545
9568,18.6875,6,48,0.16431719249143356
9568,18.6875,8,0,0.4771353927369419
9568,18.6875,8,1,0.4741370080375236
9568,18.6875,8,2,0.4574036935093928
9568,18.6875,8,3,0.45463207686696605
9568,18.6875,8,4,0.4496519448947793
9568,18.6875,8,5,0.44617998587901364
9568,18.6875,8,6,0.42739838223627113
9568,18.6875,8,7,0.42607190883045815
9568,18.6875,8,8,0.41463425764346273
9568,18.6875,8,9,0.4121303972695277
9568,18.6875,8,10,0.41049047109327585
9568,18.6875,8,11,0.39663654752857463
9568,18.6875,8,12,0.3874740208572959
9568,18.6875,8,13,0.3870925067174968
9568,18.6875,8,14,0.37003458555072977
9568,18.6875,8,15,0.36306604678720605
9568,18.6875,8,16,0.3626311659296564
9568,18.6875,8,17,0.3606845957244688
9568,18.6875,8,18,0.34316082123760894
9568,18.6875,8,19,0.33960512162681594
9568,18.6875,8,20,0.33952961558891676
9568,18.6875,8,21,0.3328677183947657
9568,18.6875,8,22,0.31620041242498753
9568,18.6875,8,23,0.31072200725068305
9568,18.6875,8,24,0.30747594885671364
9568,18.6875,8,25,0.3073953246325393
9568,18.6875,8,26,0.2990210546852796
9568,18.6875,8,27,0.28855450595055937
9568,18.6875,8,28,0.28854249797692566
9568,18.6875,8,29,0.2838820452188973
9568,18.6875,8,30,0.27832154284450566
9568,18.6875,8,31,0.2669863133276601
9568,18.6875,8,32,0.2637303086712058
9568,18.6875,8,33,0.2613146181213003
9568,18.6875,8,34,0.2532885133926636
9568,18.6875,8,35,0.25327290280638326
9568,18.6875,8,36,0.25233782954499634
9568,18.6875,8,37,0.24357684156586784
9568,18.6875,8,38,0.2409585421972152
9568,18.6875,8,39,0.24095539199329505
9568,18.6875,8,40,0.2325874015777959
9568,18.6875,8,41,0.23003345625297308
9568,18.6875,8,42,0.222457859997835
9568,18.6875,8,43,0.2212488937981969
9568,18.6875,8,44,0.22014653577787804
9568,18.6875,8,45,0.21488793913014187
9568,18.6875,8,46,0.21393961854656712
9568,18.6875,8,47,0.20846936474316854
9568,18.6875,8,48,0.2084612636109509
9568,18.6875,8,49,0.20846045201618668
9568,18.6875,8,50,0.20249569730027667
9568,18.6875,8,51,0.20249253803382267
9568,18.6875,8,52,0.202381309351492
9568,18.6875,8,53,0.19625250030921174
9568,18.6875,8,54,0.19460312850019784
9568,18.6875,8,55,0.1914596399371373
9568,18.6875,8,56,0.1904983819408578
9568,18.6875,8,57,0.19015225393797944
9568,18.6875,8,58,0.18691309554687002
9568,18.6875,8,59,0.18560256579787965
9568,18.6875,8,60,0.18335464386535058
9568,18.6875,8,61,0.1809679629497373
9568,18.6875,8,62,0.17956238364110766
9568,18.6875,8,63,0.17862792007195102
9568,18.6875,8,64,0.17852459139228863
9568,18.6875,8,65,0.17711247970162491
9568,18.6875,8,66,0.17704237714396456
9568,18.6875,8,67,0.17585429036091116
9568,18.6875,8,68,0.1752464204599562
9568,18.6875,8,69,0.17428827703099442
9568,18.6875,8,70,0.1731295828666361
9568,18.6875,8,71,0.17256949535218255
9568,18.6875,8,72,0.1703953980092966
9568,18.6875,8,73,0.17026638945876987
9568,18.6875,8,74,0.16779939704140054
9568,18.6875,8,75,0.1675587166479994
9568,18.6875,8,76,0.16537602367592097
9568,18.6875,8,77,0.16487194638059516
9568,18.6875,8,78,0.16315143079178213
9568,18.6875,8,79,0.16250280353699448
9568,18.6875,8,80,0.16122585851039417
9600,18.75,2,0,0.40947899444643143
9600,18.75,2,1,0.3640453254362263
9600,18.75,2,2,0.3072189993863457
9600,18.75,2,3,0.2977079592056907
9600,18.75,2,4,0.23488095007037119
9600,18.75,2,5,0.22590784616722726
9600,18.75,2,6,0.21160596971087253
9600,18.75,2,7,0.20845943460971822
9600,18.75,2,8,0.19633088786377764
9600,18.75,4,0,0.4494985185431639
9600,18.75,4,1,0.43474850511164426
9600,18.75,4,2,0.39486759263174953
9600,18.75,4,3,0.38779252535369574
9600,18.75,4,4,0.359753719152199
9600,18.75,4,5,0.35118227740913593
9600,18.75,4,6,0.319742741051839
9600,18.75,4,7,0.3171903595725186
9600,18.75,4,8,0.2971723324945219
9600,18.75,4,9,0.26940793390405077
9600,18.75,4,10,0.2666729426194861
9600,18.75,4,11,0.24816820132205453
9600,18.75,4,12,0.24582995618199202
9600,18.75,4,13,0.24516784380216075
9600,18.75,4,14,0.22954285031549423
9600,18.75,4,15,0.22038958895839653
9600,18.75,4,16,0.19957466980027475
9600,18.75,4,17,0.19829848024303723
9600,18.75,4,18,0.19271521902426683
9600,18.75,4,19,0.19211220039837087
9600,18.75,4,20,0.1899970689333061
9600,18.75,4,21,0.1859722264854875
9600,18.75,4,22,0.1829834712030498
9600,18.75,4,23,0.18106838282004928
9600,18.75,4,24,0.1758816227314225
9600,18.75,6,0,0.46472126304029104
9600,18.75,6,1,0.4586694847174525
9600,18.75,6,2,0.43354530551262316
9600,18.75,6,3,0.42912267059362835
9600,18.75,6,4,0.41800841792666293
9600,18.75,6,5,0.41239038679740536
9600,18.75,6,6,0.38674692013198864
9600,18.75,6,7,0.3847918483149941
9600,18.75,6,8,0.36869733914465525
9600,18.75,6,9,0.3584221626288514
9600,18.75,6,10,0.35613672886236186
9600,18.75,6,11,0.3375382347352345
9600,18.75,6,12,0.32935906493167544
9600,18.75,6,13,0.3288754352296102
9600,18.75,6,14,0.30891111066508586
9600,18.75,6,15,0.2984552169191479
9600,18.75,6,16,0.29107706928169813
9600,18.75,6,17,0.2905370262435041
9600,18.75,6,18,0.27106617635534336
9600,18.75,6,19,0.270516242404209
9600,18.75,6,20,0.27041657916916473
9600,18.75,6,21,0.2608133617254358
9600,18.75,6,22,0.2506977669368203
9600,18.75,6,23,0.24528625755629685
9600,18.75,6,24,0.23552634150428697
9600,18.75,6,25,0.2305400777565614
9600,18.75,6,26,0.2303833274513751
9600,18.75,6,27,0.22000121775072734
9600,18.75,6,28,0.2199616725204116
9600,18.75,6,29,0.21633807413534387
9600,18.75,6,30,0.21111582741935284
9600,18.75,6,31,0.20719856118530738
9600,18.75,6,32,0.204193325210167
9600,18.75,6,33,0.20334297941151627
9600,18.75,6,34,0.19846202299236723
9600,18.75,6,35,0.19257834824550363
9600,18.75,6,36,0.18844435206460577
9600,18.75,6,37,0.18811924310047218
9600,18.75,6,38,0.18559785264694825
9600,18.75,6,39,0.1854037029947329
9600,18.75,6,40,0.1833430711995821
9600,18.75,6,41,0.18155911456789273
9600,18.75,6,42,0.17972530826560512
9600,18.75,6,43,0.17877569734036702
9600,18.75,6,44,0.17560136642304688
9600,18.75,6,45,0.17541210006401692
9600,18.75,6,46,0.17207465679987002
9600,18.75,6,47,0.1717116688753948
9600,18.75,6,48,0.16906278625906518
9600,18.75,8,0,0.47194250013543887
9600,18.75,8,1,0.4689166657147248
9600,18.75,8,2,0.4520553941013652
9600,18.75,8,3,0.4492252728532739
9600,18.75,8,4,0.44432012778124175
9600,18.75,8,5,0.44081012074226406
9600,18.75,8,6,0.4221844373403749
9600,18.75,8,7,0.42086077901641233
9600,18.75,8,8,0.40960074673127655
9600,18.75,8,9,0.40723899588629675
9600,18.75,8,10,0.40561784640624915
9600,18.75,8,11,0.39210152041504776
9600,18.75,8,12,0.38320909371621237
9600,18.75,8,13,0.3828330397619084
9600,18.75,8,14,0.36644080661699435
9600,18.75,8,15,0.35975554665074316
9600,18.75,8,16,0.3593234467130897
9600,18.75,8,17,0.35737328535656016
9600,18.75,8,18,0.34077615629796
9600,18.75,8,19,0.33728709760121306
9600,18.75,8,20,0.33721017519523117
9600,18.75,8,21,0.3308128103463813
9600,18.75,8,22,0.3151982257172424
9600,18.75,8,23,0.3098411569576168
9600,18.75,8,24,0.30672080992890866
9600,18.75,8,25,0.3066366810636979
9600,18.75,8,26,0.298624669713881
9600,18.75,8,27,0.28876741774690384
9600,18.75,8,28,0.28875424874511674
9600,18.75,8,29,0.2845397686786226
9600,18.75,8,30,0.2790571902794801
9600,18.75,8,31,0.2681487319434124
9600,18.75,8,32,0.2654558022281614
9600,18.75,8,33,0.2630025463590373
9600,18.75,8,34,0.2552235691992473
9600,18.75,8,35,0.2552058851029196
9600,18.75,8,36,0.2543880612221798
9600,18.75,8,37,0.24586402213535063
9600,18.75,8,38,0.24352501691146647
9600,18.75,8,39,0.2435213329473635
9600,18.75,8,40,0.235739034993723
9600,18.75,8,41,0.23310832760735967
9600,18.75,8,42,0.22574683569429824
9600,18.75,8,43,0.22489597795553645
9600,18.75,8,44,0.22371309263748404
9600,18.75,8,45,0.2183082842990741
9600,18.75,8,46,0.21771415691819038
9600,18.75,8,47,0.2123830806218126
9600,18.75,8,48,0.212372074892927
9600,18.75,8,49,0.21226174188201333
9600,18.75,8,50,0.20667389723847868
9600,18.75,8,51,0.20667027499949772
9600,18.75,8,52,0.20626437127305608
9600,18.75,8,53,0.20078127176963753
9600,18.75,8,54,0.1990183939694346
9600,18.75,8,55,0.19615383850644724
9600,18.75,8,56,0.1950958296691632
9600,18.75,8,57,0.19459984875170766
9600,18.75,8,58,0.19154322855087846
9600,18.75,8,59,0.1900363392675453
9600,18.75,8,60,0.18794149870087487
9600,18.75,8,61,0.18541144359639383
9600,18.75,8,62,0.1841336108788448
9600,18.75,8,63,0.18360054952231483
9600,18.75,8,64,0.1834748613037866
9600,18.75,8,65,0.18214223048216818
9600,18.75,8,66,0.18205565904445664
9600,18.75,8,67,0.1804210111908203
9600,18.75,8,68,0.18030494971154074
9600,18.75,8,69,0.17939442359649974
9600,18.75,8,70,0.17809217246554945
9600,18.75,8,71,0.1775903514500286
9600,18.75,8,72,0.17529455541845496
9600,18.75,8,73,0.17522653777030295
9600,18.75,8,74,0.17270320998895386
9600,18.75,8,75,0.17240325896572095
9600,18.75,8,76,0.17023123979760316
9600,18.75,8,77,0.16967423184117678
9600,18.75,8,78,0.1679689015466903
9600,18.75,8,79,0.1672777780595372
9600,18.75,8,80,0.16601848324402405
9632,18.8125,2,0,0.40580010580768194
9632,18.8125,2,1,0.36160898763309784
9632,18.8125,2,2,0.3065868717553518
9632,18.8125,2,3,0.29721000090074334
9632,18.8125,2,4,0.23679151486870115
9632,18.8125,2,5,0.22781820205373157
9632,18.8125,2,6,0.2145551032707854
9632,18.8125,2,7,0.2112967375851473
9632,18.8125,2,8,0.19945326565474902
9632,18.8125,4,0,0.44510290182309203
9632,18.8125,4,1,0.43054320142712366
9632,18.8125,4,2,0.3913119471234294
9632,18.8125,4,3,0.3843513757851284
9632,18.8125,4,4,0.35728323884512264
9632,18.8125,4,5,0.3488679374530834
9632,18.8125,4,6,0.31864041373960483
9632,18.8125,4,7,0.3160959999970213
9632,18.8125,4,8,0.2968329262266842
9632,18.8125,4,9,0.2702473556635032
9632,18.8125,4,10,0.2674768463535093
9632,18.8125,4,11,0.2496453573810333
9632,18.8125,4,12,0.24762114556651305
9632,18.8125,4,13,0.24692115056791936
9632,18.8125,4,14,0.23198197704361415
9632,18.8125,4,15,0.2228991138963133
9632,18.8125,4,16,0.20303329251346577
9632,18.8125,4,17,0.20166116999602435
9632,18.8125,4,18,0.1964437310804418
9632,18.8125,4,19,0.19577453059733085
9632,18.8125,4,20,0.1935575751678173
9632,18.8125,4,21,0.18978618775878645
9632,18.8125,4,22,0.18652757255650562
9632,18.8125,4,23,0.1848094791143896
9632,18.8125,4,24,0.179608444817133
9632,18.8125,6,0,0.46026312819731036
9632,18.8125,6,1,0.4542181338960726
9632,18.8125,6,2,0.4291789539514502
9632,18.8125,6,3,0.4247686818224
9632,18.8125,6,4,0.41389738847910845
9632,18.8125,6,5,0.4083378122839067
9632,18.8125,6,6,0.3832705658894155
9632,18.8125,6,7,0.3813419810347967
9632,18.8125,6,8,0.3657070798752878
9632,18.8125,6,9,0.3558762120831915
9632,18.8125,6,10,0.35361666426553034
9632,18.8125,6,11,0.33565731900791324
9632,18.8125,6,12,0.327832959304873
9632,18.8125,6,13,0.3273442773301168
9632,18.8125,6,14,0.308278843887275
9632,18.8125,6,15,0.2980736535833466
9632,18.8125,6,16,0.29109023144680246
9632,18.8125,6,17,0.29053384276752775
9632,18.8125,6,18,0.271977837722332
9632,18.8125,6,19,0.2713879525787057
9632,18.8125,6,20,0.2712812925702594
9632,18.8125,6,21,0.26190907476193936
9632,18.8125,6,22,0.252561662055512
9632,18.8125,6,23,0.24715165558600785
9632,18.8125,6,24,0.23762150481260258
9632,18.8125,6,25,0.2329557357677662
9632,18.8125,6,26,0.2327824712421928
9632,18.8125,6,27,0.2228454681403632
9632,18.8125,6,28,0.22279987902718765
9632,18.8125,6,29,0.21939550539543975
9632,18.8125,6,30,0.21411419087483125
9632,18.8125,6,31,0.21062789957769998
9632,18.8125,6,32,0.20752417863920478
9632,18.8125,6,33,0.20643372767065227
9632,18.8125,6,34,0.20183338682862254
9632,18.8125,6,35,0.19598122596258752
9632,18.8125,6,36,0.1923313780070987
9632,18.8125,6,37,0.19196153061083723
9632,18.8125,6,38,0.1895859735580905
9632,18.8125,6,39,0.18936066835752555
9632,18.8125,6,40,0.18730830764906903
9632,18.8125,6,41,0.1856193387346697
9632,18.8125,6,42,0.18360199832550556
9632,18.8125,6,43,0.18274829611060656
9632,18.8125,6,44,0.1794368431134066
9632,18.8125,6,45,0.17933330792969124
9632,18.8125,6,46,0.17595787397296725
9632,18.8125,6,47,0.1755257575084896
9632,18.8125,6,48,0.17292358244588094
9632,18.8125,8,0,0.46750866805361413
9632,18.8125,8,1,0.46446829226423175
9632,18.8125,8,2,0.4475477361786746
9632,18.8125,8,3,0.4446822840057041
9632,18.8125,8,4,0.4398483188337184
9632,18.8125,8,5,0.4363202167832764
9632,18.8125,8,6,0.41787222090752474
9632,18.8125,8,7,0.41655549642975703
9632,18.8125,8,8,0.40546498130719827
9632,18.8125,8,9,0.40322014077848334
9632,18.8125,8,10,0.40161710893187563
9632,18.8125,8,11,0.3883951195514346
9632,18.8125,8,12,0.3797408670706471
9632,18.8125,8,13,0.379369696044406
9632,18.8125,8,14,0.3635293951559268
9632,18.8125,8,15,0.35707354440194167
9632,18.8125,8,16,0.356642966661851
9632,18.8125,8,17,0.35468677011781774
9632,18.8125,8,18,0.3388399758779081
9632,18.8125,8,19,0.33541389834907326
9632,18.8125,8,20,0.3353357113369697
9632,18.8125,8,21,0.3291350630048909
9632,18.8125,8,22,0.3143693340488846
9632,18.8125,8,23,0.30910280122134837
9632,18.8125,8,24,0.3060992047188005
9632,18.8125,8,25,0.306011642438701
9632,18.8125,8,26,0.29826528419533216
9632,18.8125,8,27,0.2889167384461203
9632,18.8125,8,28,0.2889024462909789
9632,18.8125,8,29,0.2850310683574816
9632,18.8125,8,30,0.27960498847953746
9632,18.8125,8,31,0.26903095795151827
9632,18.8125,8,32,0.2667993397087223
9632,18.8125,8,33,0.2643102302456615
9632,18.8125,8,34,0.25675473899338164
9632,18.8125,8,35,0.256734969064816
9632,18.8125,8,36,0.25597841073206873
9632,18.8125,8,37,0.24764358157486016
9632,18.8125,8,38,0.24556011085343932
9632,18.8125,8,39,0.24555585150012998
9632,18.8125,8,40,0.23824044733077837
9632,18.8125,8,41,0.2355419700810642
9632,18.8125,8,42,0.228348623166736
9632,18.8125,8,43,0.22780517714586315
9632,18.8125,8,44,0.22654990582565007
9632,18.8125,8,45,0.2210181815085575
9632,18.8125,8,46,0.2207137837465397
9632,18.8125,8,47,0.21552869374882316
9632,18.8125,8,48,0.21551548405147974
9632,18.8125,8,49,0.2152852123732329
9632,18.8125,8,50,0.21003605865475453
9632,18.8125,8,51,0.21003165436211754
9632,18.8125,8,52,0.20935702174456303
9632,18.8125,8,53,0.20443743311283347
9632,18.8125,8,54,0.2025749397441998
9632,18.8125,8,55,0.1999537489744291
9632,18.8125,8,56,0.19880879452888703
9632,18.8125,8,57,0.1981794917193755
9632,18.8125,8,58,0.19527847929062597
9632,18.8125,8,59,0.1936071647843239
9632,18.8125,8,60,0.1916433681843211
9632,18.8125,8,61,0.1889930262883762
9632,18.8125,8,62,0.18782446787860133
9632,18.8125,8,63,0.1876572733157457
9632,18.8125,8,64,0.18750906683619376
9632,18.8125,8,65,0.18624785612800102
9632,18.8125,8,66,0.18614438870259578
9632,18.8125,8,67,0.1844276694743606
9632,18.8125,8,68,0.1841108194761052
9632,18.8125,8,69,0.1835600547681541
9632,18.8125,8,70,0.18213418896448272
9632,18.8125,8,71,0.18168364086769465
9632,18.8125,8,72,0.17928330087529795
9632,18.8125,8,73,0.17926857733008383
9632,18.8125,8,74,0.17669817557785605
9632,18.8125,8,75,0.1763467873792136
9632,18.8125,8,76,0.17418603136498842
9632,18.8125,8,77,0.17358344194285488
9632,18.8125,8,78,0.17189304530664806
9632,18.8125,8,79,0.17116568774044422
9632,18.8125,8,80,0.16992315446826603
9664,18.875,2,0,0.40260070066915477
9664,18.875,2,1,0.3594927336488351
9664,18.875,2,2,0.3060372626215733
9664,18.875,2,3,0.2967742865679124
9664,18.875,2,4,0.23842926735121164
9664,18.875,2,5,0.22945342351312903
9664,18.875,2,6,0.2170745890372762
9664,18.875,2,7,0.21371709885861628
9664,18.875,2,8,0.20210726425674755
9664,18.875,4,0,0.4412483578399944
9664,18.875,4,1,0.4268718317314523
9664,18.875,4,2,0.3882500772509482
9664,18.875,4,3,0.381389013549399
9664,18.875,4,4,0.35515913841809854
9664,18.875,4,5,0.3468773599021571
9664,18.875,4,6,0.31769128471719665
9664,18.875,4,7,0.31515359851323493
9664,18.875,4,8,0.2965222941048651
9664,18.875,4,9,0.27095135583395397
9664,18.875,4,10,0.2681493698400453
9664,18.875,4,11,0.2508780045779616
9664,18.875,4,12,0.249131155829528
9664,18.875,4,13,0.24839675161362942
9664,18.875,4,14,0.23402710643750654
9664,18.875,4,15,0.2250061162754195
9664,18.875,4,16,0.2059873753785391
9664,18.875,4,17,0.20452797149957505
