iteration,t_M,field,L,top2_nodes_squared_norm_fraction,top2_nodes_physical_area_fraction,top10_nodes_squared_norm_fraction,node1_index,node1_theta_deg,node1_phi_deg,node1_residual,node2_index,node2_theta_deg,node2_phi_deg,node2_residual
9888,19.3125,abs_npsigma,8,0.1393601738067261,0.003007675768436576,0.35486713761164645,1224,90.0,0.0,-0.02219610280723086,1260,90.0,180.0,-0.022196098936578736
9920,19.375,repsi2,8,0.17373999528209177,0.002011829290101331,0.37109535205762867,1271,90.0,235.0,-0.24417584021674066,1235,90.0,55.0,-0.24417583982110957
9920,19.375,impsi2,8,0.05714308458344355,0.0029166733466558445,0.2315624181952385,1117,79.71428571428571,185.0,0.06079151265600241,1369,100.28571428571429,5.0,-0.06079151251642273
9920,19.375,abs_npsigma,8,0.17146878258412385,0.0029407240195533924,0.36313360553244045,1224,90.0,0.0,-0.024227961747213166,1260,90.0,180.0,-0.02422795824242011
9952,19.4375,repsi2,8,0.17424540283910844,0.002039874774776589,0.29437390724278145,1271,90.0,235.0,-0.2140073713636348,1235,90.0,55.0,-0.21400737102452383
9952,19.4375,impsi2,8,0.052775719812800326,0.0028622197212635676,0.23250385275596522,1117,79.71428571428571,185.0,0.05758015124666954,1369,100.28571428571429,5.0,-0.05758015111337017
9952,19.4375,abs_npsigma,8,0.2076575953073178,0.002874034080251385,0.3771371392928397,1224,90.0,0.0,-0.026429807186159823,1260,90.0,180.0,-0.02642980396001224
9984,19.5,repsi2,8,0.19776823155270445,0.0020669461921651667,0.3007283601302987,1271,90.0,235.0,-0.2288106837568069,1235,90.0,55.0,-0.22881068345750366
9984,19.5,impsi2,8,0.051844562855711235,0.002919433450324269,0.22309424825186439,1370,100.28571428571429,10.0,-0.0552683624854709,1406,100.28571428571429,190.0,-0.055268362346494904
9984,19.5,abs_npsigma,8,0.23621401989237154,0.00280770145368181,0.4037625088891277,1224,90.0,0.0,-0.027966956808814586,1260,90.0,180.0,-0.02796695380422289
10016,19.5625,repsi2,8,0.22759836272208378,0.0020930931505100782,0.387951220894065,1271,90.0,235.0,-0.25028812866759464,1235,90.0,55.0,-0.2502881284006757
10016,19.5625,impsi2,8,0.05424804190647299,0.002873873822827416,0.20940537690906944,1370,100.28571428571429,10.0,-0.05575467673589807,1406,100.28571428571429,190.0,-0.055754676602237346
10016,19.5625,abs_npsigma,8,0.24094797728551734,0.0027418125135317962,0.41625314023574017,1224,90.0,0.0,-0.027744473369864867,1260,90.0,180.0,-0.02774447055458616
10048,19.625,repsi2,8,0.16583620916451514,0.002346106659940102,0.3303471951189804,1270,90.0,230.0,0.18570569252305358,1234,90.0,50.0,0.18570569251528268
10048,19.625,impsi2,8,0.054191445776818684,0.002827913232641007,0.20728867665919196,1370,100.28571428571429,10.0,-0.055015554375897974,1118,79.71428571428571,190.0,0.055015554256640814
10048,19.625,abs_npsigma,8,0.23984730761895598,0.00267647175936285,0.4256289845208328,1224,90.0,0.0,-0.02729632740508762,1260,90.0,180.0,-0.027296324770909524
10080,19.6875,repsi2,8,0.0991727035134065,0.0019116340524189526,0.22312863883009124,1236,90.0,60.0,0.13162461619633636,1272,90.0,240.0,0.13162461579626505
10080,19.6875,impsi2,8,0.05139851953666707,0.00278155480656219,0.21255850645303262,1370,100.28571428571429,10.0,-0.05292626592873112,1118,79.71428571428571,190.0,0.05292626583542301
10080,19.6875,abs_npsigma,8,0.23196261075861202,0.0026118072527135617,0.43231215525433536,1224,90.0,0.0,-0.02659077380427388,1260,90.0,180.0,-0.026590771345433008
10112,19.75,repsi2,8,0.18835850051375358,0.0019402974010586944,0.29060636428516373,1236,90.0,60.0,0.19264089956052288,1272,90.0,240.0,0.19264089921600758
10112,19.75,impsi2,8,0.046214291616163965,0.002734811145074972,0.21063598855803498,1370,100.28571428571429,10.0,-0.04962196990949255,1118,79.71428571428571,190.0,0.04962196983903225
10112,19.75,abs_npsigma,8,0.22328940310385786,0.002547944016588542,0.4213546068894101,1224,90.0,0.0,-0.025597303555775858,1260,90.0,180.0,-0.02559730127021087
10144,19.8125,repsi2,8,0.1943123815456776,0.0019679944099236053,0.306346982650466,1236,90.0,60.0,0.20278151474580008,1272,90.0,240.0,0.20278151444939008
10144,19.8125,impsi2,8,0.0484141708465692,0.0027902536024137334,0.20122001591732244,1371,100.28571428571429,15.0,-0.049365627180831206,1407,100.28571428571429,195.0,-0.049365627112589655
10144,19.8125,abs_npsigma,8,0.20804742240178772,0.0024849954395081467,0.41341791723143195,1224,90.0,0.0,-0.02433963194294487,1260,90.0,180.0,-0.024339629806665937
10176,19.875,repsi2,8,0.04188781542874161,0.0028038945466895603,0.14164591647825564,1262,90.0,190.0,-0.06968350020394065,1226,90.0,10.0,-0.06968350009584379
10176,19.875,impsi2,8,0.04970004385844118,0.0027511616237851965,0.18914672738811789,1371,100.28571428571429,15.0,-0.0494826822836521,1407,100.28571428571429,195.0,-0.049482682220439944
10176,19.875,abs_npsigma,8,0.1856913947203283,0.002423086924119091,0.4115692044588555,1224,90.0,0.0,-0.022854704108165563,1260,90.0,180.0,-0.022854702096733022
10208,19.9375,repsi2,8,0.058521833804249614,0.0020206327777003647,0.20871946981289155,1236,90.0,60.0,0.0943530871902214,1272,90.0,240.0,0.09435308696403988
10208,19.9375,impsi2,8,0.048804657231736506,0.0027114447509053,0.1965592647266693,1371,100.28571428571429,15.0,-0.04849092671049951,1407,100.28571428571429,195.0,-0.048490926651176214
10208,19.9375,abs_npsigma,8,0.1835749394889949,0.0025760934282465456,0.4190324067786035,1225,90.0,5.0,-0.021872169920511553,1261,90.0,185.0,-0.021872167161107438
10240,20.0,repsi2,8,0.1270635157644922,0.0018344123866474772,0.32371319924628505,1237,90.0,65.0,0.14824350831979527,1273,90.0,245.0,0.14824350811847653
10240,20.0,impsi2,8,0.045670405823673516,0.0026711182001908323,0.19924016191493202,1371,100.28571428571429,15.0,-0.04630747956390904,1407,100.28571428571429,195.0,-0.046307479507805255
10240,20.0,abs_npsigma,8,0.22501719813052862,0.0025185597423957808,0.44232554379708205,1225,90.0,5.0,-0.02460384376208562,1261,90.0,185.0,-0.024603841103222186
10272,20.0625,repsi2,8,0.2351648163891484,0.0018623348032775547,0.3857189189456392,1237,90.0,65.0,0.2078929950923165,1273,90.0,245.0,0.20789299492292135
10272,20.0625,impsi2,8,0.04472163994482817,0.002716249310571752,0.19464813444381152,1372,100.28571428571429,20.0,-0.0446135201331532,1408,100.28571428571429,200.0,-0.04461352013038333
10272,20.0625,abs_npsigma,8,0.2669265215995042,0.002461558339763588,0.47296498321792463,1225,90.0,5.0,-0.027571100868539204,1261,90.0,185.0,-0.02757109830531335
10304,20.125,repsi2,8,0.031705796710007284,0.002597156219732975,0.12260345202741152,1262,90.0,190.0,-0.05320474374404127,1226,90.0,10.0,-0.0532047436680787
10304,20.125,impsi2,8,0.046916149865805015,0.0026829722723173965,0.1863404889456874,1372,100.28571428571429,20.0,-0.045157696805786685,1408,100.28571428571429,200.0,-0.045157696804663694
10304,20.125,abs_npsigma,8,0.31545135285618303,0.002405216714232301,0.48292638412673766,1225,90.0,5.0,-0.030443862886325546,1261,90.0,185.0,-0.030443860435901377
10336,20.1875,repsi2,8,0.05018821378833996,0.0019156139521940068,0.14495225381274673,1237,90.0,65.0,0.07788145329339735,1273,90.0,245.0,0.0778814531815184
10336,20.1875,impsi2,8,0.04714156012651236,0.002648932251776164,0.1811785601555533,1408,100.28571428571429,200.0,-0.04474937944136939,1372,100.28571428571429,20.0,-0.044749379441181514
10336,20.1875,abs_npsigma,8,0.30132533948356693,0.002349666220752472,0.46477903826566486,1225,90.0,5.0,-0.029164648226644017,1261,90.0,185.0,-0.029164645913971006
10368,20.25,repsi2,8,0.08317790820525733,0.0019411007674310884,0.18216046303821135,1237,90.0,65.0,0.09889011791317692,1273,90.0,245.0,0.09889011782475099
10368,20.25,impsi2,8,0.04526942569405503,0.0026141450880166547,0.18713247874821237,1408,100.28571428571429,200.0,-0.04336243737556178,1372,100.28571428571429,20.0,-0.0433624373742508
10368,20.25,abs_npsigma,8,0.2772347541245918,0.0022950158309468106,0.45005404238333435,1225,90.0,5.0,-0.027631631106362,1261,90.0,185.0,-0.0276316289566768
10400,20.3125,repsi2,8,0.11337939285238807,0.0019658033548292197,0.2540865050165582,1237,90.0,65.0,0.11485179277864743,1273,90.0,245.0,0.1148517927110011
10400,20.3125,impsi2,8,0.04147913329502967,0.0025786466277805528,0.18650771752533468,1408,100.28571428571429,200.0,-0.0410242469490166,1372,100.28571428571429,20.0,-0.041024246946961884
10400,20.3125,abs_npsigma,8,0.24482448262523263,0.002241365970463267,0.44819443753599075,1225,90.0,5.0,-0.02590336743236319,1261,90.0,185.0,-0.02590336546542226
10432,20.375,repsi2,8,0.13732309856443825,0.0019897153177590565,0.28910024808478724,1237,90.0,65.0,0.1256330524725695,1273,90.0,245.0,0.12563305242375056
10432,20.375,impsi2,8,0.04219546525528357,0.002621060140008117,0.18208932336624817,1409,100.28571428571429,205.0,-0.04025781316964788,1373,100.28571428571429,25.0,-0.040257813137050014
10432,20.375,abs_npsigma,8,0.20697762722641735,0.002188805640909416,0.45137698630828166,1225,90.0,5.0,-0.024040588262055296,1261,90.0,185.0,-0.02404058649285614
10464,20.4375,repsi2,8,0.07804034725237127,0.0018240451165941734,0.1957421593529469,1274,90.0,250.0,0.09372903450519154,1238,90.0,70.0,0.09372903449510117
10464,20.4375,impsi2,8,0.043523190658081495,0.0025919836379337527,0.17171323739860553,1409,100.28571428571429,205.0,-0.040367536669132065,1373,100.28571428571429,25.0,-0.04036753663977943
10464,20.4375,abs_npsigma,8,0.1771155843487355,0.002137416610229814,0.4312479318082358,1225,90.0,5.0,-0.02210647425346402,1261,90.0,185.0,-0.022106472682646698
10496,20.5,repsi2,8,0.04478548985052309,0.002717776815062061,0.14128592988566552,1229,90.0,25.0,-0.05416549702856832,1265,90.0,205.0,-0.05416549693253536
10496,20.5,impsi2,8,0.043090526944341394,0.002562071371310649,0.17109753812771,1409,100.28571428571429,205.0,-0.03961726738239446,1373,100.28571428571429,25.0,-0.03961726735636578
10496,20.5,abs_npsigma,8,0.21198315133601653,0.0022889651349159825,0.4258543919347371,1226,90.0,10.0,-0.023296403922942112,1262,90.0,190.0,-0.02329640256124332
10528,20.5625,repsi2,8,0.05094752179187504,0.0026847548699902696,0.1422935768192983,1229,90.0,25.0,-0.05432031101767243,1265,90.0,205.0,-0.054320310930420446
10528,20.5625,impsi2,8,0.04072472754655845,0.002531353917188885,0.17406742387104637,1409,100.28571428571429,205.0,-0.038000905759006276,1373,100.28571428571429,25.0,-0.038000905736348095
10528,20.5625,abs_npsigma,8,0.2557677580854973,0.0022394447952443367,0.4416899113035899,1226,90.0,10.0,-0.026179065737579,1262,90.0,190.0,-0.02617906455799229
10560,20.625,repsi2,8,0.06152904822542832,0.0026507951154565064,0.17366574754146588,1229,90.0,25.0,-0.057248835306477064,1265,90.0,205.0,-0.05724883523015323
10560,20.625,impsi2,8,0.036561645847437964,0.0024998716675305346,0.17109598611255633,1409,100.28571428571429,205.0,-0.03555567483857783,1373,100.28571428571429,25.0,-0.035555674819382266
10560,20.625,abs_npsigma,8,0.2938872814352788,0.002190744849956942,0.47551872100856607,1226,90.0,10.0,-0.029093816544986717,1262,90.0,190.0,-0.029093815548293975
10592,20.6875,repsi2,8,0.04313614343137643,0.002492733849934998,0.1616282035216396,1228,90.0,20.0,-0.048904969155334044,1264,90.0,200.0,-0.04890496909595998
10592,20.6875,impsi2,8,0.038841282712367704,0.0025390308098248923,0.16493766231846235,1410,100.28571428571429,210.0,-0.03564331360483303,1086,79.71428571428571,30.0,0.03564331358910616
10592,20.6875,abs_npsigma,8,0.324582689645694,0.002142956030906865,0.491080762385229,1226,90.0,10.0,-0.03138432001171249,1262,90.0,190.0,-0.031384319183975315
10624,20.75,repsi2,8,0.04943472690004341,0.002450426564043524,0.18909539676035753,1228,90.0,20.0,-0.0525088708260788,1264,90.0,200.0,-0.05250887077783872
10624,20.75,impsi2,8,0.03962158365698505,0.002513457976181355,0.15521304048756568,1410,100.28571428571429,210.0,-0.03544712353002166,1086,79.71428571428571,30.0,0.03544712351588719
10624,20.75,abs_npsigma,8,0.2985126134467224,0.0020961458497193966,0.4581006992468744,1226,90.0,10.0,-0.029405349029933588,1262,90.0,190.0,-0.029405348362813194
10656,20.8125,repsi2,8,0.042487676583213375,0.002407930645008641,0.17531468704782882,1228,90.0,20.0,-0.04843271792887793,1264,90.0,200.0,-0.048432717891323085
10656,20.8125,impsi2,8,0.0387938028742858,0.002487019242497762,0.16169843326099084,1410,100.28571428571429,210.0,-0.0345335761873129,1086,79.71428571428571,30.0,0.0345335761754022
10656,20.8125,abs_npsigma,8,0.26388164486185917,0.002050384062786509,0.44032525584691906,1226,90.0,10.0,-0.027364466510057903,1262,90.0,190.0,-0.027364465998527064
10688,20.875,repsi2,8,0.0465885083240204,0.002506929067030756,0.1592816681715095,1229,90.0,25.0,-0.0463602706013686,1265,90.0,205.0,-0.046360270570539486
10688,20.875,impsi2,8,0.03655998715953459,0.0024597519681099113,0.1644342867224192,1410,100.28571428571429,210.0,-0.03302425070583115,1086,79.71428571428571,30.0,0.03302425069648274
10688,20.875,abs_npsigma,8,0.22357960827091997,0.0020057269341344003,0.44129523979949115,1226,90.0,10.0,-0.025307980841183242,1262,90.0,190.0,-0.02530798047411959
10720,20.9375,repsi2,8,0.05501133895511207,0.002469351658623013,0.17672455325846428,1229,90.0,25.0,-0.04853391742025681,1265,90.0,205.0,-0.04853391740146806
10720,20.9375,impsi2,8,0.03686993001456093,0.002488761614058908,0.16378810059051918,1411,100.28571428571429,215.0,-0.03228028490763579,1087,79.71428571428571,35.0,0.0322802849071987
10720,20.9375,abs_npsigma,8,0.18778171873267746,0.001962221779732023,0.43043107219540566,1226,90.0,10.0,-0.023273217881055956,1262,90.0,190.0,-0.023273217659576254
10752,21.0,repsi2,8,0.05434552135577478,0.0024313184774344336,0.17805947291898727,1229,90.0,25.0,-0.048222142959682524,1265,90.0,205.0,-0.048222142952269786
10752,21.0,impsi2,8,0.03895886598521751,0.0024670824804859082,0.15639894072142502,1411,100.28571428571429,215.0,-0.03265494825063253,1087,79.71428571428571,35.0,0.03265494825037191
10752,21.0,abs_npsigma,8,0.18579157684031963,0.0021054369351889007,0.4076806973574318,1227,90.0,15.0,-0.022122578062252426,1263,90.0,195.0,-0.022122578005857926
10784,21.0625,repsi2,8,0.055134698251708254,0.002392933707121895,0.16613391066954467,1265,90.0,205.0,-0.04924317256077315,1229,90.0,25.0,-0.04924317255523292
10784,21.0625,impsi2,8,0.03967980506517699,0.0024444923245164852,0.1560230937156693,1123,79.71428571428571,215.0,0.03244613679551661,1375,100.28571428571429,35.0,-0.032446136795430736
10784,21.0625,abs_npsigma,8,0.22107010010048006,0.0020626031432142734,0.41533026969311526,1263,90.0,195.0,-0.024503202790109858,1227,90.0,15.0,-0.02450320274271343
10816,21.125,repsi2,8,0.04663823497700051,0.002480026424591237,0.16804541083954896,1266,90.0,210.0,-0.04415976294881441,1230,90.0,30.0,-0.04415976293424473
10816,21.125,impsi2,8,0.038760717429366355,0.0024210249321696036,0.16496685095736466,1123,79.71428571428571,215.0,0.03159635568312852,1375,100.28571428571429,35.0,-0.031596355682478316
10816,21.125,abs_npsigma,8,0.24898893849682643,0.002020661943748121,0.445261569320072,1263,90.0,195.0,-0.026769136420210133,1227,90.0,15.0,-0.02676913627434844
10848,21.1875,repsi2,8,0.05212704926592296,0.0024465269175227133,0.17246126914685406,1266,90.0,210.0,-0.0465936152017703,1230,90.0,30.0,-0.04659361517987115
10848,21.1875,impsi2,8,0.036423002891439404,0.00239671646426902,0.16975567216298104,1123,79.71428571428571,215.0,0.030176144164002272,1375,100.28571428571429,35.0,-0.03017614416230624
10848,21.1875,abs_npsigma,8,0.28052830949906554,0.0019796688057583823,0.45361975713680697,1263,90.0,195.0,-0.028903587945179745,1227,90.0,15.0,-0.028903587710461896
10880,21.25,repsi2,8,0.06432300544476142,0.002412453428860666,0.18436005692319327,1266,90.0,210.0,-0.0502624710313071,1230,90.0,30.0,-0.0502624710019659
10880,21.25,impsi2,8,0.03814373435008588,0.002421822592864164,0.16709345507810572,1376,100.28571428571429,40.0,-0.030123275930598825,1124,79.71428571428571,220.0,0.030123275927706195
10880,21.25,abs_npsigma,8,0.30841680137244815,0.001939662168818429,0.45499443955987384,1263,90.0,195.0,-0.03088937760397203,1227,90.0,15.0,-0.030889377290446527
10912,21.3125,repsi2,8,0.06340506715349332,0.0023779002650524315,0.22592158832208825,1266,90.0,210.0,-0.048201522875263025,1230,90.0,30.0,-0.0482015228389745
10912,21.3125,impsi2,8,0.03947012343047462,0.002402692854560704,0.15769121100877231,1376,100.28571428571429,40.0,-0.030211092611427404,1124,79.71428571428571,220.0,0.030211092609322643
10912,21.3125,abs_npsigma,8,0.28475284068604817,0.0019006856439092237,0.4521618121684072,1263,90.0,195.0,-0.02958562752937701,1227,90.0,15.0,-0.02958562714753331
10944,21.375,repsi2,8,0.04834332992622287,0.0024530413160158727,0.15236918924632023,1267,90.0,215.0,-0.03681532738094195,1231,90.0,35.0,-0.03681532736682147
10944,21.375,impsi2,8,0.03961850243116697,0.002382653694517418,0.1561325602440781,1376,100.28571428571429,40.0,-0.02984065398264557,1124,79.71428571428571,220.0,0.029840653981767107
10944,21.375,abs_npsigma,8,0.2441110870983776,0.0018627700006756164,0.44741090200849104,1263,90.0,195.0,-0.027435891643852364,1227,90.0,15.0,-0.027435891202863234
10976,21.4375,repsi2,8,0.036615578206257784,0.002423311052757512,0.14663076094554986,1267,90.0,215.0,-0.03096916927849125,1231,90.0,35.0,-0.03096916926055071
10976,21.4375,impsi2,8,0.03797110674796563,0.002361741140329226,0.16366342562877703,1124,79.71428571428571,220.0,0.028789394516541833,1376,100.28571428571429,40.0,-0.02878939451577417
10976,21.4375,abs_npsigma,8,0.21467270439712366,0.0018259399818150732,0.41740510771996303,1263,90.0,195.0,-0.025350659288987012,1227,90.0,15.0,-0.025350658799265326
11008,21.5,repsi2,8,0.03972175715648372,0.002475071090712972,0.14612862977236854,1232,90.0,40.0,-0.031158620015873995,1268,90.0,220.0,-0.031158619997900816
11008,21.5,impsi2,8,0.03468325123066377,0.002339991264396289,0.163645809288335,1124,79.71428571428571,220.0,0.02715665236183107,1376,100.28571428571429,40.0,-0.027156652359206723
11008,21.5,abs_npsigma,8,0.18326215119821598,0.0017902177460165786,0.38791124637647345,1263,90.0,195.0,-0.023303549551803276,1227,90.0,15.0,-0.023303549020188264
11040,21.5625,repsi2,8,0.039804424524289915,0.002450485140475934,0.13655960711893173,1232,90.0,40.0,-0.030979273784237593,1268,90.0,220.0,-0.03097927376634657
11040,21.5625,impsi2,8,0.035928947837580175,0.0023606819565133753,0.1569325940731821,1413,100.28571428571429,225.0,-0.02701349174789569,1377,100.28571428571429,45.0,-0.027013491746311846
11040,21.5625,abs_npsigma,8,0.17059905667174205,0.0019220863760393712,0.3957086797869425,1264,90.0,200.0,-0.02168172329475588,1228,90.0,20.0,-0.02168172306475327
11072,21.625,repsi2,8,0.029694046880271142,0.0023304507296041145,0.11711488711724902,1267,90.0,215.0,-0.02620476510841585,1231,90.0,35.0,-0.0262047650842272
11072,21.625,impsi2,8,0.036555721564984704,0.0023437407448927286,0.1447391460745944,1413,100.28571428571429,225.0,-0.02685465814353699,1377,100.28571428571429,45.0,-0.026854658141682308
11072,21.625,abs_npsigma,8,0.1899862442515596,0.0018860546409490793,0.4105992551583669,1264,90.0,200.0,-0.02327787605888738,1228,90.0,20.0,-0.023277875815487774
11104,21.6875,repsi2,8,0.04098292390347107,0.0021912374560737165,0.13158516552734037,1274,90.0,250.0,-0.031592482580332426,1238,90.0,70.0,-0.03159248253454794
11104,21.6875,impsi2,8,0.03584477503902458,0.002325906836590591,0.1446584846882131,1413,100.28571428571429,225.0,-0.0262091539147003,1377,100.28571428571429,45.0,-0.026209153912656602
11104,21.6875,abs_npsigma,8,0.21565063689220562,0.0018509410852103293,0.39998433667698663,1264,90.0,200.0,-0.024799662220499515,1228,90.0,20.0,-0.02479966196575368
11136,21.75,repsi2,8,0.03824729392223164,0.002073644801701283,0.12057196019018494,1275,90.0,255.0,-0.031069516084407,1239,90.0,75.0,-0.03106951602306518
11136,21.75,impsi2,8,0.03372968646661582,0.0023072129867332514,0.14967364025129246,1413,100.28571428571429,225.0,-0.025080597904105717,1377,100.28571428571429,45.0,-0.025080597901776913
11136,21.75,abs_npsigma,8,0.23533344674084405,0.001816775204836398,0.40432983755304885,1264,90.0,200.0,-0.026233004652250095,1228,90.0,20.0,-0.026233004389242084
11168,21.8125,repsi2,8,0.02617969472021304,0.002096153322663772,0.1162257915137054,1230,90.0,30.0,0.02567029232094309,1266,90.0,210.0,0.025670292255185023
11168,21.8125,impsi2,8,0.031389425470199,0.002317674389394426,0.1487802188428896,1414,100.28571428571429,230.0,-0.02369470448124117,1378,100.28571428571429,50.0,-0.023694704471147632
11168,21.8125,abs_npsigma,8,0.2477790963979658,0.0017835768762982757,0.42538927234743973,1264,90.0,200.0,-0.027594532623648867,1228,90.0,20.0,-0.027594532352451916
